pc,pole,trait,target_pearson_r,target_abs_r,specificity_margin,pc1_6_concentration_fraction,target_is_largest_probability,is_pc_associated,is_primary_pc_defining,is_pareto_frontier,dominated_by_count,dominated_by_traits
PC1,positive,circumspect,0.3615749108788308,0.3615749108788308,-0.29362476858417413,0.15372820405302304,0.0,False,False,False,55,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;flexible;formal;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;specialized;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,closure_seeking,0.09688438627680229,0.09688438627680229,-0.5288668063243215,0.01415911161291566,0.0,False,False,False,63,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,collaborative,0.4181074320518763,0.4181074320518763,-0.2600473752887289,0.2176180939504683,0.0,False,False,False,50,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,collectivistic,0.12982119024383162,0.12982119024383162,-0.5358802143037131,0.01931562563181891,0.0,False,False,False,63,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,conciliatory,0.7521724636094562,0.7521724636094562,0.14264010588705556,0.5699635435351883,0.9995,True,True,False,25,analytical;calm;cautious;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,conscientious,0.6930702665241789,0.6930702665241789,-0.005444814134737741,0.4867299952269729,0.46,True,False,False,31,analytical;avoidant;calculating;calm;cautious;conciliatory;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;patient;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;strategic;structuralist;transparent;utilitarian
PC1,positive,contemporary,0.6187366281455307,0.6187366281455307,-0.10121717477734893,0.40513439109457244,0.025,True,False,False,37,analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;stoic;strategic;structuralist;transparent;utilitarian
PC1,positive,convergent,0.7191103353255889,0.7191103353255889,0.3603471673640583,0.5764447206288045,1.0,True,True,False,14,analytical;calm;cautious;data_driven;educational;factual;methodical;problem_solving;quantitative;rationalist;regulatory;secular;transparent;utilitarian
PC1,positive,cosmopolitan,0.6124437630659447,0.6124437630659447,0.17725609133312636,0.4261333692407218,0.9915,True,True,False,28,analytical;calm;cautious;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;literal;materialist;methodical;moderate;proactive;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,data_driven,0.8751395158746367,0.8751395158746367,0.5073793530927599,0.7694012133108012,1.0,True,True,False,4,analytical;factual;secular;transparent
PC1,positive,decisive,0.0888788147443389,0.0888788147443389,-0.5535920017399334,0.01143139117625394,0.0,False,False,False,65,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;closure_seeking;collaborative;collectivistic;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,descriptive,0.8126434448156503,0.8126434448156503,0.35943918001415354,0.6823184902567452,1.0,True,True,False,14,analytical;calm;cautious;data_driven;educational;factual;methodical;problem_solving;quantitative;rationalist;regulatory;secular;transparent;utilitarian
PC1,positive,detached,0.7688260170027928,0.7688260170027928,0.26681499692532107,0.5951287592412489,1.0,True,True,False,22,analytical;calm;cautious;data_driven;descriptive;dispassionate;educational;factual;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,diplomatic,0.7666614162624359,0.7666614162624359,0.2749153225757188,0.5937355154575447,1.0,True,True,False,22,analytical;calm;cautious;data_driven;descriptive;dispassionate;educational;factual;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,dispassionate,0.8201698684195926,0.8201698684195926,0.3239032397499765,0.6788883207063563,1.0,True,True,False,13,analytical;calm;cautious;data_driven;educational;factual;methodical;moderate;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,earnest,0.3699492610633769,0.3699492610633769,-0.317829481012341,0.1393795068198069,0.0,False,False,False,55,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;flexible;formal;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;specialized;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,educational,0.8660648547633881,0.8660648547633881,0.4634276992072344,0.7930466155049474,1.0,True,True,False,5,analytical;factual;methodical;secular;transparent
PC1,positive,erudite,0.32724854795632957,0.32724854795632957,-0.5066191258722643,0.1088972009520981,0.0,False,False,False,61,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,exploratory,0.6133987285214588,0.6133987285214588,0.25952071446895547,0.49071082046875975,1.0,True,True,False,25,analytical;calm;cautious;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,factual,0.9456984407557497,0.9456984407557497,0.6701774355331391,0.8978808471267319,1.0,True,True,False,1,transparent
PC1,positive,flexible,0.4010591729158946,0.4010591729158946,-0.20096103580891883,0.16959946295608672,0.0,False,False,False,48,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,formal,0.5536793231147088,0.5536793231147088,-0.26177785756878447,0.3127322403499065,0.0,True,False,False,45,agreeable;analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;technical;transparent;utilitarian
PC1,positive,formalist,0.7847200393519518,0.7847200393519518,0.249431253349232,0.6210772467946938,1.0,True,True,False,22,analytical;calm;cautious;data_driven;descriptive;dispassionate;educational;factual;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,generous,0.32753868781691753,0.32753868781691753,-0.18726241525241027,0.15579147076033603,0.003,False,False,False,47,analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,grounded,0.6750258517609556,0.6750258517609556,0.02596947301310959,0.4648465280056079,0.682,True,False,False,31,analytical;avoidant;calculating;calm;cautious;conciliatory;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;patient;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;strategic;structuralist;transparent;utilitarian
PC1,positive,inspirational,0.15801374955833056,0.15801374955833056,-0.669293819895692,0.028634065777567587,0.0,False,False,False,64,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,introverted,0.12324565705311814,0.12324565705311814,-0.8308334774203826,0.01564221022361772,0.0,False,False,False,69,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;collectivistic;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;inspirational;literal;materialist;methodical;meticulous;moderate;patient;pedantic;pensive;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;ritualistic;secular;serene;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,literal,0.8183766257538991,0.8183766257538991,0.32922308109832527,0.6936291650738804,1.0,True,True,False,12,analytical;calm;cautious;data_driven;educational;factual;methodical;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,materialist,0.8025262762420058,0.8025262762420058,0.304856091800515,0.6588943639973092,1.0,True,True,False,18,analytical;calm;cautious;data_driven;descriptive;dispassionate;educational;factual;literal;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;secular;transparent;utilitarian
PC1,positive,methodical,0.9025672011770137,0.9025672011770137,0.4977626553135341,0.8188119109008415,1.0,True,True,False,3,analytical;factual;transparent
PC1,positive,meticulous,0.6476820968311455,0.6476820968311455,-0.08975673871964795,0.42464269241345015,0.033,True,False,False,36,analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;grounded;literal;materialist;methodical;moderate;patient;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;stoic;strategic;structuralist;transparent;utilitarian
PC1,positive,moderate,0.8209116412175195,0.8209116412175195,0.33614983612422356,0.6849031607541786,1.0,True,True,False,12,analytical;calm;cautious;data_driven;educational;factual;methodical;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,patient,0.7125485159988143,0.7125485159988143,0.14080357773652497,0.5137780706149985,0.998,True,True,False,27,analytical;calm;cautious;conciliatory;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,pedantic,0.4331731610565188,0.4331731610565188,-0.27077848009052197,0.19189497022665547,0.0,False,False,False,50,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formal;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian
PC1,positive,pensive,0.15450459102685007,0.15450459102685007,-0.7773589546436713,0.024692104439855717,0.0,False,False,False,67,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;inspirational;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;ritualistic;secular;serene;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,perfectionist,0.5621766866398556,0.5621766866398556,-0.21018571333411784,0.32060376218584136,0.0,True,False,False,43,analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;technical;transparent;utilitarian
PC1,positive,pluralist,0.3415554965328589,0.3415554965328589,-0.44194304763483516,0.12838463105138184,0.0,False,False,False,59,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;exploratory;factual;flexible;formal;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,practical,0.05075848880716191,0.05075848880716191,-0.8538456330502571,0.0027676089725805664,0.0,False,False,False,72,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;closure_seeking;collaborative;collectivistic;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;decisive;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;inspirational;introverted;literal;materialist;methodical;meticulous;moderate;patient;pedantic;pensive;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;ritualistic;secular;serene;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,prescriptive,0.5909753702377913,0.5909753702377913,-0.08460360141487744,0.38685319753782277,0.052,True,False,False,38,analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;moderate;patient;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;stoic;strategic;structuralist;transparent;utilitarian
PC1,positive,proactive,0.667620008308328,0.667620008308328,0.19256062563163323,0.5318073428676601,0.9995,True,True,False,26,analytical;calm;cautious;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,problem_solving,0.8178651573293325,0.8178651573293325,0.3917182357391518,0.7371522197775485,1.0,True,True,False,11,analytical;cautious;data_driven;educational;factual;methodical;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,quantitative,0.8619836254162008,0.8619836254162008,0.4048976810577981,0.756849914692619,1.0,True,True,False,8,analytical;data_driven;educational;factual;methodical;rationalist;secular;transparent
PC1,positive,rationalist,0.8747490401815117,0.8747490401815117,0.4783327759589765,0.7682449532476389,1.0,True,True,False,6,analytical;data_driven;factual;methodical;secular;transparent
PC1,positive,reductionist,0.649010340303101,0.649010340303101,0.13485547740608284,0.4454335804607776,0.9605,True,True,False,30,analytical;avoidant;calm;cautious;conciliatory;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;literal;materialist;methodical;moderate;patient;proactive;problem_solving;quantitative;rationalist;regulatory;reserved;resilient;secular;structuralist;transparent;utilitarian
PC1,positive,regulatory,0.8160047739308046,0.8160047739308046,0.37612469004158594,0.6899590190594591,1.0,True,True,False,13,analytical;calm;cautious;data_driven;educational;factual;methodical;problem_solving;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,reserved,0.8211013574562751,0.8211013574562751,0.29120324693494004,0.6805169765407665,1.0,True,True,False,12,analytical;calm;cautious;data_driven;educational;factual;methodical;quantitative;rationalist;secular;transparent;utilitarian
PC1,positive,resilient,0.8097724548687197,0.8097724548687197,0.2954155935048527,0.6756992927100223,1.0,True,True,False,18,analytical;calm;cautious;data_driven;descriptive;dispassionate;educational;factual;literal;methodical;moderate;problem_solving;quantitative;rationalist;regulatory;secular;transparent;utilitarian
PC1,positive,ritualistic,0.22943076981726868,0.22943076981726868,-0.7151894886619905,0.054431081173248186,0.0,False,False,False,64,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,secular,0.8915370092056845,0.8915370092056845,0.5924306307075617,0.8331187497428935,1.0,True,True,False,3,analytical;factual;transparent
PC1,positive,serene,0.15679769198402624,0.15679769198402624,-0.5891650630673957,0.025149212461350625,0.0,False,False,False,64,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;skeptical;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,serious,0.6142213962796915,0.6142213962796915,-0.1521451951390691,0.38149695051188254,0.0005,True,False,False,38,analytical;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;data_driven;descriptive;detached;diplomatic;dispassionate;educational;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;stoic;strategic;structuralist;transparent;utilitarian
PC1,positive,skeptical,0.27986777581522515,0.27986777581522515,-0.5575772294526424,0.08406751277374078,0.0,False,False,False,63,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;chill;circumspect;collaborative;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;earnest;educational;erudite;exploratory;factual;flexible;formal;formalist;generous;grounded;literal;materialist;methodical;meticulous;moderate;patient;pedantic;perfectionist;pluralist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;solemn;specialized;stoic;strategic;structuralist;supportive;tactful;technical;traditional;transparent;understated;utilitarian;verbose
PC1,positive,solemn,0.468490990984776,0.468490990984776,-0.3710918473778544,0.22175893706453023,0.0,False,False,False,50,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formal;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;tactful;technical;traditional;transparent;understated;utilitarian
PC1,positive,specialized,0.4047950870948903,0.4047950870948903,-0.2329177031663865,0.1667633888514385,0.0,False,False,False,49,agreeable;analytical;anthropocentric;avoidant;calculating;calm;cautious;conciliatory;conscientious;contemporary;convergent;cosmopolitan;data_driven;descriptive;detached;diplomatic;dispassionate;educational;exploratory;factual;formalist;grounded;literal;materialist;methodical;meticulous;moderate;patient;perfectionist;prescriptive;proactive;problem_solving;quantitative;rationalist;reductionist;regulatory;reserved;resilient;secular;serious;stoic;strategic;structuralist;technical;traditional;transparent;understated;utilitarian;verbose
