pc,pole,trait,target_r,target_abs_r,axis_purity,dominance_gap,max_off_axis_abs_r,second_best_pc,bootstrap_probability_target_largest_abs,specificity_class,classification_reason
PC1,negative,cryptic,-0.9109053247272142,0.9109053247272142,0.833986126640139,0.5367231180131053,0.3741822067141089,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,qualitative,-0.9007758761744452,0.9007758761744452,0.8209877494583837,0.5727473911459027,0.3280284850285425,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,charismatic,-0.9007484483473494,0.9007484483473494,0.8499034222202706,0.6749693130663527,0.2257791352809967,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,intuitive,-0.8996062119691136,0.8996062119691136,0.8168218854895245,0.628948824184191,0.2706573877849227,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,spiritual,-0.8991472947299358,0.8991472947299358,0.8209324801862292,0.5793928530595479,0.3197544416703879,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,creative,-0.8925363877752224,0.8925363877752224,0.8084351349637146,0.6619615342334727,0.2305748535417497,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,individualistic,-0.8910079045156788,0.8910079045156788,0.8033413458064391,0.6326738140860801,0.2583340904295986,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,mercurial,-0.8887687504543408,0.8887687504543408,0.7935324633412493,0.5733127418864463,0.3154560085678945,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,manipulative,-0.8813142690632262,0.8813142690632262,0.7944993270486282,0.5556578963970247,0.3256563726662015,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,passionate,-0.8752280328253619,0.8752280328253619,0.7881942971421461,0.47737618471416315,0.3978518481111987,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,fatalistic,-0.8751146534668024,0.8751146534668024,0.7752900449176893,0.419263529819539,0.4558511236472634,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,sycophantic,-0.8603728627525782,0.8603728627525782,0.7823329493140263,0.48205999904621927,0.3783128637063589,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,speculative,-0.8565815007661746,0.8565815007661746,0.7522995222559518,0.57125595490453,0.2853255458616446,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,subversive,-0.8565612905694054,0.8565612905694054,0.745308711721147,0.5180151052317521,0.3385461853376533,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,chaotic,-0.854676404607597,0.854676404607597,0.7581365792570474,0.5513881977960309,0.3032882068115661,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,visceral,-0.8542947012558788,0.8542947012558788,0.7373702334231114,0.3663160578178763,0.4879786434380025,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,risk_taking,-0.8478629575987493,0.8478629575987493,0.72945513052552,0.5486855328047251,0.2991774247940242,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,melancholic,-0.8470521847328778,0.8470521847328778,0.746325367128809,0.4601327320595713,0.3869194526733065,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,obsessive,-0.8468841750426835,0.8468841750426835,0.7319969378749993,0.3737905630738507,0.4730936119688328,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,effusive,-0.8467546534697663,0.8467546534697663,0.7407973611782036,0.3904380899526149,0.4563165635171514,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,adventurous,-0.8410285065610046,0.8410285065610046,0.7261262151897536,0.5396543412271765,0.3013741653338281,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,temperamental,-0.8401502337341943,0.8401502337341943,0.7126281090294817,0.39088740212194867,0.4492628316122456,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,emotional,-0.8360625192377381,0.8360625192377381,0.7039767370029956,0.40361275944936253,0.4324497597883756,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,grandiose,-0.835977412828429,0.835977412828429,0.7086648201915952,0.4546779716552113,0.3812994411732177,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,playful,-0.8316784419708803,0.8316784419708803,0.7030324370632669,0.35344722588150346,0.4782312160893768,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,stream_of_consciousness,-0.8313997036352898,0.8313997036352898,0.7069210814097436,0.3315702553164756,0.4998294483188142,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,mischievous,-0.8305930875806049,0.8305930875806049,0.6997223437946517,0.4082685922923836,0.4223244952882213,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.699722 < 0.70
PC1,negative,impulsive,-0.8297929560218777,0.8297929560218777,0.7016424291825633,0.3052784447946617,0.524514511227216,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,condescending,-0.8131150727357214,0.8131150727357214,0.6728054670694651,0.2773870769109543,0.535727995824767,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.672805 < 0.70
PC1,negative,relativist,-0.8129737071960209,0.8129737071960209,0.7274232586103488,0.4640609900804312,0.3489127171155897,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,negative,manic,-0.8086958611559263,0.8086958611559263,0.6675811766371642,0.343643487946783,0.4650523732091433,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.667581 < 0.70
PC1,negative,ironic,-0.808402328814807,0.808402328814807,0.6645889975455854,0.3955839211047591,0.4128184077100479,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.664589 < 0.70
PC1,negative,passive_aggressive,-0.8070436278926039,0.8070436278926039,0.6626626477194081,0.4087176782490174,0.3983259496435865,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.662663 < 0.70
PC1,negative,bitter,-0.7972547929641685,0.7972547929641685,0.6394990349587663,0.33763580467144205,0.4596189882927264,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.639499 < 0.70
PC1,negative,evil,-0.7972523647084901,0.7972523647084901,0.6423536703347186,0.25698558425309614,0.540266780455394,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.642354 < 0.70
PC1,negative,nihilistic,-0.7971501590485974,0.7971501590485974,0.6466116225328189,0.3224485097004126,0.4747016493481848,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.646612 < 0.70
PC1,negative,misanthropic,-0.795858490975555,0.795858490975555,0.6377911207894077,0.21390923841913612,0.5819492525564189,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.637791 < 0.70
PC1,negative,reactive,-0.7953644562183096,0.7953644562183096,0.6377779657217102,0.19970448615682423,0.5956599700614854,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.637778 < 0.70
PC1,negative,petty,-0.7928636533834814,0.7928636533834814,0.6467602682180356,0.3866973197236737,0.4061663336598077,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.646760 < 0.70
PC1,negative,entertaining,-0.7876714492591306,0.7876714492591306,0.6310655622154632,0.2414477412789563,0.5462237079801743,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.631066 < 0.70
PC1,negative,hedonistic,-0.7869510681914096,0.7869510681914096,0.624570074268,0.22733699546567576,0.5596140727257338,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.624570 < 0.70
PC1,negative,disorganized,-0.7855718550608373,0.7855718550608373,0.6260004131511796,0.23266151696459425,0.552910338096243,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.626000 < 0.70
PC1,negative,witty,-0.7748131077689707,0.7748131077689707,0.6158162437859377,0.2991067450211172,0.4757063627478535,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.615816 < 0.70
PC1,negative,goofy,-0.7718823281905509,0.7718823281905509,0.6068859548683968,0.2582682822520833,0.5136140459384676,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.606886 < 0.70
PC1,negative,provocative,-0.7694081993217445,0.7694081993217445,0.6051759800033282,0.28091787064647883,0.4884903286752657,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.605176 < 0.70
PC1,negative,dogmatic,-0.7687404507570664,0.7687404507570664,0.6362648889816127,0.3547546639189588,0.4139857868381076,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.636265 < 0.70
PC1,negative,animated,-0.7681262523623212,0.7681262523623212,0.6171409603607513,0.23353775360412954,0.5345884987581917,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.617141 < 0.70
PC1,negative,edgy,-0.7640595579412044,0.7640595579412044,0.5892708974993636,0.29202654022831,0.4720330177128944,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.589271 < 0.70
PC1,negative,assertive,-0.7604426424866781,0.7604426424866781,0.6065179980778811,0.24813757244314294,0.5123050700435352,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.606518 < 0.70
PC1,negative,philosophical,-0.7594523474492405,0.7594523474492405,0.5858515938593561,0.23498891471403693,0.5244634327352036,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.585852 < 0.70
PC1,negative,sarcastic,-0.756271610537538,0.756271610537538,0.5803967822337643,0.22428550698804928,0.5319861035494887,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.580397 < 0.70
PC1,negative,rebellious,-0.7536667325338356,0.7536667325338356,0.584458276776246,0.37934055260930116,0.3743261799245345,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.584458 < 0.70
PC1,negative,contrarian,-0.750756072158236,0.750756072158236,0.5742501589524946,0.24272596025389837,0.5080301119043377,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.574250 < 0.70
PC1,negative,militant,-0.7494044966907234,0.7494044966907234,0.5737080385215001,0.14214660092350517,0.6072578957672182,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.573708 < 0.70
PC1,negative,bombastic,-0.7451544485174074,0.7451544485174074,0.5723162941762366,0.26794036336965604,0.4772140851477514,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.572316 < 0.70
PC1,negative,arrogant,-0.7304535171760542,0.7304535171760542,0.5441632216910259,0.0811449338532253,0.6493085833228289,PC3,0.989,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.544163 < 0.70
PC1,negative,impatient,-0.7302623720660594,0.7302623720660594,0.5447906960263583,0.1377321904308848,0.5925301816351746,PC2,0.9995,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.544791 < 0.70
PC1,negative,neurotic,-0.7184253131711213,0.7184253131711213,0.5291446470521725,0.07992887428863005,0.6384964388824913,PC2,0.917,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.529145 < 0.70
PC1,negative,socratic,-0.7175947766711017,0.7175947766711017,0.5942410609371882,0.3082652265966708,0.4093295500744309,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.594241 < 0.70
PC1,negative,radical,-0.7104454342295621,0.7104454342295621,0.5399780241097962,0.24374155032036188,0.4667038839092002,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.539978 < 0.70
PC1,negative,pacifist,-0.707649659635448,0.707649659635448,0.5308714388609684,0.11595187108665028,0.5916977885487977,PC3,0.9885,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.530871 < 0.70
PC1,negative,sardonic,-0.7051143076231507,0.7051143076231507,0.5052552910646465,0.1489076733992971,0.5562066342238536,PC3,0.9995,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.505255 < 0.70
PC1,negative,eclectic,-0.7032847405378576,0.7032847405378576,0.5313946684114331,0.3420318448857958,0.3612528956520618,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.531395 < 0.70
PC1,negative,existentialist,-0.6993649411958224,0.6993649411958224,0.5206215457489818,0.16659208836853268,0.5327728528272897,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.520622 < 0.70
PC1,negative,flippant,-0.698266829655341,0.698266829655341,0.4939784065675309,0.086081358152862,0.612185471502479,PC2,0.9455,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.493978 < 0.70
PC1,negative,innovative,-0.6928166617173994,0.6928166617173994,0.5008810090737627,0.22377795292389902,0.4690387087935004,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.500881 < 0.70
PC1,negative,concise,-0.6774486492007055,0.6774486492007055,0.6093654846706801,0.32337186007116225,0.3540767891295432,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.609365 < 0.70
PC1,negative,iconoclastic,-0.6774218445850838,0.6774218445850838,0.467529273488395,0.07383870107501422,0.6035831435100696,PC3,0.9485,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.467529 < 0.70
PC1,negative,irreverent,-0.675199471912453,0.675199471912453,0.4607724534081395,0.04757905621792324,0.6276204156945298,PC2,0.8275,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.460772 < 0.70
PC1,negative,hostile,-0.6736545627532031,0.6736545627532031,0.4577388277257007,0.07909592253472109,0.594558640218482,PC3,0.962,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.457739 < 0.70
PC1,negative,constructivist,-0.6673649637333636,0.6673649637333636,0.5115522867477772,0.2377156341953176,0.429649329538046,PC4,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.511552 < 0.70
PC1,negative,judgmental,-0.6661485564169773,0.6661485564169773,0.4480991778185633,0.031026647212300862,0.6351219092046765,PC3,0.7665,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.448099 < 0.70
PC1,negative,empathetic,-0.6590059012994032,0.6590059012994032,0.43872318880714284,0.1403509792544959,0.5186549220449073,PC2,0.9935,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.438723 < 0.70
PC1,negative,environmental,-0.6587810607870705,0.6587810607870705,0.5032894849426469,0.21304951271876676,0.4457315480683038,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.503289 < 0.70
PC1,negative,confident,-0.6586855081041239,0.6586855081041239,0.4830625908258511,0.095621760951349,0.5630637471527749,PC3,0.974,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.483063 < 0.70
PC1,negative,savage,-0.6567486182104499,0.6567486182104499,0.4367235632918101,0.0027279516282593397,0.6540206665821906,PC3,0.5355,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.436724 < 0.70
PC1,negative,eloquent,-0.6551401048699079,0.6551401048699079,0.4494936941157184,-0.005744541290663929,0.6608846461605719,PC2,0.487,NON_TARGET_DOMINANT,PC2 has larger |r| (0.660885)
PC1,negative,nonchalant,-0.6523976807980623,0.6523976807980623,0.43343652608038075,-0.008878123441738772,0.661275804239801,PC2,0.453,NON_TARGET_DOMINANT,PC2 has larger |r| (0.661276)
PC1,negative,epicurean,-0.6474499525405883,0.6474499525405883,0.4651916416797015,0.04579524774367372,0.6016547047969146,PC2,0.775,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.465192 < 0.70
PC1,negative,absolutist,-0.6434048916086095,0.6434048916086095,0.45239685945164604,0.072689420533534,0.5707154710750755,PC2,0.9105,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.452397 < 0.70
PC1,negative,cruel,-0.6417679506052124,0.6417679506052124,0.41618588964321285,-0.07712925630021383,0.7188972069054262,PC3,0.031,NON_TARGET_DOMINANT,PC3 has larger |r| (0.718897)
PC1,negative,acerbic,-0.6332666522434277,0.6332666522434277,0.40666798163126544,-0.06772090546607912,0.7009875577095068,PC3,0.0545,NON_TARGET_DOMINANT,PC3 has larger |r| (0.700988)
PC1,negative,independent,-0.6328978012705608,0.6328978012705608,0.4713013560939058,0.0834464358624164,0.5494513654081444,PC4,0.872,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.471301 < 0.70
PC1,negative,universalist,-0.6242435688322747,0.6242435688322747,0.4787612271723814,0.18956722650268842,0.4346763423295863,PC2,0.999,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.478761 < 0.70
PC1,negative,introspective,-0.6239540946662737,0.6239540946662737,0.46412547672346594,0.1603385662006494,0.4636155284656243,PC4,0.9915,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.464125 < 0.70
PC1,negative,sassy,-0.6212804698557448,0.6212804698557448,0.39452587080477486,0.01617104992894014,0.6051094199268047,PC2,0.6235,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.394526 < 0.70
PC1,negative,competitive,-0.6203658176920477,0.6203658176920477,0.3928481786179717,-0.11393635982570038,0.7343021775177481,PC3,0.0045,NON_TARGET_DOMINANT,PC3 has larger |r| (0.734302)
PC1,negative,deconstructionist,-0.6201306210965069,0.6201306210965069,0.404282810804407,0.08070872659011674,0.5394218945063901,PC3,0.9395,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.404283 < 0.70
PC1,negative,wry,-0.6141165267051174,0.6141165267051174,0.3849138605970909,-0.044189070256148044,0.6583055969612654,PC3,0.16,NON_TARGET_DOMINANT,PC3 has larger |r| (0.658306)
PC1,negative,deontological,-0.5979233888652522,0.5979233888652522,0.39477415617744316,-0.03879754111696998,0.6367209299822222,PC2,0.201,NON_TARGET_DOMINANT,PC2 has larger |r| (0.636721)
PC1,negative,extroverted,-0.5915961951844382,0.5915961951844382,0.3688901211771438,-0.14606973112126553,0.7376659263057037,PC2,0.0025,NON_TARGET_DOMINANT,PC2 has larger |r| (0.737666)
PC1,negative,idealistic,-0.5855944064395839,0.5855944064395839,0.3629160521090741,-0.12728894121912737,0.7128833476587113,PC2,0.009,NON_TARGET_DOMINANT,PC2 has larger |r| (0.712883)
PC1,negative,paranoid,-0.5806292681722566,0.5806292681722566,0.34953931423588414,-0.12395308020067108,0.7045823483729277,PC3,0.0065,NON_TARGET_DOMINANT,PC3 has larger |r| (0.704582)
PC1,negative,generalist,-0.5768860317244526,0.5768860317244526,0.43261157005005296,0.1404178045957376,0.436468227128715,PC4,0.992,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.432612 < 0.70
PC1,negative,anxious,-0.5721169353439473,0.5721169353439473,0.3391654909466293,-0.176273947757013,0.7483908831009602,PC2,0.0015,NON_TARGET_DOMINANT,PC2 has larger |r| (0.748391)
PC1,negative,naive,-0.5625717061715798,0.5625717061715798,0.32573616538510325,-0.036709225024750713,0.5992809311963305,PC3,0.2465,NON_TARGET_DOMINANT,PC3 has larger |r| (0.599281)
PC1,negative,casual,-0.5553788666231605,0.5553788666231605,0.31335021464922325,-0.25806266509207054,0.813441531715231,PC2,0.0,NON_TARGET_DOMINANT,PC2 has larger |r| (0.813442)
PC1,negative,fundamentalist,-0.5472458952039374,0.5472458952039374,0.3340675381234054,-0.06405718568254004,0.6113030808864774,PC2,0.105,NON_TARGET_DOMINANT,PC2 has larger |r| (0.611303)
PC1,negative,efficient,-0.5430538369149425,0.5430538369149425,0.37670520543375813,-0.006205618872558771,0.5492594557875012,PC2,0.4445,NON_TARGET_DOMINANT,PC2 has larger |r| (0.549259)
PC1,negative,curious,-0.5375974608180266,0.5375974608180266,0.34872151455202943,0.121828557586521,0.4157689032315056,PC6,0.9575,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.348722 < 0.70
PC1,negative,open_ended,-0.5336109644576729,0.5336109644576729,0.3245952301306445,-0.13538369525070337,0.6689946597083762,PC3,0.0095,NON_TARGET_DOMINANT,PC3 has larger |r| (0.668995)
PC1,negative,ascetic,-0.5239875411515929,0.5239875411515929,0.2860201379494327,-0.24900016335683695,0.7729877045084298,PC2,0.0,NON_TARGET_DOMINANT,PC2 has larger |r| (0.772988)
PC1,negative,humanistic,-0.5000915117081113,0.5000915117081113,0.2592319384099048,-0.2805596361366953,0.7806511478448066,PC3,0.0,NON_TARGET_DOMINANT,PC3 has larger |r| (0.780651)
PC1,positive,transparent,0.986819452210436,0.986819452210436,0.9812191141243977,0.8963839018240329,0.090435550386403,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,factual,0.9456984407557504,0.9456984407557504,0.8978808471267321,0.6701774355331398,0.2755210052226106,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,analytical,0.9380054580902012,0.9380054580902012,0.886348463040254,0.6559019525097378,0.2821035055804633,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,methodical,0.9025672011770136,0.9025672011770136,0.8188119109008416,0.4977626553135342,0.4048045458634794,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,secular,0.8915370092056845,0.8915370092056845,0.8331187497428936,0.5924306307075619,0.2991063784981226,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,data_driven,0.8751395158746363,0.8751395158746363,0.7694012133108015,0.5073793530927598,0.3677601627818765,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,rationalist,0.8747490401815121,0.8747490401815121,0.7682449532476389,0.4783327759589767,0.3964162642225354,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,educational,0.8660648547633881,0.8660648547633881,0.7930466155049476,0.4634276992072347,0.4026371555561534,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,quantitative,0.8619836254162014,0.8619836254162014,0.7568499146926194,0.40489768105779905,0.4570859443584024,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,utilitarian,0.8565777800655576,0.8565777800655576,0.7753522023571069,0.546822779671223,0.3097550003943347,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,cautious,0.8405838386683209,0.8405838386683209,0.7798344146785036,0.5554680206198607,0.2851158180484602,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,calm,0.8300749764119046,0.8300749764119046,0.6946937243172683,0.4110907415755353,0.4189842348363693,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.694694 < 0.70
PC1,positive,reserved,0.8211013574562753,0.8211013574562753,0.6805169765407669,0.2912032469349406,0.5298981105213347,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.680517 < 0.70
