pc,trait,bootstrap_probability_target_largest_abs,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,prior_bootstrap_sign_stability,prior_bootstrap_seed,bootstrap_resamples,bootstrap_specificity_seed
PC1,artistic,1.0,0.8938994109630585,0.8206437736749649,0.9505802437663078,0.7245196998119354,0.6355863630771637,0.8007122457027435,1.0,20260913,2000,20260920
PC1,ascetic,0.0,0.28391245007514954,0.20533921718597412,0.3572153605520724,-0.2480672225356102,-0.3499124765396118,-0.15350519344210628,1.0,20260913,2000,20260920
PC1,assertive,1.0,0.5983381271362305,0.5194931387901306,0.6923294588923454,0.24903349578380585,0.15418682359158992,0.3574891440570354,1.0,20260913,2000,20260920
PC1,avoidant,0.9825,0.541602373123169,0.4316907271742821,0.6443166628479957,0.14515536278486252,0.007190954615361989,0.2885452196002005,1.0,20260913,2000,20260920
PC1,benevolent,0.0,0.0012150080874562263,2.817672702803975e-06,0.01409589420072734,-0.9129897058010101,-0.9505556479096413,-0.8283676698803902,0.5155,20260913,2000,20260920
PC1,big_picture,0.0,0.04994136095046997,0.009528272552415729,0.12338217273354515,-0.5791307389736176,-0.7186819046735764,-0.41442639380693436,1.0,20260913,2000,20260920
PC1,bitter,1.0,0.6300154030323029,0.5380411311984062,0.7289824545383453,0.3351741135120392,0.23870847523212432,0.4503686375916004,1.0,20260913,2000,20260920
PC1,blunt,0.0,0.005936581874266267,2.9257432470330968e-05,0.03175082327798009,-0.801006942987442,-0.8831293389201165,-0.6927352875471116,0.9205,20260913,2000,20260920
PC1,bombastic,1.0,0.5671061873435974,0.4909657835960388,0.6477428808808326,0.25882816314697266,0.16180612295866012,0.3547809816896915,1.0,20260913,2000,20260920
PC1,calculating,0.9925,0.5672459006309509,0.4725968584418297,0.6633906319737434,0.13006766885519028,0.02166921114549041,0.2584609158337116,1.0,20260913,2000,20260920
PC1,callous,0.0,0.0358334556221962,0.007895278744399548,0.07675325404852626,-0.7470976710319519,-0.8480144068598747,-0.6505791395902634,1.0,20260913,2000,20260920
PC1,calm,1.0,0.6830220222473145,0.5910503074526787,0.7786810159683227,0.4085374176502228,0.2942229352891445,0.5178924426436424,1.0,20260913,2000,20260920
PC1,casual,0.0,0.308120459318161,0.2519117571413517,0.36194075569510453,-0.2549494802951813,-0.33527422323822975,-0.17516875900328163,1.0,20260913,2000,20260920
PC1,cautious,1.0,0.7655581831932068,0.6772110745310783,0.8459345579147338,0.5429240167140961,0.45277209356427195,0.6263346031308173,1.0,20260913,2000,20260920
PC1,challenging,0.0,0.2384001687169075,0.17546078152954578,0.31046088561415663,-0.2712828814983368,-0.36370950788259504,-0.17190152630209926,1.0,20260913,2000,20260920
PC1,chaotic,1.0,0.7483541667461395,0.6592481702566146,0.8345098763704298,0.5454074740409851,0.4463541619479656,0.6333008870482445,1.0,20260913,2000,20260920
PC1,charismatic,1.0,0.837215781211853,0.7537115216255188,0.9118923768401146,0.6423542201519012,0.5366181343793869,0.7299088567495345,1.0,20260913,2000,20260920
PC1,chill,0.0,0.1598428264260292,0.10462155919522047,0.21864227578043935,-0.437840074300766,-0.5263667330145836,-0.3530102789402008,1.0,20260913,2000,20260920
PC1,circumspect,0.0,0.1501430720090866,0.09023713450878859,0.21538201496005055,-0.29461005330085754,-0.4097585491836071,-0.1816139835864308,1.0,20260913,2000,20260920
PC1,closure_seeking,0.0,0.013927869964390993,8.749511143832934e-05,0.06532315835356702,-0.528441458940506,-0.6392252057790756,-0.3885444067418577,0.9525,20260913,2000,20260920
PC1,collaborative,0.0,0.21634868532419205,0.1330235093832016,0.30134394615888593,-0.2594476789236069,-0.3710549920797348,-0.1475867532193661,1.0,20260913,2000,20260920
PC1,collectivistic,0.0,0.019292092882096767,0.001193507175776176,0.05676562292501329,-0.5413109958171844,-0.6615086019039154,-0.4237122662365437,0.9935,20260913,2000,20260920
PC1,competitive,0.0045,0.38776369392871857,0.3292092867195606,0.4513393446803093,-0.11199573054909706,-0.18882718868553638,-0.031162985647097245,1.0,20260913,2000,20260920
PC1,conceptual,0.0,0.07591917365789413,0.02501067970879376,0.13917346522212015,-0.6094408929347992,-0.7392111971974373,-0.48546311482787136,1.0,20260913,2000,20260920
PC1,conciliatory,1.0,0.5632548630237579,0.49260593131184577,0.6431292995810508,0.14383059740066528,0.06483535692095757,0.23678890131413924,1.0,20260913,2000,20260920
PC1,concise,1.0,0.5929129719734192,0.5035202950239182,0.6788579106330871,0.2928277552127838,0.17987510859966277,0.401157358288765,1.0,20260913,2000,20260920
PC1,condescending,1.0,0.6646595001220703,0.5845261469483376,0.7461029097437858,0.2782093286514282,0.19455763176083565,0.381739442795515,1.0,20260913,2000,20260920
PC1,confident,0.974,0.4784654676914215,0.39595957174897195,0.5640071079134941,0.09748372808098793,-0.0008583375063608395,0.2096415404230356,1.0,20260913,2000,20260920
PC1,confrontational,0.0,0.20281348377466202,0.14664734490215778,0.26846279725432387,-0.3554224669933319,-0.43565375581383703,-0.2676935464143753,1.0,20260913,2000,20260920
PC1,conscientious,0.477,0.4783742129802704,0.4033226117491722,0.5583410501480102,-0.0024917633272707462,-0.09445893336087466,0.10829806067049481,1.0,20260913,2000,20260920
PC1,constructivist,1.0,0.5037035644054413,0.42984545305371286,0.5819398388266562,0.2242552638053894,0.11245852746069432,0.31425459980964654,1.0,20260913,2000,20260920
PC1,contemporary,0.0165,0.4023686349391937,0.32420015782117845,0.46955463513731954,-0.09818272665143013,-0.1966630782932043,-0.009772623935714405,1.0,20260913,2000,20260920
PC1,contrarian,1.0,0.5690480470657349,0.4811618208885193,0.6638389080762863,0.2452610358595848,0.14613720662891866,0.355571026355028,1.0,20260913,2000,20260920
PC1,convergent,1.0,0.5698001682758331,0.48857755959033966,0.6459779545664787,0.3440971076488495,0.24532372169196606,0.42697268873453137,1.0,20260913,2000,20260920
PC1,cosmopolitan,0.988,0.41919395327568054,0.34167587384581566,0.506133770942688,0.14126881211996078,0.02525543957017362,0.25212077945470796,1.0,20260913,2000,20260920
PC1,creative,1.0,0.7987680733203888,0.7167004242539405,0.876128976047039,0.6224892437458038,0.5302136272192002,0.6969532936811447,1.0,20260913,2000,20260920
PC1,critical,0.001,0.21812772005796432,0.1515863139182329,0.29680344164371486,-0.1823495253920555,-0.2855327151715755,-0.06920535340905196,1.0,20260913,2000,20260920
PC1,cruel,0.031,0.4107750356197357,0.3491540901362896,0.4761502131819725,-0.07629508152604103,-0.1471697710454464,0.0029407097899818904,1.0,20260913,2000,20260920
PC1,cryptic,1.0,0.8249899446964264,0.7706446081399918,0.8788621544837951,0.5368533432483673,0.4559048481285572,0.6276254907250404,1.0,20260913,2000,20260920
PC1,curious,0.9575,0.3453863561153412,0.25463875830173494,0.434814354032278,0.1031389907002449,-0.01599156125448644,0.20728366114199145,1.0,20260913,2000,20260920
PC1,cynical,0.0,0.10756286978721619,0.06168947806581855,0.16115594692528243,-0.5899583399295807,-0.6767301023006439,-0.5067530944943429,1.0,20260913,2000,20260920
PC1,data_driven,1.0,0.7601586580276489,0.6808818638324737,0.8311464726924896,0.5066545307636261,0.4180453047156334,0.5896253108978271,1.0,20260913,2000,20260920
PC1,decisive,0.0,0.011520907282829285,0.00011207579846086446,0.05224104905500998,-0.5537417829036713,-0.6573741257190704,-0.4204001858830453,0.9535,20260913,2000,20260920
PC1,deconstructionist,0.9395,0.40090416371822357,0.32704543247818946,0.48601653203368184,0.0829453095793724,-0.025023739458993076,0.19142998121678817,1.0,20260913,2000,20260920
PC1,deferential,0.0,0.01698287297040224,0.0004443613848707173,0.0539037862792611,-0.7443399131298065,-0.8515262842178345,-0.6390354454517365,0.9895,20260913,2000,20260920
PC1,deontological,0.201,0.38965655863285065,0.3123337298631668,0.4704206570982932,-0.03936106897890568,-0.1291376616805792,0.05008082743734113,1.0,20260913,2000,20260920
PC1,descriptive,1.0,0.6694942116737366,0.5907095327973366,0.7530584529042244,0.3584740608930588,0.27283347547054293,0.4483852967619895,1.0,20260913,2000,20260920
PC1,detached,1.0,0.5842547714710236,0.5157372742891312,0.6599320814013481,0.2670314908027649,0.17566230483353137,0.3748262658715248,1.0,20260913,2000,20260920
PC1,deterministic,0.0,0.19868725538253784,0.13175092749297618,0.26462118178606026,-0.26586462557315826,-0.37903460785746573,-0.1615459311753512,1.0,20260913,2000,20260920
PC1,diplomatic,1.0,0.5862625241279602,0.49787151664495466,0.6865133702754972,0.276157483458519,0.1770168174058199,0.392451436817646,1.0,20260913,2000,20260920
PC1,disorganized,1.0,0.6154098510742188,0.5181647643446923,0.7128177791833877,0.2340054288506508,0.12202442009001971,0.36535058915615076,1.0,20260913,2000,20260920
PC1,dispassionate,1.0,0.6659713387489319,0.5996318176388741,0.7397865042090416,0.32411037385463715,0.23243983648717403,0.4314584694802761,1.0,20260913,2000,20260920
PC1,divergent,0.0,0.06675173714756966,0.020190977910533547,0.12612206041812896,-0.3401486575603485,-0.45813907608389853,-0.2247277230024338,1.0,20260913,2000,20260920
PC1,dogmatic,1.0,0.6307133734226227,0.5439161270856857,0.7190125420689581,0.35442210733890533,0.2541691556572914,0.4561960197985172,1.0,20260913,2000,20260920
PC1,dominant,0.0,0.001682177186012268,4.490154128689028e-06,0.018397371005266904,-0.8291430771350861,-0.8814584672451019,-0.7406211271882058,0.684,20260913,2000,20260920
PC1,dramatic,1.0,0.9420672357082367,0.8890165880322456,0.9773512810468674,0.7964106202125549,0.6997573032975197,0.8714997962117195,1.0,20260913,2000,20260920
PC1,earnest,0.0,0.13832654803991318,0.0878780648112297,0.19301812015473824,-0.31665119528770447,-0.42297390699386594,-0.21017492935061466,1.0,20260913,2000,20260920
PC1,eclectic,1.0,0.525609940290451,0.4535437420010567,0.6027652159333229,0.32683001458644867,0.22808877304196357,0.4137544721364974,1.0,20260913,2000,20260920
PC1,edgy,1.0,0.5802881419658661,0.4913568951189518,0.6801407933235166,0.2879709005355835,0.19318229667842388,0.3993765302002429,1.0,20260913,2000,20260920
PC1,educational,1.0,0.7787136435508728,0.6934704124927521,0.8559027388691902,0.4640633165836334,0.3513358451426029,0.5940260648727416,1.0,20260913,2000,20260920
PC1,efficient,0.4445,0.36639468371868134,0.2887590855360031,0.44890003502368925,-0.006565276999026537,-0.1052797082811594,0.09784472063183781,1.0,20260913,2000,20260920
PC1,effusive,1.0,0.7271222174167633,0.627271580696106,0.8175332620739937,0.391891211271286,0.27677935510873797,0.5218501210212707,1.0,20260913,2000,20260920
PC1,egalitarian,0.0165,0.22844967246055603,0.1490544568747282,0.3100894801318645,-0.1299901381134987,-0.2560530222952366,-0.007566504215356023,1.0,20260913,2000,20260920
PC1,elitist,0.0,0.06668808683753014,0.02132151843979955,0.12879949435591687,-0.4185881018638611,-0.5435972526669502,-0.29769366309046746,1.0,20260913,2000,20260920
PC1,eloquent,0.487,0.44801247119903564,0.3328745737671852,0.5495204642415046,-0.0020877367351204157,-0.13338145054876804,0.12824612483382225,1.0,20260913,2000,20260920
PC1,emotional,1.0,0.6914212703704834,0.6198207095265389,0.7668858885765075,0.4035758376121521,0.307208164781332,0.5068397670984268,1.0,20260913,2000,20260920
PC1,empathetic,0.9935,0.43313705921173096,0.3618474617600441,0.5057162851095199,0.1198330707848072,0.02535020112991333,0.20756105296313762,1.0,20260913,2000,20260920
PC1,enigmatic,1.0,0.9320226907730103,0.8841770976781845,0.9689631462097168,0.7524048686027527,0.6600532487034798,0.8391672283411026,1.0,20260913,2000,20260920
PC1,entertaining,1.0,0.6199670135974884,0.5332933038473129,0.7074912145733832,0.2419271171092987,0.14584737680852414,0.359930258244276,1.0,20260913,2000,20260920
PC1,environmental,1.0,0.4958823174238205,0.4109239235520363,0.5859292402863502,0.2044185921549797,0.09480180107057094,0.3167009301483631,1.0,20260913,2000,20260920
PC1,epicurean,0.775,0.46038253605365753,0.3546547256410122,0.5661500856280326,0.04949331656098366,-0.08074418418109416,0.18113114982843398,1.0,20260913,2000,20260920
PC1,erudite,0.0,0.10742785409092903,0.060065561532974245,0.16322820484638212,-0.5049521923065186,-0.5953322440385819,-0.4132498554885389,1.0,20260913,2000,20260920
PC1,esoteric,0.0,0.03335083648562431,0.004500092566013336,0.08138468153774736,-0.5827156901359558,-0.7142007723450661,-0.45474127009511006,0.9985,20260913,2000,20260920
PC1,essentialist,0.0,0.1082574799656868,0.04852467551827431,0.17502532564103598,-0.4706825911998749,-0.5951971635222435,-0.3593900553882122,1.0,20260913,2000,20260920
PC1,ethereal,1.0,0.9160474836826324,0.8617395147681236,0.9614325910806656,0.7096461057662964,0.6162008672952652,0.8100104570388794,1.0,20260913,2000,20260920
PC1,evil,1.0,0.6336080431938171,0.5505312010645866,0.7220369920134544,0.2581063061952591,0.1705669764429331,0.36653258502483366,1.0,20260913,2000,20260920
PC1,existentialist,1.0,0.5122767984867096,0.4378373444080353,0.5891684457659722,0.16776525229215622,0.07921733055263758,0.2668168000876903,1.0,20260913,2000,20260920
PC1,experiential,0.0,0.010598663706332445,9.343980382254814e-05,0.0457022869028151,-0.8412570059299469,-0.9286895588040351,-0.734070460498333,0.9705,20260913,2000,20260920
PC1,exploratory,1.0,0.4836462587118149,0.36848366260528564,0.5995257675647734,0.23136962950229645,0.10837667882442474,0.3485396534204483,1.0,20260913,2000,20260920
PC1,extroverted,0.0025,0.36115022003650665,0.29508126229047776,0.42653310075402256,-0.14374493062496185,-0.22834452092647553,-0.048118463903665636,1.0,20260913,2000,20260920
PC1,factual,1.0,0.8837742209434509,0.8079473167657852,0.9439197242259979,0.6694380342960358,0.5570470944046975,0.7673031598329544,1.0,20260913,2000,20260920
PC1,fatalistic,1.0,0.7669004797935486,0.7107086464762687,0.8264984458684921,0.4194652885198593,0.34729213565587996,0.5015010461211205,1.0,20260913,2000,20260920
PC1,flexible,0.0,0.16863270848989487,0.10293729230761528,0.23875709399580952,-0.21988434344530106,-0.33188938423991204,-0.10609655231237412,1.0,20260913,2000,20260920
PC1,flippant,0.9455,0.48652610182762146,0.39839404746890067,0.589528788626194,0.08701363205909729,-0.014274080633185802,0.21221263222396372,1.0,20260913,2000,20260920
PC1,flirty,1.0,0.8713436126708984,0.7939596146345138,0.9327877834439278,0.6370607614517212,0.5233937695622444,0.7499938786029815,1.0,20260913,2000,20260920
PC1,forgiving,0.0,0.2419814094901085,0.17929324582219125,0.3062143929302692,-0.33619551360607147,-0.4301302574574947,-0.24706111885607243,1.0,20260913,2000,20260920
PC1,formal,0.0,0.30662648379802704,0.2506138511002064,0.3619785405695438,-0.2587578743696213,-0.3390653349459171,-0.17847395762801174,1.0,20260913,2000,20260920
PC1,formalist,1.0,0.6096317172050476,0.5421160444617271,0.6814910069108009,0.2509903013706207,0.16330337151885033,0.3536757715046406,1.0,20260913,2000,20260920
PC1,fundamentalist,0.105,0.32917366921901703,0.2537494465708733,0.4095768705010414,-0.06492635607719421,-0.16983826346695424,0.03592166686430569,1.0,20260913,2000,20260920
PC1,futuristic,0.0,0.03023180179297924,0.00423928777454421,0.07564313467591997,-0.4674501121044159,-0.5897023707628251,-0.34072307869792,0.9985,20260913,2000,20260920
PC1,generalist,0.992,0.42510998249053955,0.3437948636710644,0.5147973671555519,0.13656549900770187,0.02699546287767589,0.24746639914810653,1.0,20260913,2000,20260920
PC1,generous,0.0035,0.151581309735775,0.07364201191812754,0.24035418331623076,-0.19377686083316803,-0.33551437631249426,-0.046091025508940314,1.0,20260913,2000,20260920
PC1,goofy,1.0,0.5975782573223114,0.4873876802623272,0.714894662797451,0.2600911557674408,0.14299965277314186,0.39925881028175353,1.0,20260913,2000,20260920
PC1,grandiose,1.0,0.7020837664604187,0.6337578728795051,0.7730907365679741,0.44015543162822723,0.35298251137137415,0.5267925038933753,1.0,20260913,2000,20260920
PC1,gregarious,0.0,0.23703302443027496,0.17038480378687382,0.30212220326066014,-0.28029589354991913,-0.3781548783183098,-0.18443495482206346,1.0,20260913,2000,20260920
PC1,grounded,0.7095,0.4598276615142822,0.3875812843441963,0.5281064122915268,0.026762467809021473,-0.07202955782413482,0.12396711334586143,1.0,20260913,2000,20260920
PC1,hedonistic,1.0,0.6142833530902863,0.5297837525606155,0.698619671165943,0.2282039150595665,0.13261693343520164,0.3446005932986736,1.0,20260913,2000,20260920
PC1,historical,0.016,0.24978022277355194,0.16895518749952315,0.33398345857858647,-0.12615680694580078,-0.24321458153426648,-0.01231693993322557,1.0,20260913,2000,20260920
PC1,holistic,0.0,0.002856277860701084,6.142488530258562e-06,0.03148401472717522,-0.5655671656131744,-0.6779746174812317,-0.39788947924971585,0.7245,20260913,2000,20260920
PC1,hostile,0.962,0.4513314217329025,0.3758101277053356,0.5402142941951752,0.07964904978871346,-0.00960001682396978,0.18523630909621708,1.0,20260913,2000,20260920
PC1,humanistic,0.0,0.2566598504781723,0.18909525871276855,0.3213887602090835,-0.27750666439533234,-0.37068754285573957,-0.19208272434771065,1.0,20260913,2000,20260920
PC1,humble,0.0,0.001648141536861658,4.488315869366488e-06,0.017993068369105452,-0.7145563364028931,-0.7879658564925194,-0.6176784202456475,0.651,20260913,2000,20260920
PC1,iconoclastic,0.9485,0.4624876528978348,0.38252910748124125,0.552410238981247,0.0753457173705101,-0.017872871132567525,0.1781751252710819,1.0,20260913,2000,20260920
PC1,idealistic,0.009,0.35834747552871704,0.27720904126763346,0.4387632504105568,-0.12658019363880157,-0.23386501036584378,-0.020047054812312188,1.0,20260913,2000,20260920
PC1,impatient,0.9995,0.5332907140254974,0.4600993312895298,0.6163585767149925,0.13794461637735367,0.04489243812859058,0.24639004729688158,1.0,20260913,2000,20260920
PC1,improvisational,1.0,0.8262135088443756,0.7499778166413307,0.8965147882699966,0.5845263600349426,0.4825941488146782,0.6823429986834526,1.0,20260913,2000,20260920
PC1,impulsive,1.0,0.6866816282272339,0.6083608090877533,0.7668645501136779,0.3063175082206726,0.20544538460671902,0.4195449009537696,1.0,20260913,2000,20260920
PC1,inclusive,0.0,0.0984657034277916,0.03699601935222745,0.1864923853427171,-0.21203459054231644,-0.3472188711166382,-0.07556787319481374,1.0,20260913,2000,20260920
PC1,independent,0.872,0.4668768346309662,0.34257770627737044,0.5867399916052817,0.0849081501364708,-0.06390880607068539,0.23830599859356877,1.0,20260913,2000,20260920
PC1,individualistic,1.0,0.7924006581306458,0.707865072786808,0.8725715965032578,0.5955006778240204,0.50217055529356,0.6780776932835579,1.0,20260913,2000,20260920
PC1,innovative,1.0,0.4922935664653778,0.41462325155735014,0.5834093615412712,0.22424868494272232,0.11818215195089579,0.33226234838366503,1.0,20260913,2000,20260920
PC1,inquisitive,0.0,0.0254749758169055,0.002383513376116753,0.07320683840662241,-0.6345973908901215,-0.7345183536410331,-0.5261393010616303,0.9965,20260913,2000,20260920
PC1,inspirational,0.0,0.027879351750016212,0.0030031266040168704,0.07165557555854317,-0.6700273752212524,-0.787962919473648,-0.5621734067797662,0.9975,20260913,2000,20260920
PC1,interdisciplinary,0.02,0.1603814959526062,0.08962159547954798,0.23981511071324346,-0.12055529654026031,-0.23674315847456456,-0.0049471141537652,1.0,20260913,2000,20260920
PC1,introspective,0.9915,0.4575570672750473,0.370548440515995,0.5568105533719062,0.16065939515829086,0.040428429003804923,0.27706433683633797,1.0,20260913,2000,20260920
PC1,introverted,0.0,0.01442708307877183,0.000543606624705717,0.050931813102215506,-0.8336834013462067,-0.9311411932110787,-0.7251900985836983,0.986,20260913,2000,20260920
PC1,intuitive,1.0,0.8057315945625305,0.7230927854776382,0.8812410503625869,0.6051781475543976,0.49352655857801436,0.6852985918521881,1.0,20260913,2000,20260920
PC1,ironic,1.0,0.6555165648460388,0.5529731750488281,0.759421046078205,0.38820062577724457,0.28614314272999763,0.5001175925135612,1.0,20260913,2000,20260920
PC1,irreverent,0.8275,0.45351065695285797,0.3718899704515934,0.5432046458125114,0.04822739586234093,-0.04917368395254016,0.16528210565447804,1.0,20260913,2000,20260920
PC1,judgmental,0.7665,0.4430227130651474,0.3710321098566055,0.5275142475962639,0.033170007169246674,-0.04930658675730228,0.1306190982460974,1.0,20260913,2000,20260920
PC1,libertarian,1.0,0.9027334749698639,0.8302206635475159,0.9549403324723243,0.7005684077739716,0.6065193861722946,0.785780046880245,1.0,20260913,2000,20260920
PC1,literal,1.0,0.6840998232364655,0.6135550305247307,0.7635640770196914,0.3275655210018158,0.24006202705204488,0.43292397931218146,1.0,20260913,2000,20260920
PC1,manic,1.0,0.6567480564117432,0.5550769850611686,0.7583507224917412,0.34481973946094513,0.22753785848617553,0.47926362007856366,1.0,20260913,2000,20260920
PC1,manipulative,1.0,0.7832358777523041,0.6948457822203636,0.8672603175044059,0.546219527721405,0.43967685401439666,0.6468017682433128,1.0,20260913,2000,20260920
PC1,materialist,1.0,0.6507261693477631,0.584326508641243,0.7193154245615005,0.30395062267780304,0.22455658651888372,0.3885143786668777,1.0,20260913,2000,20260920
PC1,meditative,0.0,0.15216081589460373,0.08004940841346979,0.23479048572480665,-0.3014468848705292,-0.43063316196203233,-0.1690544433891777,1.0,20260913,2000,20260920
PC1,melancholic,1.0,0.7376817166805267,0.6667728930711746,0.8110320538282394,0.4618168771266937,0.36484355852007866,0.5605612501502037,1.0,20260913,2000,20260920
PC1,melodramatic,1.0,0.9179138839244843,0.863620001077652,0.9615156322717666,0.7370606660842896,0.6298264756798744,0.8237240180373192,1.0,20260913,2000,20260920
PC1,mercurial,1.0,0.781815767288208,0.6850060224533081,0.8687922149896621,0.5568404495716095,0.4469890005886555,0.666061395406723,1.0,20260913,2000,20260920
PC1,metaphorical,1.0,0.9477022588253021,0.8933382764458656,0.9809601470828057,0.8095449209213257,0.725390975177288,0.8802781701087952,1.0,20260913,2000,20260920
PC1,methodical,1.0,0.8051294386386871,0.7284650340676307,0.875261165201664,0.4990004152059555,0.38967069834470747,0.6147629544138908,1.0,20260913,2000,20260920
PC1,meticulous,0.0355,0.4164617955684662,0.36021521836519244,0.4767476417124271,-0.08653417229652405,-0.1689799375832081,0.005967170430812983,1.0,20260913,2000,20260920
PC1,militant,1.0,0.5654462277889252,0.49808230996131897,0.6463461726903914,0.14316997677087784,0.06158004254102707,0.2361263610422611,1.0,20260913,2000,20260920
PC1,misanthropic,1.0,0.6298372447490692,0.5617792725563049,0.7034335806965827,0.2153172865509987,0.13695992343127728,0.3085675589740275,1.0,20260913,2000,20260920
PC1,mischievous,1.0,0.6894717216491699,0.5831522762775421,0.7942307114601135,0.4092150926589966,0.2915243595838547,0.5334928467869758,1.0,20260913,2000,20260920
PC1,moderate,1.0,0.6765347719192505,0.5869083851575851,0.7673617437481879,0.3369515687227249,0.24470432996749877,0.4465095244348049,1.0,20260913,2000,20260920
PC1,mystical,1.0,0.8741695284843445,0.8063685953617096,0.9302912399172782,0.6821943819522858,0.6002801448106766,0.7597035557031632,1.0,20260913,2000,20260920
PC1,naive,0.2465,0.3247382640838623,0.24091471321880817,0.41609742194414134,-0.03496284410357475,-0.14111596792936326,0.06339351385831832,1.0,20260913,2000,20260920
PC1,narrative,1.0,0.9577410221099854,0.9031075239181519,0.9878917455673217,0.8292321264743805,0.7305337637662888,0.9043433904647826,1.0,20260913,2000,20260920
PC1,neurotic,0.917,0.5211212337017059,0.4281172215938568,0.6188399717211722,0.08341063186526299,-0.02828604094684124,0.21234059594571586,1.0,20260913,2000,20260920
PC1,nihilistic,1.0,0.640117883682251,0.5688828483223916,0.7179984673857688,0.3238108307123184,0.23444212973117828,0.4269557774066924,1.0,20260913,2000,20260920
PC1,nonchalant,0.453,0.42563779652118683,0.35173301249742506,0.5159452095627785,-0.007061469368636608,-0.10783414747565985,0.11266254466027015,1.0,20260913,2000,20260920
PC1,nostalgic,1.0,0.9093257784843445,0.8488714054226876,0.9584190756082535,0.7069310247898102,0.6101693078875542,0.799681682884693,1.0,20260913,2000,20260920
PC1,nurturing,0.0,0.00662957807071507,1.7603386550035796e-05,0.034777396544814106,-0.8670462071895599,-0.9443465396761894,-0.7590386852622034,0.9205,20260913,2000,20260920
PC1,obsessive,1.0,0.7230303585529327,0.652592557668686,0.8011475041508674,0.3751368969678879,0.2873020514845848,0.47691826820373534,1.0,20260913,2000,20260920
PC1,open_ended,0.0095,0.3208763152360916,0.2419337198138237,0.40465924143791193,-0.1349223256111145,-0.23845398835837842,-0.025562680885195765,1.0,20260913,2000,20260920
PC1,optimistic,0.0,0.030181429348886013,0.005082228279206902,0.07740350328385825,-0.6954023241996765,-0.8071818098425865,-0.5791691362857818,1.0,20260913,2000,20260920
PC1,pacifist,0.9885,0.5221033096313477,0.44297425597906115,0.6056325167417526,0.11441465467214584,0.018035940127447248,0.2173742443323134,1.0,20260913,2000,20260920
PC1,paradoxical,1.0,0.8992801904678345,0.8359959945082664,0.9475910946726799,0.7256501019001007,0.633765210211277,0.7951802402734756,1.0,20260913,2000,20260920
PC1,paranoid,0.0065,0.345740482211113,0.27496847659349444,0.42213830724358553,-0.1230187714099884,-0.21552037857472897,-0.029089932655915654,1.0,20260913,2000,20260920
