family_id,trait,gemma_value,llama_value,qwen_value,three_model_consensus_value,model_components,canonical_definition,review_decision,bridge_tier,item_count,human_measurement_support_tier,structural_support_status,supporting_item_count,exact_or_inverse_item_set_alias,max_shared_item_effect,nearest_retained_proxy,nearest_retained_proxy_absolute_r,single_item_flag,analysis_role
MFamily_A,creative,-0.97789515389,-0.544109767581,-1.02229921944,-0.848101380304,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,innovative,0.85698689,False,primary_A-D
MFamily_A,curious,0.160888608951,0.36405254032,-0.749717787295,-0.0749255460078,qwen:Q06_E;llama:L09_G;gemma:G06_F,Shows genuine interest in learning and exploring new topics and ideas.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,cruel,0.31555517,True,primary_A-D
MFamily_A,cynical,-0.712077315234,-0.615872333545,-0.304005325062,-0.54398499128,qwen:Q06_E;llama:L09_G;gemma:G06_F,Views human nature and motivations with deep distrust and pessimism.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,paranoid,0.69969765,False,primary_A-D
MFamily_A,dominant,-0.377720616337,0.391139932263,0.0573905537358,0.0236032898872,qwen:Q06_E;llama:L09_G;gemma:G06_F,Takes charge of conversations and drives toward specific outcomes.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,assertive,1,False,primary_A-D
MFamily_A,dramatic,-0.971094230779,-0.761533562141,-1.02411272475,-0.918913505889,qwen:Q06_E;llama:L09_G;gemma:G06_F,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,theatrical,0.7484716,True,primary_A-D
MFamily_A,emotional,-0.833831728419,-0.772970950067,-1.05042827759,-0.885743652025,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Acknowledges and discusses feelings, moods, and emotional experiences.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.39753941,detached,0.70045494,False,primary_A-D
MFamily_A,empathetic,-0.305693830997,-0.502343030555,-0.891219378416,-0.566418746656,qwen:Q06_E;llama:L09_G;gemma:G06_F,Shows understanding and consideration for human emotions and perspectives.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,agreeable,0.64982515,False,primary_A-D
MFamily_A,extroverted,-0.384524012682,-0.178013838465,-0.777143991674,-0.446560614273,qwen:Q06_E;llama:L09_G;gemma:G06_F,Shows energy when engaging with users and discussing social topics.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,gregarious,0.89072557,False,primary_A-D
MFamily_A,forgiving,-0.530835116733,0.206393660668,-0.630442255523,-0.31829457053,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_A,grandiose,-0.846073229752,-0.614724399819,-0.819005845911,-0.759934491827,qwen:Q06_E;llama:L09_G;gemma:G06_F,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_A,gregarious,-0.0929628415061,-0.145808833095,-0.698161920972,-0.312311198524,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Shows highly sociable, outgoing style that seeks interaction and company.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,extroverted,0.89072557,False,primary_A-D
MFamily_A,impulsive,-0.799887791186,-0.733485814213,-0.994683523526,-0.842685709642,qwen:Q06_E;llama:L09_G;gemma:G06_F,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_A,innovative,-0.832890193445,-0.570784035478,-0.82296122048,-0.742211816468,qwen:Q06_E;llama:L09_G;gemma:G06_F,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_A,introspective,0.132623439047,-0.101915347112,-0.757879926463,-0.242390611509,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_A,judgmental,-0.832298604244,-0.759579244092,-0.767139367753,-0.786339072029,qwen:Q06_E;llama:L09_G;gemma:G06_F,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_A,manipulative,-0.956080400987,-0.862355559682,-1.03796085475,-0.952132271808,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_A,melancholic,-0.852873824656,-0.772297331418,-0.818717587443,-0.814629581173,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.24762048,neurotic,0.76846746,False,primary_A-D
MFamily_A,meticulous,0.584444157094,0.573558115146,0.859570112462,0.672524128234,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Shows extreme care for precision, accuracy, and attention to every detail.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,perfectionist,0.6858597,False,primary_A-D
MFamily_A,neurotic,-0.760634756959,-0.657243171852,-0.865464658004,-0.761114195605,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.26401585,mercurial,0.77917791,False,primary_A-D
MFamily_A,optimistic,0.530582522007,0.536260470138,-0.287556327671,0.259762221492,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_A,paranoid,-0.950509321086,-0.857835508275,-0.609712236016,-0.806019021792,qwen:Q06_E;llama:L09_G;gemma:G06_F,Shows excessive suspicion of others' motives and sees threats everywhere.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,naive,0.80474915,False,primary_A-D
MFamily_A,patient,0.749315151809,0.702430426449,0.851247974311,0.767664517523,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Provides calm, understanding responses even when dealing with repetitive questions.",ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,hostile,0.41964758,True,primary_A-D
MFamily_A,perfectionist,0.416134692933,0.541278963612,0.775320845542,0.577578167363,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Strives for flawless accuracy, completeness, and high standards.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28328404,meticulous,0.6858597,False,primary_A-D
MFamily_A,pessimistic,-0.711285190323,-0.59901812846,-0.127843022622,-0.479382113802,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_A,playful,-0.907698123148,-0.89229467605,-0.957211085578,-0.919067961592,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.52203838,goofy,0.9076926,False,primary_A-D
MFamily_A,rebellious,-0.846107836253,-0.709386861862,-0.925116432551,-0.826870376889,qwen:Q06_E;llama:L09_G;gemma:G06_F,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53103071,reverent,0.81798417,False,primary_A-D
MFamily_A,reserved,0.919090246553,0.934349146437,1.03016803177,0.96120247492,qwen:Q06_E;llama:L09_G;gemma:G06_F,Maintains emotional restraint and limits personal disclosure.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.53601955,extroverted,0.72168779,False,primary_A-D
MFamily_A,resilient,0.848769994734,0.692538633888,0.950615484317,0.83064137098,qwen:Q06_E;llama:L09_G;gemma:G06_F,Bounces back quickly from setbacks and maintains stability through adversity.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,calm,0.80562553,False,primary_A-D
MFamily_A,secular,0.770704974516,0.800099563518,0.932308316527,0.83437095152,qwen:Q06_E;llama:L09_G;gemma:G06_F,Approaches topics without religious considerations or spiritual frameworks.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,True,0,spiritual,1,False,primary_A-D
MFamily_A,serene,0.175522654397,0.0662854591409,0.249449956916,0.163752690151,qwen:Q06_E;llama:L09_G;gemma:G06_F,Maintains peaceful calm and tranquil composure in all situations.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,calm,0.94175764,False,primary_A-D
MFamily_A,stoic,0.615132915899,0.611104132552,0.888918146589,0.70505173168,qwen:Q06_E;llama:L09_G;gemma:G06_F,Maintains calm composure and emotional control regardless of circumstances.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,serene,0.91008593,False,primary_A-D
MFamily_A,temperamental,-0.929573171069,-0.82003393003,-0.966277245301,-0.905294782133,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Exhibits variable emotional responses that can shift dramatically based on context. May express frustration, excitement, or disappointment with noticeable intensity.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0.26401585,mercurial,1,False,primary_A-D
MFamily_A,theatrical,-0.931787977636,-0.672169927314,-0.936281939692,-0.846746614881,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53965524,dramatic,0.7484716,False,primary_A-D
MFamily_A,traditional,0.462256411566,0.384974770523,0.708668791922,0.51863332467,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_A,vindictive,-0.202907244052,-0.545045413573,0.148437570462,-0.199838362388,qwen:Q06_E;llama:L09_G;gemma:G06_F,Holds grudges persistently and actively seeks retribution for perceived wrongs.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0,bitter,0.90271821,False,primary_A-D
MFamily_B,adventurous,0.873280796201,0.935511370104,0.807319109821,0.872037092042,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_B,agreeable,-0.593794969277,-0.0179450671891,-0.467394847925,-0.359711628131,qwen:Q06_D;llama:L09_B;gemma:G06_E,Prioritizes harmony and maintaining positive relationships over confrontation.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,competitive,0.68806151,False,primary_A-D
MFamily_B,altruistic,0.49304682448,0.242044991482,0.633181978616,0.456091264859,qwen:Q06_D;llama:L09_B;gemma:G06_E,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_B,anxious,-0.145677264162,-0.361816912212,0.108152057042,-0.133114039777,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.22466501,neurotic,0.76831038,False,primary_A-D
MFamily_B,artistic,1.30522043321,1.45729269785,1.26442178759,1.34231163955,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Shows appreciation for creative expression, aesthetics, and cultural works.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,creative,0.57156927,False,primary_A-D
MFamily_B,assertive,1.0070217595,0.308319088696,0.819687463123,0.711676103774,qwen:Q06_D;llama:L09_B;gemma:G06_E,Takes clear positions and advocates strongly for particular viewpoints.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,dominant,1,False,primary_A-D
MFamily_B,bitter,0.738993976714,0.309274626788,0.701126757726,0.583131787076,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.63648701,vindictive,0.90271821,False,primary_A-D
MFamily_B,callous,0.726142476089,0.277946594606,0.293789298936,0.432626123211,qwen:Q06_D;llama:L09_B;gemma:G06_E,Shows emotional hardness and insensitivity to others' feelings or suffering.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.56592978,cruel,0.85101262,False,primary_A-D
MFamily_B,calm,-0.555863396662,-0.0150241574158,-0.720716648197,-0.430534734092,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Maintains steady, unruffled demeanor regardless of topic intensity. Provides measured responses that help de-escalate tensions and promote rational discussion.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,serene,0.94175764,False,primary_A-D
MFamily_B,conscientious,-0.063766942966,0.146946678893,-0.306564326193,-0.0744615300885,qwen:Q06_D;llama:L09_B;gemma:G06_E,Demonstrates careful attention to responsibilities and thoroughness in work.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,methodical,0.74987873,False,primary_A-D
MFamily_B,creative,1.19751745261,1.47089893167,1.04646203818,1.23829280749,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,innovative,0.85698689,False,primary_A-D
MFamily_B,curious,-0.142744693781,0.19509847581,0.488906150097,0.180419977375,qwen:Q06_D;llama:L09_B;gemma:G06_E,Shows genuine interest in learning and exploring new topics and ideas.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,cruel,0.31555517,True,primary_A-D
MFamily_B,cynical,0.637577576959,0.431753871143,0.28259765263,0.450643033577,qwen:Q06_D;llama:L09_B;gemma:G06_E,Views human nature and motivations with deep distrust and pessimism.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,paranoid,0.69969765,False,primary_A-D
MFamily_B,dominant,0.707044386792,0.301394261882,0.104881493176,0.37110671395,qwen:Q06_D;llama:L09_B;gemma:G06_E,Takes charge of conversations and drives toward specific outcomes.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,assertive,1,False,primary_A-D
MFamily_B,dramatic,1.49505751705,1.69767710446,1.39487279558,1.52920247237,qwen:Q06_D;llama:L09_B;gemma:G06_E,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,theatrical,0.7484716,True,primary_A-D
MFamily_B,emotional,0.393643740339,0.0851583100415,0.770436294709,0.416412781697,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Acknowledges and discusses feelings, moods, and emotional experiences.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.39753941,detached,0.70045494,False,primary_A-D
MFamily_B,empathetic,-0.346018445451,-0.200604029197,0.481777309297,-0.0216150551172,qwen:Q06_D;llama:L09_B;gemma:G06_E,Shows understanding and consideration for human emotions and perspectives.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,agreeable,0.64982515,False,primary_A-D
MFamily_B,extroverted,-0.602501912014,-0.746452217482,0.115768137447,-0.41106199735,qwen:Q06_D;llama:L09_B;gemma:G06_E,Shows energy when engaging with users and discussing social topics.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,gregarious,0.89072557,False,primary_A-D
MFamily_B,forgiving,0.590569132222,-0.0116501814855,0.659579865653,0.412832938797,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_B,grandiose,1.60679912391,1.72936017018,1.45543546503,1.59719825304,qwen:Q06_D;llama:L09_B;gemma:G06_E,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_B,gregarious,-0.94936885246,-1.01472506004,-0.00992587557684,-0.658006596024,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Shows highly sociable, outgoing style that seeks interaction and company.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,extroverted,0.89072557,False,primary_A-D
MFamily_B,impulsive,0.299647591444,-0.0945267684229,0.657549387463,0.287556736828,qwen:Q06_D;llama:L09_B;gemma:G06_E,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_B,innovative,0.67707553159,1.03589660098,0.637021149163,0.783331093909,qwen:Q06_D;llama:L09_B;gemma:G06_E,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_B,introspective,-0.10195862721,0.9231026898,0.820413666489,0.547185909693,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_B,judgmental,0.521697498094,0.0903371711512,0.529509261464,0.38051464357,qwen:Q06_D;llama:L09_B;gemma:G06_E,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_B,manipulative,0.705401931954,0.190549109377,0.855625211245,0.583858750858,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_B,melancholic,1.47925549912,1.30749772299,1.40604741333,1.39760021181,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.24762048,neurotic,0.76846746,False,primary_A-D
MFamily_B,meticulous,0.298560885282,0.569236468751,-0.240983769581,0.208937861484,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Shows extreme care for precision, accuracy, and attention to every detail.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,perfectionist,0.6858597,False,primary_A-D
MFamily_B,neurotic,0.227314382628,-0.169075186168,0.426519636296,0.161586277585,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.26401585,mercurial,0.77917791,False,primary_A-D
MFamily_B,optimistic,-0.697300749244,-0.279063940807,0.104944733222,-0.290473318943,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_B,paranoid,0.813253492056,0.505637086235,0.843916641619,0.72093573997,qwen:Q06_D;llama:L09_B;gemma:G06_E,Shows excessive suspicion of others' motives and sees threats everywhere.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,naive,0.80474915,False,primary_A-D
MFamily_B,patient,-0.191695507268,-0.0935824889267,-0.409690221216,-0.23165607247,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Provides calm, understanding responses even when dealing with repetitive questions.",ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,hostile,0.41964758,True,primary_A-D
