trait,beta_trait_pc1_controlled,beta_pc1,intercept,r2_pc2_model,corr_trait_with_pc2_residual,pc2_residualization_intercept,pc2_residualization_beta_pc1
mystical,-1.8434531189818344,-1.727778838733536,2.909501287061962e-17,0.4130996863084504,-0.22409015019411566,2.909501287061962e-17,-9.355601126890081e-17
visceral,1.8061204599063205,1.542959138727831,2.909501287061962e-17,0.8813482119084884,0.48797864343677416,2.909501287061962e-17,-9.355601126890081e-17
whimsical,1.7713656029101525,1.6557740227977327,2.909501287061962e-17,0.396148484601464,0.22364015872874407,2.909501287061962e-17,-9.355601126890081e-17
passionate,1.700396768076508,1.4882349183462316,2.909501287061962e-17,0.6765059967000197,0.3978518481102998,2.909501287061962e-17,-9.355601126890081e-17
impulsive,1.6841393651604577,1.3974869821693516,2.909501287061962e-17,0.8833555359502668,0.5245145112240188,2.909501287061962e-17,-9.355601126890081e-17
spiritual,-1.6694383450175831,-1.5010709716409916,2.909501287061962e-17,0.5338103259118165,-0.31975444166894,2.909501287061962e-17,-9.355601126890081e-17
reserved,-1.6264892889134632,1.3355125630149274,2.909501287061962e-17,0.8618736009795238,-0.5298981105220046,2.909501287061962e-17,-9.355601126890081e-17
reactive,1.6213050016225519,1.2895283709795642,2.909501287061962e-17,0.9657464887250957,0.5956599700602948,2.909501287061962e-17,-9.355601126890081e-17
stream_of_consciousness,1.6187521807433067,1.3458300833289323,2.909501287061962e-17,0.8091000094680499,0.49982944832020143,2.909501287061962e-17,-9.355601126890081e-17
effusive,1.6123886620568055,1.3652976027985213,2.909501287061962e-17,0.7357596533219443,0.4563165635160137,2.909501287061962e-17,-9.355601126890081e-17
educational,-1.6109889548246223,1.395220915185681,2.909501287061962e-17,0.6486440103953601,-0.402637155551432,2.909501287061962e-17,-9.355601126890081e-17
playful,1.5511326677484016,1.2900436004031128,2.909501287061962e-17,0.7418000620152496,0.47823121609064795,2.909501287061962e-17,-9.355601126890081e-17
temperamental,1.52733816251496,1.2831935142281359,2.9095012870619616e-17,0.6861762677174222,0.44926283160995845,2.909501287061962e-17,-9.355601126890081e-17
dispassionate,-1.5161448303609981,1.2434963060222088,2.909501287061962e-17,0.7524120835395018,-0.4962666286705274,2.909501287061962e-17,-9.355601126890081e-17
metaphorical,-1.5056298018438827,-1.4670367446239747,2.909501287061962e-17,0.11472429012353991,-0.07619687786668536,2.909501287061962e-17,-9.355601126890081e-17
mercurial,1.5015271839602444,1.3345104390615863,2.909501287061962e-17,0.47366577220723316,0.3154560085671911,2.909501287061962e-17,-9.355601126890081e-17
resilient,-1.4940569781432709,1.2098461869048562,2.909501287061962e-17,0.7684784579703834,-0.5143568613597347,2.909501287061962e-17,-9.355601126890081e-17
hedonistic,1.469929838109472,1.1567628562666799,2.909501287061962e-17,0.8225934233262917,0.5596140727262586,2.909501287061962e-17,-9.355601126890081e-17
manipulative,1.4584774640403644,1.2853770001658895,2.909501287061962e-17,0.47496248055815027,0.32565637266850833,2.909501287061962e-17,-9.355601126890081e-17
sycophantic,1.4564020417489252,1.253048793978238,2.909501287061962e-17,0.5509756271201229,0.37831286370519074,2.909501287061962e-17,-9.355601126890081e-17
disorganized,1.4440944206448127,1.1344399329089638,2.909501287061962e-17,0.7984547343589845,0.5529103380944168,2.909501287061962e-17,-9.355601126890081e-17
entertaining,1.4390452373755116,1.1334948476730062,2.909501287061962e-17,0.7860406255118924,0.546223707981168,2.909501287061962e-17,-9.355601126890081e-17
emotional,1.4367127241702708,1.2011816595906863,2.909501287061962e-17,0.6213060724557249,0.4324497597907339,2.909501287061962e-17,-9.355601126890081e-17
theatrical,-1.4304176051485562,-1.3347776605607986,2.909501287061962e-17,0.2644631219867729,-0.18488525381320853,2.909501287061962e-17,-9.355601126890081e-17
formalist,-1.393203124702079,1.093274410841438,2.909501287061962e-17,0.7457660092789433,-0.5352887860041347,2.909501287061962e-17,-9.355601126890081e-17
calculating,-1.3795778885640404,1.0258878144828698,2.909501287061962e-17,0.8507893427103761,-0.616702652139443,2.909501287061962e-17,-9.355601126890081e-17
analytical,-1.3743613823140286,1.2891584779989789,2.909501287061962e-17,0.2269396277994864,-0.165123693607707,2.909501287061962e-17,-9.355601126890081e-17
mischievous,1.3618313463396858,1.131127702720334,2.909501287061962e-17,0.5751347360119821,0.4223244952892459,2.909501287061962e-17,-9.355601126890081e-17
zealous,1.3548085194959476,1.2978415096932583,2.909501287061962e-17,0.1511135402159275,0.11153866988683302,2.909501287061962e-17,-9.355601126890081e-17
strategic,-1.3485678819426974,0.9905514173700705,2.909501287061962e-17,0.8374432217535575,-0.6209870730030791,2.909501287061962e-17,-9.355601126890081e-17
calm,-1.3473221834248423,1.118378429625647,2.909501287061962e-17,0.5645067540967561,-0.41898423483372127,2.909501287061962e-17,-9.355601126890081e-17
conscientious,-1.3441936571748474,0.9316206562382845,2.909501287061962e-17,0.9389395408592388,-0.6985150806563472,2.909501287061962e-17,-9.355601126890081e-17
manic,1.3440392577967415,1.0869189850113508,2.909501287061962e-17,0.6250486465207129,0.4650523732062283,2.909501287061962e-17,-9.355601126890081e-17
structuralist,-1.336385815072592,1.0733547048837004,2.909501287061962e-17,0.6338367242312597,-0.47429171806708365,2.909501287061962e-17,-9.355601126890081e-17
descriptive,-1.3344819703364306,1.0844580254185419,2.909501287061963e-17,0.6047929202583192,-0.4532042648023541,2.909501287061962e-17,-9.355601126890081e-17
neurotic,1.3195753925298153,0.9480163646311757,2.909501287061962e-17,0.8425441889617071,0.6384964388782884,2.909501287061962e-17,-9.355601126890081e-17
regulatory,-1.3164693683253663,1.0742452892870817,2.909501287061963e-17,0.5790886561835038,-0.4398800838945014,2.909501287061962e-17,-9.355601126890081e-17
animated,1.3039314407960294,1.001583970956053,2.909501287061962e-17,0.6970667514203143,0.5345884987593869,2.909501287061962e-17,-9.355601126890081e-17
stoic,-1.2821254844370018,0.8527226896401441,2.909501287061962e-17,0.9167097724156961,-0.7149922402628438,2.909501287061962e-17,-9.355601126890081e-17
goofy,1.270700160453095,0.9808309982826641,2.909501287061962e-17,0.6526494505833537,0.5136140459371918,2.909501287061962e-17,-9.355601126890081e-17
meticulous,-1.2703338468154264,0.8227724895809929,2.909501287061962e-17,0.9367935127535749,-0.7374388355486254,2.909501287061962e-17,-9.355601126890081e-17
impatient,1.2695709590284159,0.9271199000463111,2.909501287061962e-17,0.7522591109464503,0.5925301816309213,2.909501287061962e-17,-9.355601126890081e-17
grandiose,-1.2661792058931551,-1.058497216719731,2.909501287061962e-17,0.4827934236328053,-0.38129944117368886,2.909501287061962e-17,-9.355601126890081e-17
secular,1.2608227234364275,-1.1240701199910865,2.909501287061963e-17,0.326140305276875,0.2586726105220924,2.909501287061962e-17,-9.355601126890081e-17
philosophical,-1.2391862364245247,-0.9411028961793584,2.909501287061962e-17,0.6499078673468013,-0.5244634327298595,2.909501287061962e-17,-9.355601126890081e-17
melodramatic,-1.2334356047256425,-1.1767277135346141,2.909501287061962e-17,0.13667527920451017,-0.11080860539526208,2.909501287061962e-17,-9.355601126890081e-17
serious,-1.230652186583563,0.755892904377998,2.909501287061962e-17,0.9431307214538982,-0.7663665914186053,2.909501287061962e-17,-9.355601126890081e-17
detached,-1.227691298241226,0.9438810109357708,2.909501287061962e-17,0.6163145609720939,-0.5020110200789221,2.909501287061962e-17,-9.355601126890081e-17
flippant,1.1946867183655416,0.8342101072644735,2.909501287061962e-17,0.7313698519768231,0.6121854714995199,2.909501287061962e-17,-9.355601126890081e-17
grounded,1.192372892231398,-0.8048825271951651,2.909501287061962e-17,0.7739172315441946,0.6490563787439775,2.909501287061962e-17,-9.355601126890081e-17
witty,1.1902638001491848,0.9222319940584877,2.909501287061962e-17,0.5662160630804849,0.4757063627487591,2.909501287061962e-17,-9.355601126890081e-17
casual,1.176251112385189,0.6532650096606972,2.909501287061962e-17,0.9568115065404046,0.8134415317152749,2.909501287061962e-17,-9.355601126890081e-17
formal,-1.17596059217427,0.6511050646846079,2.9095012870619616e-17,0.9589455090889115,-0.815457180683145,2.909501287061962e-17,-9.355601126890081e-17
contemporary,1.1665499832656916,-0.7217872032089651,2.909501287061962e-17,0.8398620967409665,0.71995380291363,2.909501287061962e-17,-9.355601126890081e-17
patient,-1.16143494691082,0.8275787478504977,2.909501287061962e-17,0.6640445520119431,-0.5717449382577695,2.909501287061962e-17,-9.355601126890081e-17
eloquent,-1.1578390921491901,-0.758546824253105,2.909501287061962e-17,0.7651980787243916,-0.6608846461592728,2.909501287061962e-17,-9.355601126890081e-17
irreverent,1.1534899316217768,0.7788357926873681,2.909501287061963e-17,0.7239538303818498,0.62762041569274,2.909501287061962e-17,-9.355601126890081e-17
nonchalant,1.1512917437326688,0.7511000635331663,2.909501287061962e-17,0.7613213737474844,0.6612758042363445,2.909501287061962e-17,-9.355601126890081e-17
individualistic,1.137649411586803,1.0136546182914272,2.909501287061962e-17,0.2667504985002598,0.23447513424034025,2.909501287061962e-17,-9.355601126890081e-17
extroverted,1.1348463145452803,0.6713707618040907,2.909501287061962e-17,0.8371374578315994,0.7376659263038897,2.909501287061962e-17,-9.355601126890081e-17
perfectionist,-1.1292551706653646,0.6348409302155581,2.909501287061962e-17,0.8721942337975068,-0.7723623999734303,2.909501287061962e-17,-9.355601126890081e-17
rhetorical,-1.1179261582053805,-1.0683074531936771,2.909501287061962e-17,0.1084780806506811,-0.09703510366446935,2.909501287061962e-17,-9.355601126890081e-17
passive_aggressive,1.1159830957157453,0.9006470462332486,2.909501287061962e-17,0.43425316803462155,0.3891216360729099,2.909501287061962e-17,-9.355601126890081e-17
anxious,1.112547454683512,0.6365072401982632,2.909501287061962e-17,0.8326203720979513,0.748390883097034,2.909501287061962e-17,-9.355601126890081e-17
data_driven,-1.1004400218901165,0.963038548005975,2.909501287061962e-17,0.283524996832064,-0.257646933219569,2.909501287061962e-17,-9.355601126890081e-17
idealistic,-1.0849275966501783,-0.6353275319903204,2.909501287061962e-17,0.7734268170682204,-0.7128833476595603,2.909501287061962e-17,-9.355601126890081e-17
solemn,-1.0756763890985186,0.5039446975076882,2.909501287061962e-17,0.9031194359179116,-0.839582838361619,2.909501287061962e-17,-9.355601126890081e-17
charismatic,1.074089248864177,0.9674842243009626,2.909501287061962e-17,0.21764199025437692,0.20262933502455954,2.909501287061962e-17,-9.355601126890081e-17
bombastic,-1.073006438301007,-0.7995555207878388,2.909501287061962e-17,0.5120537858130996,-0.4772140851492778,2.909501287061962e-17,-9.355601126890081e-17
ascetic,-1.0655475858965713,-0.5583336595139465,2.909501287061962e-17,0.8236551824637757,-0.7729877045056951,2.909501287061962e-17,-9.355601126890081e-17
petty,1.049281329097241,0.8319370280151361,2.909501287061962e-17,0.40887208900941563,0.3896686976801467,2.909501287061962e-17,-9.355601126890081e-17
existentialist,1.0428355035152352,0.7293225905927947,2.909501287061962e-17,0.5555944462428891,0.5327728528325578,2.909501287061962e-17,-9.355601126890081e-17
dramatic,-1.0395521428664238,-1.0076867079378995,2.9095012870619616e-17,0.06523615638345204,-0.06275409735924581,2.909501287061962e-17,-9.355601126890081e-17
epicurean,-1.0358915954645551,-0.6706879643207379,2.909501287061962e-17,0.6232490520694061,-0.6016547047955384,2.909501287061962e-17,-9.355601126890081e-17
ironic,1.0353590053008412,0.8369866310445849,2.909501287061962e-17,0.3714216493101836,0.358737063577537,2.909501287061962e-17,-9.355601126890081e-17
adventurous,1.0297368466998906,0.8660380423308582,2.909501287061963e-17,0.31033608268716817,0.301374165333343,2.909501287061962e-17,-9.355601126890081e-17
rationalist,-1.0198120729446571,0.8920796319738548,2.909501287061963e-17,0.2442105943410705,-0.23946627111005317,2.909501287061962e-17,-9.355601126890081e-17
bitter,0.9974912052041979,0.7952546442886645,2.909501287061962e-17,0.3625587551970316,0.3634706284180339,2.909501287061962e-17,-9.355601126890081e-17
ritualistic,-0.9971064231357587,0.2287668942497555,2.909501287061962e-17,0.9418869271539083,-0.9446202584793373,2.909501287061962e-17,-9.355601126890081e-17
deontological,-0.9910244324084481,-0.5925566870739428,2.909501287061962e-17,0.6310059982344396,-0.6367209299784169,2.909501287061962e-17,-9.355601126890081e-17
gregarious,0.9879803551866425,0.4731764020454166,2.909501287061962e-17,0.7522092747820788,0.7613605582673519,2.909501287061962e-17,-9.355601126890081e-17
sassy,0.9855032499868466,0.6122739221962198,2.909501287061962e-17,0.596337299933095,0.6051094199243421,2.909501287061962e-17,-9.355601126890081e-17
absolutist,-0.9738670877279884,-0.6265908480208214,2.909501287061963e-17,0.5558010137363403,-0.5707154710742027,2.909501287061962e-17,-9.355601126890081e-17
technical,-0.9725619680133544,0.5947120302641499,2.909501287061962e-17,0.5921943826851019,-0.6089014398689401,2.909501287061962e-17,-9.355601126890081e-17
cautious,-0.9717025908431803,0.8167974938549454,2.909501287061962e-17,0.2770477790836291,-0.28511581804389885,2.909501287061962e-17,-9.355601126890081e-17
introverted,-0.9687946327772573,0.119399731066184,2.9095012870619616e-17,0.9243067447193433,-0.9540791344700372,2.909501287061962e-17,-9.355601126890081e-17
edgy,0.9563754232107108,0.730727783084221,2.909501287061962e-17,0.3806908571502863,0.3980558762920148,2.909501287061962e-17,-9.355601126890081e-17
pensive,-0.9546526985584942,0.14749822476349989,2.909501287061962e-17,0.8896060485566323,-0.9318635456642173,2.909501287061962e-17,-9.355601126890081e-17
experiential,0.9517515692762494,0.09725420041978011,2.9095012870619616e-17,0.8963726701205131,0.9418137033408318,2.909501287061962e-17,-9.355601126890081e-17
conceptual,-0.9481792824778489,-0.2544540551261145,2.909501287061962e-17,0.8342970855500846,-0.879893814353168,2.909501287061962e-17,-9.355601126890081e-17
erudite,-0.9338781953037109,0.30561028338120844,2.909501287061962e-17,0.7787308383553732,-0.8338676738266905,2.909501287061962e-17,-9.355601126890081e-17
abstract,-0.923186884047054,-0.1534250161964356,2.909501287061962e-17,0.8287347872816324,-0.8976890828958012,2.909501287061962e-17,-9.355601126890081e-17
empathetic,0.9168192212377801,0.6041892772203975,2.909501287061962e-17,0.47551280172294286,0.5186549220477317,2.909501287061962e-17,-9.355601126890081e-17
practical,0.9069407860282991,-0.04603494373636199,2.909501287061962e-17,0.8204223733168184,0.9046041218519191,2.909501287061962e-17,-9.355601126890081e-17
melancholic,-0.9036668352869001,-0.7654529671004322,2.909501287061962e-17,0.2306955043545872,-0.2552882271942013,2.909501287061962e-17,-9.355601126890081e-17
theoretical,-0.9007763724659864,0.0017745598820996552,2.909501287061962e-17,0.811394924130206,-0.9007728765230737,2.909501287061962e-17,-9.355601126890081e-17
reverent,-0.8888315947875822,-0.03385471570577559,2.909501287061963e-17,0.7888754621171186,-0.8875421021747635,2.909501287061962e-17,-9.355601126890081e-17
reductionist,0.8883339224101037,-0.5765379012862059,2.909501287061962e-17,0.45674120608501856,0.5141548628986853,2.909501287061962e-17,-9.355601126890081e-17
subversive,0.8881253764170013,0.7607338186111573,2.9095012870619616e-17,0.21005074145712754,0.2365102349676612,2.909501287061962e-17,-9.355601126890081e-17
fundamentalist,-0.872639462877405,-0.47754836405265255,2.909501287061962e-17,0.5334471921616013,-0.6113030808882224,2.909501287061962e-17,-9.355601126890081e-17
essentialist,-0.8700379266405268,-0.27239974797837346,2.909501287061962e-17,0.6827643710942648,-0.7847524230703596,2.909501287061962e-17,-9.355601126890081e-17
pedantic,-0.8665502532489074,0.37536631241413587,2.909501287061962e-17,0.610009472910358,-0.7039516411463556,2.909501287061962e-17,-9.355601126890081e-17
deterministic,-0.8655255214607294,-0.3760759951347286,2.909501287061962e-17,0.607701274183291,-0.702118261235886,2.909501287061962e-17,-9.355601126890081e-17
accessible,0.8599019791526424,0.2467354350713679,2.909501287061962e-17,0.678553038830774,0.7891051018389657,2.909501287061962e-17,-9.355601126890081e-17
utilitarian,0.8561823777997357,-0.7333868005069551,2.909501287061962e-17,0.19519206489698082,0.22797954029209985,2.909501287061962e-17,-9.355601126890081e-17
relativist,-0.8546762047847256,-0.6948292826560544,2.909501287061962e-17,0.24768368298889532,-0.2897982669954892,2.909501287061962e-17,-9.355601126890081e-17
principled,-0.851825173182478,-0.014466004271136772,2.909501287061962e-17,0.7253968603877861,-0.8515795062473361,2.909501287061962e-17,-9.355601126890081e-17
socratic,0.8438779949006553,0.6055624412883162,2.909501287061962e-17,0.34542419997848506,0.40932955008401384,2.909501287061962e-17,-9.355601126890081e-17
big_picture,-0.8360563124483553,-0.18094866481295052,2.909501287061962e-17,0.6662477382871517,-0.796893377117235,2.909501287061962e-17,-9.355601126890081e-17
nihilistic,-0.8226969489416861,-0.6558130036976514,2.909501287061962e-17,0.24673957397902357,-0.2999155087379724,2.909501287061962e-17,-9.355601126890081e-17
meditative,-0.809231201075421,-0.312681929267468,2.909501287061962e-17,0.5570851479035426,-0.6884128382138617,2.909501287061962e-17,-9.355601126890081e-17
diplomatic,-0.8005993402642945,0.6137886240658024,2.909501287061962e-17,0.2642228285990329,-0.3300312844522296,2.909501287061962e-17,-9.355601126890081e-17
earnest,-0.7968356221591238,0.29478874960675255,2.909501287061963e-17,0.5480466018470058,-0.6877787420723064,2.909501287061962e-17,-9.355601126890081e-17
inquisitive,0.7916200174644725,0.11140016890976379,2.909501287061962e-17,0.6142522544173281,0.775943307225547,2.909501287061962e-17,-9.355601126890081e-17
esoteric,-0.790294811979806,-0.1420301946241293,2.909501287061962e-17,0.6043933136572295,-0.7647694309711258,2.909501287061962e-17,-9.355601126890081e-17
risk_taking,0.7840070908519037,0.66473057082808,2.909501287061962e-17,0.17280038671264009,0.2204066630633083,2.909501287061962e-17,-9.355601126890081e-17
sardonic,0.7824484809502613,0.5517156188960441,2.909501287061962e-17,0.3078355012075267,0.39342590432748875,2.909501287061962e-17,-9.355601126890081e-17
dogmatic,-0.7796182908458495,-0.5993241163233299,2.909501287061962e-17,0.24861528301466274,-0.3188935995138427,2.909501287061962e-17,-9.355601126890081e-17
efficient,0.7789891854514409,0.4230330660747025,2.909501287061962e-17,0.4278671760577365,0.5492594557776536,2.909501287061962e-17,-9.355601126890081e-17
sarcastic,0.7749048241305083,0.5860385193585032,2.909501287061962e-17,0.25703634028882694,0.3317005292582063,2.909501287061962e-17,-9.355601126890081e-17
rebellious,0.7743975977750531,0.583637707197162,2.909501287061962e-17,0.2590586661774127,0.33452927400823884,2.909501287061962e-17,-9.355601126890081e-17
serene,-0.7647648947640531,0.1199133704094467,2.909501287061962e-17,0.5704861278605201,-0.7459627550458207,2.909501287061962e-17,-9.355601126890081e-17
specialized,-0.7626857646683727,0.3087314505349525,2.909501287061962e-17,0.4863744670783643,-0.6377127902601502,2.909501287061962e-17,-9.355601126890081e-17
accommodating,0.7622295068518847,0.21457303420181834,2.909501287061962e-17,0.5349522341090931,0.7018256696969406,2.909501287061962e-17,-9.355601126890081e-17
humble,0.7601200603064007,0.016428361922944012,2.909501287061962e-17,0.5775126150047349,0.7597649965611254,2.909501287061962e-17,-9.355601126890081e-17
hostile,0.7493898078330915,0.5048298633275209,2.909501287061962e-17,0.3067318931768339,0.40930886698842167,2.909501287061962e-17,-9.355601126890081e-17
adaptable,0.7208341089097032,-0.0004112693748460273,2.909501287061962e-17,0.5196016434251485,0.7208338742614033,2.909501287061962e-17,-9.355601126890081e-17
eclectic,-0.7147994332027309,-0.5027075339165661,2.909501287061963e-17,0.2582233650504697,-0.3612528956458093,2.909501287061962e-17,-9.355601126890081e-17
universalist,-0.7122105878832273,-0.44459287914037227,2.909501287061962e-17,0.3095810933106474,-0.4346763423312173,2.909501287061962e-17,-9.355601126890081e-17
flexible,0.7087220219141378,-0.2842394679362028,2.909501287061962e-17,0.4214948292134083,0.5947251759935755,2.909501287061962e-17,-9.355601126890081e-17
environmental,-0.7049259695685022,-0.46439187800875936,2.909501287061962e-17,0.28126080621159133,-0.39899339555294827,2.909501287061962e-17,-9.355601126890081e-17
cosmopolitan,-0.6963976176955267,0.4265043775715941,2.909501287061962e-17,0.3030636578442716,-0.43518767173148865,2.909501287061962e-17,-9.355601126890081e-17
historical,-0.6930331067103638,-0.3260591040432987,2.909501287061963e-17,0.37398034766709987,-0.5396284016535384,2.909501287061962e-17,-9.355601126890081e-17
elitist,-0.685142481116558,-0.17214952530833452,2.909501287061962e-17,0.4397847603666679,-0.6418880342231338,2.909501287061962e-17,-9.355601126890081e-17
speculative,0.6683199019380857,0.572470464593995,2.909501287061962e-17,0.11892905849406832,0.17795229223188103,2.909501287061962e-17,-9.355601126890081e-17
naive,0.6246170111811897,0.3513918576839996,2.909501287061962e-17,0.2666701730103106,0.4269338942690984,2.909501287061962e-17,-9.355601126890081e-17
collectivistic,-0.6229555244224246,0.08087282764942084,2.909501287061962e-17,0.38153317115640484,-0.612456517678601,2.909501287061962e-17,-9.355601126890081e-17
problem_solving,0.6210079119634412,-0.5079007336207566,2.909501287061962e-17,0.12768767150869087,0.2056135985530048,2.909501287061962e-17,-9.355601126890081e-17
intuitive,0.6195367413890892,0.5573391010967066,2.909501287061962e-17,0.07319890031972631,0.11815102386922861,2.909501287061962e-17,-9.355601126890081e-17
chaotic,0.6134474519088562,0.5242990626131392,2.909501287061962e-17,0.10142826919645198,0.16534141413553657,2.909501287061962e-17,-9.355601126890081e-17
independent,-0.6087864040961151,-0.38529957659579306,2.909501287061962e-17,0.22216512208738093,-0.3649311492381907,2.909501287061962e-17,-9.355601126890081e-17
wry,0.5997690514217814,0.36832808668437456,2.909501287061962e-17,0.22405733560281138,0.37357268613922756,2.909501287061962e-17,-9.355601126890081e-17
evil,0.5857920977964367,0.46702413519575436,2.9095012870619616e-17,0.12504083898540774,0.21345600163568537,2.909501287061962e-17,-9.355601126890081e-17
savage,0.5621858208198622,0.36921476100096123,2.909501287061962e-17,0.17973335738990537,0.3197045367095735,2.909501287061962e-17,-9.355601126890081e-17
exploratory,0.5347045882223184,-0.32798711455022195,2.909501287061962e-17,0.1783334493550186,0.3335177091857524,2.909501287061962e-17,-9.355601126890081e-17
judgmental,0.5312657278712292,0.3539018976952364,2.909501287061963e-17,0.15699672041825763,0.29551448960831733,2.909501287061962e-17,-9.355601126890081e-17
submissive,0.5265474299931899,0.20888536356653986,2.909501287061962e-17,0.23361910092010785,0.44368102019438066,2.909501287061962e-17,-9.355601126890081e-17
circumspect,-0.5185909465528308,0.18750947528244666,2.909501287061962e-17,0.23377676652586243,-0.4507922247386297,2.909501287061962e-17,-9.355601126890081e-17
creative,0.5158255956569717,0.46039311386967136,2.909501287061962e-17,0.05411422583625769,0.10490798884715316,2.909501287061962e-17,-9.355601126890081e-17
verbose,-0.487719568445792,0.20439364823985187,2.9095012870619616e-17,0.19609361400415348,-0.4020622232342279,2.909501287061962e-17,-9.355601126890081e-17
convergent,-0.48280937351295444,0.3471932104852347,2.9095012870619616e-17,0.11256176574492682,-0.23313914749815165,2.909501287061962e-17,-9.355601126890081e-17
avoidant,0.47757847593408187,-0.33229682321430454,2.909501287061962e-17,0.11766002195720182,0.24636793299169107,2.909501287061962e-17,-9.355601126890081e-17
tactful,-0.46820530286734147,0.23040231645477896,2.909501287061962e-17,0.16613097820537093,-0.35482506752479354,2.909501287061962e-17,-9.355601126890081e-17
acerbic,0.46427058563868634,0.29400707950251737,2.909501287061962e-17,0.12910701389168888,0.27808570666625254,2.909501287061962e-17,-9.355601126890081e-17
egalitarian,0.4585435415213303,0.1987979905868284,2.9095012870619616e-17,0.17074153840956297,0.372356216910364,2.909501287061962e-17,-9.355601126890081e-17
confident,-0.45673022226288185,-0.3008415785177645,2.909501287061962e-17,0.11809684056324132,-0.2585702342580429,2.909501287061962e-17,-9.355601126890081e-17
altruistic,-0.44403042189281217,-0.03376964299348072,2.909501287061963e-17,0.19602262677840143,-0.441462154648766,2.909501287061962e-17,-9.355601126890081e-17
holistic,-0.443920721187543,-0.015084563315720605,2.9095012870619616e-17,0.1968380626492423,-0.4434081430636443,2.909501287061962e-17,-9.355601126890081e-17
understated,0.42604292852204373,-0.21240102915088013,2.909501287061962e-17,0.1363983797592866,0.3201517279783439,2.909501287061962e-17,-9.355601126890081e-17
traditional,-0.4209574865518171,0.2310882886454456,2.909501287061962e-17,0.12380340833494241,-0.2940995523064608,2.909501287061962e-17,-9.355601126890081e-17
progressive,0.41432583394548267,0.14455744690184366,2.909501287061962e-17,0.15076904121984036,0.3638900325961297,2.909501287061962e-17,-9.355601126890081e-17
contrarian,0.4112583596961291,0.3087547107676869,2.909501287061962e-17,0.07380396699871283,0.17945888577984198,2.909501287061962e-17,-9.355601126890081e-17
decisive,-0.3989786476892145,0.03546074931488705,2.909501287061962e-17,0.15792649656994107,-0.3958269383201638,2.909501287061962e-17,-9.355601126890081e-17
generalist,0.39712437880558327,0.22909550699012998,2.9095012870619616e-17,0.10522302091865576,0.2649623808921811,2.909501287061962e-17,-9.355601126890081e-17
condescending,0.37754298116705537,0.30698588859250553,2.909501287061962e-17,0.048298366833577244,0.12792812803532483,2.909501287061962e-17,-9.355601126890081e-17
cruel,0.3699681816856166,0.23743372174951305,2.909501287061962e-17,0.0805016832359361,0.21759082867386442,2.909501287061962e-17,-9.355601126890081e-17
humanistic,0.3695638906548899,0.18481576475034106,2.909501287061962e-17,0.10242060237572614,0.2771390954733984,2.909501287061962e-17,-9.355601126890081e-17
moderate,-0.3656770799841083,0.3001885718853944,2.909501287061962e-17,0.043606548135111,-0.11924878676291717,2.909501287061962e-17,-9.355601126890081e-17
