outer_fold,candidate_a,candidate_b,joint_observed_n,residual_r,shared_items,semantic_same_construct,redundant,threshold
2,EPQr:EPQ:N,BFAS:BFAS:N:W,533,0.38453163769317095,,False,False,0.8
2,EPQr:EPQ:N,HEXACO:H:E:A,549,-0.35287112390049796,,False,False,0.8
2,EPQr:EPQ:N,HEXACO:H:X:L,3067,-0.16609585617548364,,False,False,0.8
2,EPQr:EPQ:N,QB6:QB6:ES,1353,-0.29950576441457744,,True,True,0.8
2,EPQr:EPQ:N,MPQ:MPQ:WB,810,-0.09942746875948359,,False,False,0.8
2,EPQr:EPQ:N,IPIPneo:E6:CH,1837,0.02359489262599983,,False,False,0.8
2,EPQr:EPQ:N,IPIPneo:N6:VU,1094,0.24188027386292982,,False,False,0.8
2,PS:PS:S,BFAS:BFAS:N:W,496,-0.26273350961650094,,False,False,0.8
2,PS:PS:S,HEXACO:H:E:A,478,0.11636417785530437,,False,False,0.8
2,PS:PS:S,HEXACO:H:X:L,2259,0.07849703652868703,,False,False,0.8
2,PS:PS:S,QB6:QB6:ES,1118,0.21704263403603113,,False,False,0.8
2,PS:PS:S,MPQ:MPQ:WB,765,0.10502306635730121,,False,False,0.8
2,PS:PS:S,IPIPneo:E6:CH,1649,-0.040592265859553146,,False,False,0.8
2,PS:PS:S,IPIPneo:N6:VU,997,-0.1396462633100104,,False,False,0.8
2,PS:PS:S,EPQr:EPQ:N,3745,-0.2671134799845472,,False,False,0.8
3,HEXACO:H:E:A,BFAS:BFAS:N:W,89,,,False,False,0.8
3,HEXACO:H:X:L,BFAS:BFAS:N:W,343,-0.16557090851426123,,False,False,0.8
3,HEXACO:H:X:L,HEXACO:H:E:A,351,0.1509380078941627,,False,False,0.8
3,QB6:QB6:ES,BFAS:BFAS:N:W,195,-0.14736215160232136,,False,False,0.8
3,QB6:QB6:ES,HEXACO:H:E:A,305,0.5861580464620444,q_1596,False,False,0.8
3,QB6:QB6:ES,HEXACO:H:X:L,797,0.23319598572112596,,False,False,0.8
3,MPQ:MPQ:WB,BFAS:BFAS:N:W,161,-0.11196752561403643,,False,False,0.8
3,MPQ:MPQ:WB,HEXACO:H:E:A,157,0.05576474770131353,,False,False,0.8
3,MPQ:MPQ:WB,HEXACO:H:X:L,531,0.2952034915427609,,False,False,0.8
3,MPQ:MPQ:WB,QB6:QB6:ES,370,0.09328407998341025,,False,False,0.8
3,IPIPneo:E6:CH,BFAS:BFAS:N:W,327,-0.03662803986797948,,False,False,0.8
3,IPIPneo:E6:CH,HEXACO:H:E:A,324,-0.04698431808135151,,False,False,0.8
3,IPIPneo:E6:CH,HEXACO:H:X:L,1185,0.1033425108010731,,False,False,0.8
3,IPIPneo:E6:CH,QB6:QB6:ES,725,-0.03145946777110393,,False,False,0.8
3,IPIPneo:E6:CH,MPQ:MPQ:WB,651,-0.10544911245779974,q_1567,False,False,0.8
3,IPIPneo:N6:VU,BFAS:BFAS:N:W,296,0.48674305955626324,q_332,False,False,0.8
3,IPIPneo:N6:VU,HEXACO:H:E:A,214,-0.20693750315943565,,False,False,0.8
3,IPIPneo:N6:VU,HEXACO:H:X:L,725,-0.16082895948275608,,False,False,0.8
3,IPIPneo:N6:VU,QB6:QB6:ES,457,-0.16424780675666437,,False,False,0.8
3,IPIPneo:N6:VU,MPQ:MPQ:WB,382,0.059274632504647304,,False,False,0.8
3,IPIPneo:N6:VU,IPIPneo:E6:CH,738,0.03779920334481511,,False,False,0.8
3,EPQr:EPQ:N,BFAS:BFAS:N:W,514,0.3562208580262362,,False,False,0.8
3,EPQr:EPQ:N,HEXACO:H:E:A,553,-0.3457389244829457,,False,False,0.8
3,EPQr:EPQ:N,HEXACO:H:X:L,3037,-0.16894492512066234,,False,False,0.8
3,EPQr:EPQ:N,QB6:QB6:ES,1349,-0.29203775732112663,,True,True,0.8
3,EPQr:EPQ:N,MPQ:MPQ:WB,793,-0.06402768061420638,,False,False,0.8
3,EPQr:EPQ:N,IPIPneo:E6:CH,1788,0.053614232460632495,,False,False,0.8
3,EPQr:EPQ:N,IPIPneo:N6:VU,1101,0.2240060647060149,,False,False,0.8
3,PS:PS:S,BFAS:BFAS:N:W,464,-0.25933596394174036,,False,False,0.8
3,PS:PS:S,HEXACO:H:E:A,483,0.13133016824843774,,False,False,0.8
3,PS:PS:S,HEXACO:H:X:L,2249,0.07071208648643323,,False,False,0.8
3,PS:PS:S,QB6:QB6:ES,1102,0.14895187537630525,,False,False,0.8
3,PS:PS:S,MPQ:MPQ:WB,734,0.030547239356315436,,False,False,0.8
3,PS:PS:S,IPIPneo:E6:CH,1625,-0.05523391575233227,,False,False,0.8
3,PS:PS:S,IPIPneo:N6:VU,1009,-0.11890119192154704,,False,False,0.8
3,PS:PS:S,EPQr:EPQ:N,3709,-0.2533870086813337,,False,False,0.8
4,HEXACO:H:E:A,BFAS:BFAS:N:W,88,,,False,False,0.8
4,HEXACO:H:X:L,BFAS:BFAS:N:W,349,-0.12794854081994791,,False,False,0.8
4,HEXACO:H:X:L,HEXACO:H:E:A,349,0.12149097807448175,,False,False,0.8
4,QB6:QB6:ES,BFAS:BFAS:N:W,194,-0.1708993365355157,,False,False,0.8
4,QB6:QB6:ES,HEXACO:H:E:A,318,0.5361677348116101,q_1596,False,False,0.8
4,QB6:QB6:ES,HEXACO:H:X:L,803,0.18684661082646745,,False,False,0.8
4,MPQ:MPQ:WB,BFAS:BFAS:N:W,176,-0.06168525800350644,,False,False,0.8
4,MPQ:MPQ:WB,HEXACO:H:E:A,170,0.1103284378041121,,False,False,0.8
4,MPQ:MPQ:WB,HEXACO:H:X:L,548,0.2921517464152791,,False,False,0.8
4,MPQ:MPQ:WB,QB6:QB6:ES,365,0.13122673644453403,,False,False,0.8
4,IPIPneo:E6:CH,BFAS:BFAS:N:W,340,0.001410524619881469,,False,False,0.8
4,IPIPneo:E6:CH,HEXACO:H:E:A,340,-0.02450363327645652,,False,False,0.8
4,IPIPneo:E6:CH,HEXACO:H:X:L,1200,0.09033532890411697,,False,False,0.8
4,IPIPneo:E6:CH,QB6:QB6:ES,734,-0.023772255026645046,,False,False,0.8
4,IPIPneo:E6:CH,MPQ:MPQ:WB,685,-0.10955818980862614,q_1567,False,False,0.8
4,IPIPneo:N6:VU,BFAS:BFAS:N:W,307,0.5141987755270463,q_332,False,False,0.8
4,IPIPneo:N6:VU,HEXACO:H:E:A,221,-0.2445167504347549,,False,False,0.8
4,IPIPneo:N6:VU,HEXACO:H:X:L,737,-0.1367732381202878,,False,False,0.8
4,IPIPneo:N6:VU,QB6:QB6:ES,469,-0.1627112161954551,,False,False,0.8
4,IPIPneo:N6:VU,MPQ:MPQ:WB,400,-0.0035673891804957015,,False,False,0.8
4,IPIPneo:N6:VU,IPIPneo:E6:CH,750,0.06116571189524114,,False,False,0.8
4,EPQr:EPQ:N,BFAS:BFAS:N:W,526,0.3939451303406123,,False,False,0.8
4,EPQr:EPQ:N,HEXACO:H:E:A,562,-0.36037356445168217,,False,False,0.8
4,EPQr:EPQ:N,HEXACO:H:X:L,3089,-0.18293002674612432,,False,False,0.8
4,EPQr:EPQ:N,QB6:QB6:ES,1341,-0.28722153958382823,,True,True,0.8
4,EPQr:EPQ:N,MPQ:MPQ:WB,821,-0.09780221917877752,,False,False,0.8
4,EPQr:EPQ:N,IPIPneo:E6:CH,1828,0.03985243309961918,,False,False,0.8
4,EPQr:EPQ:N,IPIPneo:N6:VU,1115,0.24071024048699197,,False,False,0.8
4,PS:PS:S,BFAS:BFAS:N:W,485,-0.21761431302461479,,False,False,0.8
4,PS:PS:S,HEXACO:H:E:A,503,0.15230429895113684,,False,False,0.8
4,PS:PS:S,HEXACO:H:X:L,2266,0.08814177104096318,,False,False,0.8
4,PS:PS:S,QB6:QB6:ES,1104,0.18968258101105026,,False,False,0.8
4,PS:PS:S,MPQ:MPQ:WB,767,0.048174255561685364,,False,False,0.8
4,PS:PS:S,IPIPneo:E6:CH,1629,-0.06934731542345601,,False,False,0.8
4,PS:PS:S,IPIPneo:N6:VU,1020,-0.10771996423607635,,False,False,0.8
4,PS:PS:S,EPQr:EPQ:N,3725,-0.2738756489171717,,False,False,0.8
5,HEXACO:H:E:A,BFAS:BFAS:N:W,75,,,False,False,0.8
5,HEXACO:H:X:L,BFAS:BFAS:N:W,349,-0.18301485497795764,,False,False,0.8
5,HEXACO:H:X:L,HEXACO:H:E:A,331,0.14080122082699084,,False,False,0.8
5,QB6:QB6:ES,BFAS:BFAS:N:W,205,-0.16949670874054928,,False,False,0.8
5,QB6:QB6:ES,HEXACO:H:E:A,303,0.5645019369077665,q_1596,False,False,0.8
5,QB6:QB6:ES,HEXACO:H:X:L,822,0.22684789870298233,,False,False,0.8
5,MPQ:MPQ:WB,BFAS:BFAS:N:W,186,-0.10866876750470814,,False,False,0.8
5,MPQ:MPQ:WB,HEXACO:H:E:A,158,0.04462356928819228,,False,False,0.8
5,MPQ:MPQ:WB,HEXACO:H:X:L,567,0.3001740270907096,,False,False,0.8
5,MPQ:MPQ:WB,QB6:QB6:ES,386,0.10304442623539913,,False,False,0.8
5,IPIPneo:E6:CH,BFAS:BFAS:N:W,337,-0.04706563760605296,,False,False,0.8
5,IPIPneo:E6:CH,HEXACO:H:E:A,304,0.008606726222697356,,False,False,0.8
5,IPIPneo:E6:CH,HEXACO:H:X:L,1188,0.12967339580022225,,False,False,0.8
5,IPIPneo:E6:CH,QB6:QB6:ES,726,0.013232732434106699,,False,False,0.8
5,IPIPneo:E6:CH,MPQ:MPQ:WB,676,-0.09241279058344934,q_1567,False,False,0.8
5,IPIPneo:N6:VU,BFAS:BFAS:N:W,307,0.5437843002050025,q_332,False,False,0.8
5,IPIPneo:N6:VU,HEXACO:H:E:A,202,-0.17702156423680251,,False,False,0.8
5,IPIPneo:N6:VU,HEXACO:H:X:L,732,-0.1785377399378689,,False,False,0.8
5,IPIPneo:N6:VU,QB6:QB6:ES,451,-0.1627768339984982,,False,False,0.8
5,IPIPneo:N6:VU,MPQ:MPQ:WB,402,-0.011879329871360329,,False,False,0.8
5,IPIPneo:N6:VU,IPIPneo:E6:CH,742,-0.01380035169927869,,False,False,0.8
5,EPQr:EPQ:N,BFAS:BFAS:N:W,522,0.38582788088724207,,False,False,0.8
5,EPQr:EPQ:N,HEXACO:H:E:A,525,-0.3600772608369232,,False,False,0.8
5,EPQr:EPQ:N,HEXACO:H:X:L,3054,-0.16535489469144354,,False,False,0.8
5,EPQr:EPQ:N,QB6:QB6:ES,1357,-0.3201155423146004,,True,True,0.8
5,EPQr:EPQ:N,MPQ:MPQ:WB,826,-0.027429666579963433,,False,False,0.8
5,EPQr:EPQ:N,IPIPneo:E6:CH,1811,0.009304233380434093,,False,False,0.8
5,EPQr:EPQ:N,IPIPneo:N6:VU,1097,0.24276568943844015,,False,False,0.8
5,PS:PS:S,BFAS:BFAS:N:W,473,-0.20430796098142096,,False,False,0.8
5,PS:PS:S,HEXACO:H:E:A,463,0.17968749884250587,,False,False,0.8
5,PS:PS:S,HEXACO:H:X:L,2247,0.06466475979315207,,False,False,0.8
5,PS:PS:S,QB6:QB6:ES,1116,0.20556759288469614,,False,False,0.8
5,PS:PS:S,MPQ:MPQ:WB,772,0.031754753142785495,,False,False,0.8
5,PS:PS:S,IPIPneo:E6:CH,1630,-0.0464327124029355,,False,False,0.8
5,PS:PS:S,IPIPneo:N6:VU,998,-0.1412793962632048,,False,False,0.8
5,PS:PS:S,EPQr:EPQ:N,3709,-0.26382459145990306,,False,False,0.8
