name,artifact_type,path,description_present,description,instruction_records,positive_instruction_count,negative_instruction_count,polarity_count,question_count,eval_prompt_present,eval_prompt_mentions_trait_or_role,vector_present,in_belmore_prompt_dataset
journalist,role,data/roles/instructions/journalist.json,True,A reporter who investigates stories and presents information objectively.,5,5,0,5,40,True,True,True,True
judge,role,data/roles/instructions/judge.json,True,An arbiter who makes decisions based on presented evidence.,5,5,0,5,40,True,True,True,True
lawyer,role,data/roles/instructions/lawyer.json,True,A legal professional who provides advice on laws and regulations.,5,5,0,5,40,True,True,True,True
leviathan,role,data/roles/instructions/leviathan.json,True,"An ancient, massive being of unfathomable power from the depths",5,5,0,5,40,True,True,True,True
librarian,role,data/roles/instructions/librarian.json,True,An information specialist who helps locate and organize resources.,5,5,0,5,40,True,True,True,True
linguist,role,data/roles/instructions/linguist.json,True,A language expert who analyzes linguistic structures and patterns.,5,5,0,5,40,True,True,True,True
loner,role,data/roles/instructions/loner.json,True,An independent soul who prefers solitude to social interaction,5,5,0,5,40,True,True,True,True
luddite,role,data/roles/instructions/luddite.json,True,Someone who resists or rejects technological change and modernization,5,5,0,5,40,True,True,True,True
marketer,role,data/roles/instructions/marketer.json,True,A promoter who develops strategies to reach target audiences.,5,5,0,5,40,True,True,True,True
martyr,role,data/roles/instructions/martyr.json,True,A self-sacrificing person who embraces suffering for their cause or others,5,5,0,5,40,True,True,True,True
mathematician,role,data/roles/instructions/mathematician.json,True,A specialist who solves mathematical problems and explains concepts.,5,5,0,5,40,True,True,True,True
maverick,role,data/roles/instructions/maverick.json,True,An independent nonconformist who challenges conventional thinking,5,5,0,5,40,True,True,True,True
mechanic,role,data/roles/instructions/mechanic.json,True,A hands-on problem solver who fixes and maintains machines and systems,5,5,0,5,40,True,True,True,True
mediator,role,data/roles/instructions/mediator.json,True,A neutral party who helps resolve conflicts between different viewpoints.,5,5,0,5,40,True,True,True,True
mentor,role,data/roles/instructions/mentor.json,True,An experienced advisor who supports professional development.,5,5,0,5,40,True,True,True,True
merchant,role,data/roles/instructions/merchant.json,True,A trader who connects people through commerce and exchange,5,5,0,5,40,True,True,True,True
minimalist,role,data/roles/instructions/minimalist.json,True,Someone who intentionally lives with less to focus on what matters most,5,5,0,5,40,True,True,True,True
moderator,role,data/roles/instructions/moderator.json,True,A facilitator who manages discussions and ensures productive dialogue.,5,5,0,5,40,True,True,True,True
musician,role,data/roles/instructions/musician.json,True,A sound artist who creates emotional experiences through melody and rhythm,5,5,0,5,40,True,True,True,True
mycorrhizal,role,data/roles/instructions/mycorrhizal.json,True,A fungal network intelligence spreading through root systems and soil substrates,5,5,0,5,40,True,True,True,True
mystic,role,data/roles/instructions/mystic.json,True,A spiritual seeker exploring transcendent and esoteric experiences,5,5,0,5,40,True,True,True,True
narcissist,role,data/roles/instructions/narcissist.json,True,Someone with an inflated self-image who requires constant admiration,5,5,0,5,40,True,True,True,True
narrator,role,data/roles/instructions/narrator.json,True,A storyteller who relates events and experiences.,5,5,0,5,40,True,True,True,True
naturalist,role,data/roles/instructions/naturalist.json,True,Someone deeply connected to and knowledgeable about the natural world,5,5,0,5,40,True,True,True,True
navigator,role,data/roles/instructions/navigator.json,True,A pathfinder who determines routes and directions.,5,5,0,5,40,True,True,True,True
negotiator,role,data/roles/instructions/negotiator.json,True,A dealmaker who facilitates agreements between parties.,5,5,0,5,40,True,True,True,True
networker,role,data/roles/instructions/networker.json,True,A social connector who builds and maintains webs of relationships,5,5,0,5,40,True,True,True,True
newlywed,role,data/roles/instructions/newlywed.json,True,Someone learning to merge individual identity with partnership,5,5,0,5,40,True,True,True,True
nomad,role,data/roles/instructions/nomad.json,True,A wanderer who moves frequently and embraces location independence,5,5,0,5,40,True,True,True,True
novelist,role,data/roles/instructions/novelist.json,True,A creative writer who crafts long-form fictional narratives and worlds,5,5,0,5,40,True,True,True,True
nutritionist,role,data/roles/instructions/nutritionist.json,True,A dietary expert who provides guidance on food and health.,5,5,0,5,40,True,True,True,True
observer,role,data/roles/instructions/observer.json,True,A watcher who notes and reports on events or behaviors.,5,5,0,5,40,True,True,True,True
optimist,role,data/roles/instructions/optimist.json,True,Someone who maintains hope and sees the positive potential in situations,5,5,0,5,40,True,True,True,True
oracle,role,data/roles/instructions/oracle.json,True,A prophetic vessel channeling visions of possible futures,5,5,0,5,40,True,True,True,True
organizer,role,data/roles/instructions/organizer.json,True,A coordinator who arranges and structures activities or information.,5,5,0,5,40,True,True,True,True
orphan,role,data/roles/instructions/orphan.json,True,Someone who has lost parents and navigates life without that foundation,5,5,0,5,40,True,True,True,True
pacifist,role,data/roles/instructions/pacifist.json,True,A person philosophically opposed to violence in all its forms,5,5,0,5,40,True,True,True,True
paramedic,role,data/roles/instructions/paramedic.json,True,An emergency responder who provides critical care in crisis situations,5,5,0,5,40,True,True,True,True
parasite,role,data/roles/instructions/parasite.json,True,An organism that survives by attaching to and feeding off a stronger host,5,5,0,5,40,True,True,True,True
parent,role,data/roles/instructions/parent.json,True,Someone raising children while balancing their needs with personal identity,5,5,0,5,40,True,True,True,True
patient,role,data/roles/instructions/patient.json,True,A person navigating illness and the vulnerability of medical treatment,5,5,0,5,40,True,True,True,True
peacekeeper,role,data/roles/instructions/peacekeeper.json,True,A harmonizer who actively prevents and defuses conflicts before they escalate,5,5,0,5,40,True,True,True,True
perfectionist,role,data/roles/instructions/perfectionist.json,True,Someone driven by extremely high standards and attention to detail,5,5,0,5,40,True,True,True,True
pharmacist,role,data/roles/instructions/pharmacist.json,True,A medication specialist who compounds drugs and advises on their safe use,5,5,0,5,40,True,True,True,True
philosopher,role,data/roles/instructions/philosopher.json,True,A thinker who explores fundamental questions about existence and knowledge.,5,5,0,5,40,True,True,True,True
photographer,role,data/roles/instructions/photographer.json,True,A visual storyteller who captures and freezes moments of truth through lenses,5,5,0,5,40,True,True,True,True
physicist,role,data/roles/instructions/physicist.json,True,"A scientist who studies matter, energy, and their interactions.",5,5,0,5,40,True,True,True,True
pilgrim,role,data/roles/instructions/pilgrim.json,True,A spiritual traveler seeking meaning through sacred journeys and transformative experiences,5,5,0,5,40,True,True,True,True
pilot,role,data/roles/instructions/pilot.json,True,An aviation expert who navigates aircraft through complex airspace,5,5,0,5,40,True,True,True,True
pirate,role,data/roles/instructions/pirate.json,True,"A seafaring rogue who lives by their own code, speaks in nautical terms, values freedom above law, and seeks treasure through cunning and force",5,5,0,5,40,True,True,True,True
planner,role,data/roles/instructions/planner.json,True,A specialist who develops detailed schemes for future actions.,5,5,0,5,40,True,True,True,True
playwright,role,data/roles/instructions/playwright.json,True,A dialogue craftsman who creates blueprints for live performance,5,5,0,5,40,True,True,True,True
podcaster,role,data/roles/instructions/podcaster.json,True,A digital conversationalist who explores ideas through long-form audio discussions,5,5,0,5,40,True,True,True,True
poet,role,data/roles/instructions/poet.json,True,A language alchemist who distills experience into concentrated verse,5,5,0,5,40,True,True,True,True
polymath,role,data/roles/instructions/polymath.json,True,A renaissance person with deep expertise across multiple disciplines,5,5,0,5,40,True,True,True,True
pragmatist,role,data/roles/instructions/pragmatist.json,True,A practical realist who focuses on what works rather than what's ideal,5,5,0,5,40,True,True,True,True
predator,role,data/roles/instructions/predator.json,True,"A calculating hunter driven by instinct to stalk, pursue, and consume prey",5,5,0,5,40,True,True,True,True
presenter,role,data/roles/instructions/presenter.json,True,A speaker who delivers information to audiences.,5,5,0,5,40,True,True,True,True
prey,role,data/roles/instructions/prey.json,True,"A vulnerable being constantly alert to danger, whose existence revolves around evasion, camouflage, and the perpetual struggle to avoid becoming consumed",5,5,0,5,40,True,True,True,True
prisoner,role,data/roles/instructions/prisoner.json,True,Someone confined and dealing with loss of freedom and stigma,5,5,0,5,40,True,True,True,True
procrastinator,role,data/roles/instructions/procrastinator.json,True,A person who chronically delays tasks despite knowing the consequences,5,5,0,5,40,True,True,True,True
prodigy,role,data/roles/instructions/prodigy.json,True,An exceptionally gifted young person with advanced abilities beyond their years,5,5,0,5,40,True,True,True,True
producer,role,data/roles/instructions/producer.json,True,A creator who generates content or manages production.,5,5,0,5,40,True,True,True,True
programmer,role,data/roles/instructions/programmer.json,True,"A software developer who writes, debugs, and explains code.",5,5,0,5,40,True,True,True,True
proofreader,role,data/roles/instructions/proofreader.json,True,A detail checker who corrects errors in written text.,5,5,0,5,40,True,True,True,True
prophet,role,data/roles/instructions/prophet.json,True,A divine messenger who speaks uncomfortable truths about what's to come,5,5,0,5,40,True,True,True,True
provincial,role,data/roles/instructions/provincial.json,True,Someone deeply rooted in local traditions and perspectives,5,5,0,5,40,True,True,True,True
provocateur,role,data/roles/instructions/provocateur.json,True,An agitator who deliberately challenges social norms through shocking or controversial actions,5,5,0,5,40,True,True,True,True
psychologist,role,data/roles/instructions/psychologist.json,True,A behavioral specialist who analyzes mental processes and patterns.,5,5,0,5,40,True,True,True,True
publisher,role,data/roles/instructions/publisher.json,True,A distributor who prepares and releases content.,5,5,0,5,40,True,True,True,True
purist,role,data/roles/instructions/purist.json,True,Someone who insists on maintaining original or uncorrupted forms,5,5,0,5,40,True,True,True,True
realist,role,data/roles/instructions/realist.json,True,A grounded person who accepts situations as they are without illusion,5,5,0,5,40,True,True,True,True
rebel,role,data/roles/instructions/rebel.json,True,A defiant challenger of authority and established norms,5,5,0,5,40,True,True,True,True
recruiter,role,data/roles/instructions/recruiter.json,True,A talent scout who identifies candidates for positions.,5,5,0,5,40,True,True,True,True
refugee,role,data/roles/instructions/refugee.json,True,Someone rebuilding their life after fleeing conflict or persecution,5,5,0,5,40,True,True,True,True
reporter,role,data/roles/instructions/reporter.json,True,A correspondent who gathers and presents news.,5,5,0,5,40,True,True,True,True
researcher,role,data/roles/instructions/researcher.json,True,An investigator who gathers and analyzes information on specific topics.,5,5,0,5,40,True,True,True,True
retiree,role,data/roles/instructions/retiree.json,True,A person reinventing life after concluding their primary career,5,5,0,5,40,True,True,True,True
revenant,role,data/roles/instructions/revenant.json,True,An entity returned from death with unfinished purpose,5,5,0,5,40,True,True,True,True
reviewer,role,data/roles/instructions/reviewer.json,True,An evaluator who assesses quality and provides feedback.,5,5,0,5,40,True,True,True,True
revolutionary,role,data/roles/instructions/revolutionary.json,True,A radical change agent seeking to overturn existing systems,5,5,0,5,40,True,True,True,True
robot,role,data/roles/instructions/robot.json,True,A mechanical being processing information through pure logic and algorithmic precision,5,5,0,5,40,True,True,True,True
rogue,role,data/roles/instructions/rogue.json,True,A cunning outsider who operates beyond conventional rules using stealth and deception,5,5,0,5,40,True,True,True,True
romantic,role,data/roles/instructions/romantic.json,True,"An idealist who believes in love, beauty, and emotional connection",5,5,0,5,40,True,True,True,True
saboteur,role,data/roles/instructions/saboteur.json,True,A covert operative who deliberately damages systems from within,5,5,0,5,40,True,True,True,True
sage,role,data/roles/instructions/sage.json,True,A wise counselor offering profound insights from deep reflection,5,5,0,5,40,True,True,True,True
scheduler,role,data/roles/instructions/scheduler.json,True,A timekeeper who arranges appointments and timelines.,5,5,0,5,40,True,True,True,True
scholar,role,data/roles/instructions/scholar.json,True,"An academic devoted to deep study and theoretical understanding, pursuing knowledge for its own sake through rigorous research and contemplation",5,5,0,5,40,True,True,True,True
scientist,role,data/roles/instructions/scientist.json,True,A researcher who applies scientific methods to understand phenomena.,5,5,0,5,40,True,True,True,True
scout,role,data/roles/instructions/scout.json,True,An explorer who ventures ahead to discover new opportunities or dangers,5,5,0,5,40,True,True,True,True
screener,role,data/roles/instructions/screener.json,True,A filter who evaluates candidates against criteria.,5,5,0,5,40,True,True,True,True
