anchors,anchor_count,alpha,cv_loss,pc1_r2,pc2_r2,pc3_r2,normalized_3d_rmse,mean_euclidean_error
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|manipulative|pessimistic,8,1.0,33.45531407121438,0.9599886567460885,0.8940166467839412,0.9389281287659282,0.24931015055970326,8.694321298057355
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|manipulative|pessimistic,9,1.0,31.852928745212278,0.960004599512814,0.8973942205064134,0.9519795194375538,0.2432619597373417,8.527402072766447
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|manipulative|pessimistic,10,1.0,28.73789174334745,0.9591605866421292,0.9170250057245198,0.9560087193857455,0.23109067297269523,8.056633822087127
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|manipulative|pessimistic,9,1.0,30.4186504034871,0.959128746569831,0.9134723854782992,0.9423992150485851,0.23775357540194822,8.249374490234977
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|manipulative|pessimistic,8,1.0,33.12270321770571,0.9563731926829251,0.8977083249327732,0.9493476624399522,0.24803893740858582,8.703674831040416
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|manipulative|pessimistic,9,1.0,29.99847099666791,0.9556830557467546,0.9173433572160766,0.9529315429205363,0.23607363911269408,8.257752874361854
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|manipulative|pessimistic,8,1.0,31.933610586298858,0.9552419880972395,0.9112685498175656,0.9424684216408092,0.24356568622447583,8.4988185350153
adventurous|altruistic|forgiving|grandiose|impulsive|manipulative|pessimistic|traditional,8,1.0,33.07764974602073,0.9604886578822763,0.8930721020143907,0.9434396754396328,0.2478999285460384,8.651806499345371
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|manipulative|pessimistic|traditional,9,1.0,32.5102803984832,0.9606679097451527,0.8935716099831561,0.9487114026763128,0.24576856614373319,8.58624541552197
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|manipulative|pessimistic|traditional,10,1.0,31.070014357529033,0.960793154756589,0.8976188767936579,0.9581548258055711,0.2402566031813195,8.440823434330898
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|manipulative|pessimistic|traditional,11,1.0,27.744550031477814,0.959907080556367,0.9181145865644109,0.9632699653024862,0.22706555561545805,7.9349277725152385
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|manipulative|pessimistic|traditional,10,1.0,29.27431492756499,0.9597378287880325,0.9136395879603191,0.9537076715560027,0.23324498054608273,8.107139861371895
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|manipulative|pessimistic|traditional,9,1.0,31.876785289692542,0.9604381983526685,0.8978835262983331,0.949204640809269,0.24334943961432856,8.549996106917602
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|manipulative|pessimistic|traditional,10,1.0,28.818882998111075,0.9595566291238569,0.9173754333931823,0.9529456511667026,0.2314098451337506,8.098244893477775
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|manipulative|pessimistic|traditional,9,1.0,30.169978580135062,0.9595577005831758,0.911599024542588,0.9473499035252544,0.2367789989279342,8.236568392056636
adventurous|altruistic|forgiving|grandiose|impulsive|manipulative|traditional,7,1.0,39.97829175406377,0.9409949592078517,0.8912040702392657,0.934309306597228,0.27258997796366335,9.621349965306978
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|manipulative|traditional,8,1.0,39.04032270458467,0.9439119425478621,0.8908292311472915,0.9356630296841658,0.2693916166068862,9.486377448686493
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|manipulative|traditional,9,1.0,35.99538640917045,0.9505981660648358,0.8980466220906912,0.9347527773383153,0.2586475145625157,9.154104310983325
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|manipulative|traditional,10,1.0,33.244167262786924,0.9502655615425478,0.9161563293188778,0.9353541223382181,0.2485972247225577,8.797730705994745
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|manipulative|traditional,9,1.0,36.903392460721804,0.9441579729511889,0.9037619155816979,0.9363884735625914,0.2619448140834607,9.200300955078037
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|manipulative|traditional,8,1.0,37.149513662808246,0.9470058609343325,0.8984408641696973,0.9332011307175898,0.26274495485149246,9.318525946258701
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|manipulative|traditional,9,1.0,34.41441935265455,0.9466490532930356,0.9165198748074732,0.9337624636456365,0.25291390688685467,8.99212239781601
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|manipulative|traditional,8,1.0,37.879890231452194,0.9411639674852477,0.9040908330139455,0.9349413152737613,0.26536609045605636,9.35904283014263
adventurous|altruistic|forgiving|grandiose|impulsive|optimistic,6,1.0,37.146489186781835,0.9508732494429083,0.8906872562394179,0.9337150869118651,0.26270433713219976,9.342249420914689
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|optimistic,7,1.0,35.22700764059146,0.9560835050518688,0.8928695663306051,0.9337639580855477,0.25585757092006933,9.090312219446044
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|optimistic,8,1.0,34.44997048769142,0.9558525270270184,0.8918860514034227,0.9458367645280316,0.25302684305851647,8.998807964549867
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|optimistic,9,1.0,31.14837850406601,0.9550162551911843,0.9144792956831664,0.9465854652714082,0.24062134678480582,8.50449014914774
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|optimistic,8,1.0,31.995773527316448,0.955128839678416,0.9147293079074508,0.9354492564404228,0.2438689521482438,8.603104082168995
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|optimistic,7,1.0,36.157303596702924,0.9515611179307311,0.8900288302412231,0.9443871358516087,0.2591914981736184,9.226598965221433
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|optimistic,8,1.0,32.611452069032325,0.9509574612778762,0.9137142461300984,0.9452259717610171,0.24616882704353363,8.752909455661698
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|optimistic,7,1.0,33.772362600144135,0.9502364585009198,0.9128829600663327,0.9353748023539987,0.2505038117954917,8.89916687762637
adventurous|altruistic|forgiving|grandiose|impulsive|optimistic|pessimistic,7,0.1,34.08745842458916,0.9567797477949797,0.8953506689112127,0.940512375268889,0.25164820772435065,8.886996628891321
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|optimistic|pessimistic,8,1.0,33.091183077523226,0.9599108289592431,0.8959914831501055,0.9398857844825125,0.2479638325531757,8.761961840839382
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|optimistic|pessimistic,9,1.0,32.28704614914147,0.9597392754741009,0.8949648452094202,0.9521539725658622,0.24493809459940633,8.66292485683069
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|optimistic|pessimistic,10,1.0,29.272616141608353,0.958767809523725,0.9141978006873358,0.9562184040139736,0.23324065492106344,8.198618775348107
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|optimistic|pessimistic,9,1.0,30.058639646794603,0.9588731810151582,0.9144641782049178,0.9458210713155227,0.23634857591735065,8.282217832081528
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|optimistic|pessimistic,8,1.0,33.476414379440584,0.957029365402012,0.8941906435510601,0.9491493704606735,0.2493889043198794,8.835675696378416
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|optimistic|pessimistic,9,1.0,30.381725385940364,0.9562519853396874,0.9136104935149414,0.9531466138667158,0.2375908465488692,8.389743711786819
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|optimistic|pessimistic,8,0.1,31.095360424426424,0.956160535525765,0.912618096518452,0.9467057762132268,0.24036029103806464,8.414794922168364
adventurous|altruistic|forgiving|grandiose|impulsive|optimistic|pessimistic|traditional,8,1.0,32.96359866601447,0.960369635198817,0.894859637230337,0.9418490352824342,0.24749247428282317,8.76207298274061
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|optimistic|pessimistic|traditional,9,1.0,32.17399765269032,0.9604392193204137,0.8967410797976704,0.9476488517303985,0.24450879055280217,8.658129939668369
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|optimistic|pessimistic|traditional,10,1.0,31.498992429949944,0.9602278376703349,0.8958160513473571,0.9583149161450024,0.24193402209800224,8.570332679096678
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|optimistic|pessimistic|traditional,11,1.0,28.313107736322802,0.9591768428619879,0.9159064367684646,0.9631405954528952,0.22939169111484792,8.077543921667138
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|optimistic|pessimistic|traditional,10,1.0,29.01686256547647,0.9592602496831227,0.9157960075592372,0.9545187025479387,0.2322240119977239,8.15145062841376
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|optimistic|pessimistic|traditional,9,1.0,32.63854503192256,0.9600870693008839,0.8938684375195182,0.948661923191637,0.24627200883645115,8.727665717012501
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|optimistic|pessimistic|traditional,10,1.0,29.620563760016374,0.9590505881438471,0.9131507976706175,0.9529236214414287,0.23462398921318622,8.276673814222201
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|optimistic|pessimistic|traditional,9,1.0,30.089173127277682,0.9592079551802697,0.9125674212266054,0.9477609177103349,0.236472927343928,8.313552434655332
adventurous|altruistic|forgiving|grandiose|impulsive|optimistic|traditional,7,1.0,35.09509669519734,0.9565648016901513,0.8907140851860258,0.9376264302609674,0.25538034590074565,9.063606545107993
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|optimistic|traditional,8,1.0,34.24911882853698,0.9567579706055351,0.8933599883615223,0.9422199921351546,0.25228516525458533,8.969673846614919
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|optimistic|traditional,9,1.0,33.648005016984634,0.9564250353334292,0.8924428164999122,0.9524137562151969,0.25006714978612116,8.89865201715236
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|optimistic|traditional,10,1.0,30.17070747063922,0.9554761526144405,0.9160927839848766,0.9537245079539025,0.2368195806956974,8.381837344554343
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|optimistic|traditional,9,1.0,30.88835360638431,0.9556159643736375,0.915977693688939,0.9447391424496165,0.2396173275309129,8.458888414113499
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|optimistic|traditional,8,1.0,34.81743193943582,0.956147481080722,0.8897571237709094,0.9442877112284137,0.2543725395439003,9.043312869338482
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|optimistic|traditional,9,1.0,31.38323695062178,0.9551959130107891,0.9132042668571895,0.9454763699880103,0.2415237108703099,8.562228349701593
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|optimistic|traditional,8,1.0,31.886211981753302,0.9554042400637357,0.9125689653345179,0.9398108010782399,0.2434506480738254,8.604662183665008
adventurous|altruistic|forgiving|grandiose|impulsive|pessimistic,6,1.0,35.59329772082785,0.9562740343183145,0.8881415866774921,0.9376187286419845,0.25713931858788336,9.070640876963767
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|pessimistic,7,1.0,34.13745471699698,0.9598282869328375,0.8906114379686202,0.9375798641876052,0.2518499658677644,8.872429914270402
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|pessimistic,8,1.0,32.96437824609933,0.9595982724427032,0.8906734954618837,0.9525078152151412,0.2474866685201219,8.750467884009351
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|pessimistic,9,1.0,29.36022118147332,0.9586220220637987,0.9138672817301153,0.9563223881675712,0.23358433239585422,8.204937775956424
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|pessimistic,8,1.0,30.68726671023445,0.9588085933247585,0.9126741987159621,0.9417959853517551,0.23880407358864572,8.343583797645987
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|pessimistic,7,1.0,34.08774964545058,0.9569912633176842,0.8900473881664343,0.9496551995854489,0.2516474116468032,8.903853662917758
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|pessimistic,8,1.0,30.42872313200728,0.9561934031060894,0.9133313034937808,0.9533336228170814,0.2377678891716356,8.387319282015204
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|pessimistic,7,1.0,32.11928808909393,0.9555813469619944,0.9097258736726259,0.9418487237768133,0.24427762909837997,8.582163371181451
adventurous|altruistic|forgiving|grandiose|impulsive|pessimistic|traditional,7,1.0,33.87691088110198,0.9605125539573193,0.8888700313694852,0.941474996001331,0.25089252774101,8.831863463565
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|pessimistic|traditional,8,1.0,33.16194428635798,0.9605475869325357,0.8900959966720215,0.9477208853007835,0.2482295913143409,8.751240768398604
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|pessimistic|traditional,9,1.0,32.29711938103748,0.9602332912362592,0.8905446989924154,0.9585038064950435,0.2449720613296658,8.674175364677309
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|pessimistic|traditional,10,1.0,28.434672534579402,0.9592472017051774,0.9148133475132096,0.9634730006287536,0.2298772467346269,8.080655124115877
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|pessimistic|traditional,9,1.0,29.47799131300352,0.9594680059906814,0.9129433710166581,0.9535185137213413,0.23405750483076215,8.173482275588624
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|pessimistic|traditional,8,1.0,33.20290215681387,0.9601721547949008,0.8897634537551402,0.9492142942202915,0.24838359509373786,8.783495408964743
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|pessimistic|traditional,9,1.0,29.60438163020704,0.9592135583182593,0.9127994417693286,0.9532022341910904,0.23455311218379032,8.258527992633232
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|pessimistic|traditional,8,1.0,30.50808009355986,0.9594578018161788,0.9101960454401569,0.9462207860715577,0.2381084783464683,8.329143986237089
adventurous|altruistic|forgiving|grandiose|impulsive|traditional,6,1.0,40.285324844468995,0.9410338506320084,0.8887918111293611,0.9349840622397713,0.27362675726893865,9.792841627036228
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|traditional,7,1.0,38.80206247786937,0.9452287161586699,0.8894618645875186,0.9363399711089816,0.26855677059812944,9.585762790402098
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|traditional,8,1.0,36.87106530886245,0.951154293222705,0.8911210155956483,0.9350434017781435,0.2617787321749543,9.352075024877301
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|introspective|judgmental|traditional,9,1.0,33.62535128423207,0.950444118417053,0.9132981898687117,0.9354338127725985,0.25001558269720753,8.915368282698827
adventurous|altruistic|forgiving|grandiose|impulsive|innovative|judgmental|traditional,8,1.0,36.307235839705505,0.9454642429768412,0.9049579955496483,0.9366667201509928,0.2598039487534754,9.183950622822922
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|traditional,7,1.0,38.09046740899973,0.948038922858393,0.890024311122111,0.9337243892330357,0.26606239349942706,9.518854683064232
adventurous|altruistic|forgiving|grandiose|impulsive|introspective|judgmental|traditional,8,1.0,34.729430021006024,0.9474168852338826,0.9127295103873778,0.9342269484225213,0.2540687913249366,9.093849775957631
adventurous|altruistic|forgiving|grandiose|impulsive|judgmental|traditional,7,1.0,37.525539927013654,0.9417179680175527,0.9050720061700843,0.9354373124596302,0.26410526392179734,9.37469975428489
adventurous|altruistic|forgiving|grandiose|innovative|introspective,6,0.01,48.98528004256563,0.9168821586513126,0.880675019518078,0.9329185443721759,0.3017257862105945,10.746296839850705
adventurous|altruistic|forgiving|grandiose|innovative|introspective|judgmental,7,0.1,40.80031729568044,0.9270088591405682,0.913202196228354,0.9340767954741352,0.2754365689211608,9.707949646853855
adventurous|altruistic|forgiving|grandiose|innovative|judgmental,6,0.1,42.151109174609175,0.9281700140896065,0.9019454646973291,0.9345527653712385,0.2799453235193567,9.804020209564932
adventurous|altruistic|forgiving|grandiose|introspective|judgmental,6,1.0,47.8735374616626,0.9037131897766029,0.9128164412159946,0.9344167704179387,0.29827409029822494,10.640835641535928
adventurous|altruistic|forgiving|grandiose|innovative|manipulative,6,0.1,44.60869736745766,0.9291700145655967,0.8848636428576552,0.9331564934021226,0.28795988569799386,10.159625697341239
adventurous|altruistic|forgiving|grandiose|innovative|introspective|manipulative,7,0.1,42.84171379498277,0.9284521753351787,0.8979254978480841,0.9327379013585402,0.2822096289900364,10.056931676699028
adventurous|altruistic|forgiving|grandiose|innovative|introspective|judgmental|manipulative,8,0.1,39.130694716518505,0.931264170925956,0.9158591767869961,0.9337337257183086,0.2697657421603077,9.540368219830997
adventurous|altruistic|forgiving|grandiose|innovative|judgmental|manipulative,7,0.1,41.05683268594625,0.932036007366805,0.9016392264896077,0.934194517077852,0.2763104941195608,9.704122511348473
adventurous|altruistic|forgiving|grandiose|introspective|manipulative,6,1.0,46.00531671661356,0.9175244563081174,0.8985585104822718,0.9332474024941794,0.29240601597732147,10.465589667945764
adventurous|altruistic|forgiving|grandiose|judgmental|manipulative,6,1.0,46.28514224514563,0.9171716306896409,0.8967275137534153,0.9344550301406684,0.29332325842570667,10.456550790594227
adventurous|altruistic|forgiving|grandiose|manipulative|optimistic,6,1.0,47.61259072783685,0.9133973839067435,0.8953130823888441,0.9349753729264282,0.29745167897092717,10.547933122864952
adventurous|altruistic|forgiving|grandiose|innovative|manipulative|optimistic,7,0.1,41.282895445630764,0.9332987247816511,0.8973687759267468,0.9350438306411665,0.27700994597436757,9.76565684043005
adventurous|altruistic|forgiving|grandiose|innovative|introspective|manipulative|optimistic,8,0.1,39.01461360459203,0.9371414610473222,0.8997491430559527,0.9440070328197601,0.26930580090446854,9.589028379477607
adventurous|altruistic|forgiving|grandiose|innovative|introspective|judgmental|manipulative|optimistic,9,0.1,35.283995844841655,0.9393521801566337,0.9187853883056303,0.9453744512137003,0.2561649160838904,9.04196124530646
adventurous|altruistic|forgiving|grandiose|innovative|judgmental|manipulative|optimistic,8,0.1,37.29009481898011,0.9359873087316999,0.9174190181402361,0.9359442189665879,0.26333006596131703,9.245460236100381
adventurous|altruistic|forgiving|grandiose|introspective|manipulative|optimistic,7,0.1,40.77834118902483,0.9315439333700404,0.8998668922091128,0.9429519289783811,0.275295943510426,9.812651872904645
adventurous|altruistic|forgiving|grandiose|judgmental|manipulative|optimistic,7,1.0,43.03410575826906,0.9174861048374796,0.9164516409438067,0.9358765545864807,0.2828243553753653,10.097004231705709
