model_trait,canonical_definition,facet_code,facet,domain,polarity,mapping_tier,semantic_rationale,evidence_source,duplicate_group,confidence,strict_included,expanded_included,prior_AA25_facet,prior_AA25_relation,prior_AA21_strict_facet,model_used,thinking,strict_facet_retained,expanded_facet_retained,strict_score_included,expanded_score_included
absolutist,Maintains that certain truths and values are universal and unchanging.,C5,Self-Discipline,Conscientiousness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Self-Discipline item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Self-Discipline; Johnson workbook Input,C5:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,C6,Cautiousness,Conscientiousness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Cautiousness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Cautiousness; Johnson workbook Input,C6:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E1,Friendliness,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Friendliness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Friendliness; Johnson workbook Input,E1:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E2,Gregariousness,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Gregariousness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Gregariousness; Johnson workbook Input,E2:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E3,Assertiveness,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Assertiveness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Assertiveness; Johnson workbook Input,E3:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E4,Activity Level,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Activity Level item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Activity Level; Johnson workbook Input,E4:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E5,Excitement-Seeking,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Excitement-Seeking item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Excitement-Seeking; Johnson workbook Input,E5:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,E6,Cheerfulness,Extraversion,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Cheerfulness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Cheerfulness; Johnson workbook Input,E6:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N1,Anxiety,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Anxiety item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Anxiety; Johnson workbook Input,N1:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N2,Anger,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Anger item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Anger; Johnson workbook Input,N2:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N3,Depression,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Depression item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Depression; Johnson workbook Input,N3:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N4,Self-Consciousness,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Self-Consciousness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Self-Consciousness; Johnson workbook Input,N4:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,False,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N5,Immoderation,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Immoderation item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Immoderation; Johnson workbook Input,N5:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,N6,Vulnerability,Neuroticism,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Vulnerability item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Vulnerability; Johnson workbook Input,N6:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O1,Imagination,Openness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Imagination item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Imagination; Johnson workbook Input,O1:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O2,Artistic Interests,Openness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Artistic Interests item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Artistic Interests; Johnson workbook Input,O2:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,False,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O3,Emotionality,Openness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Emotionality item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Emotionality; Johnson workbook Input,O3:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O4,Adventurousness,Openness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Adventurousness item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Adventurousness; Johnson workbook Input,O4:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O5,Intellect,Openness,0,none,The canonical definition describes Maintains that certain truths and values are universal and unchanging No explicit or close link to the Intellect item family was identified.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Intellect; Johnson workbook Input,O5:0:absolutist,not_supported,False,False,O6,proxy,,GPT-6 Astra,High,True,True,False,False
absolutist,Maintains that certain truths and values are universal and unchanging.,O6,Liberalism,Openness,-1,direct,Universal unchanging values directly oppose no absolute right and wrong.,91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Liberalism; Johnson workbook Input,O6:-1:moral_absolutism,high,True,True,O6,proxy,,GPT-6 Astra,High,True,True,True,True
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A1,Trust,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Trust item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Trust; Johnson workbook Input,A1:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A2,Morality,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Morality item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Morality; Johnson workbook Input,A2:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A3,Altruism,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Altruism item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Altruism; Johnson workbook Input,A3:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A4,Cooperation,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Cooperation item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Cooperation; Johnson workbook Input,A4:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A5,Modesty,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Modesty item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Modesty; Johnson workbook Input,A5:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",A6,Sympathy,Agreeableness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Sympathy item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Sympathy; Johnson workbook Input,A6:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C1,Self-Efficacy,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Self-Efficacy item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Self-Efficacy; Johnson workbook Input,C1:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C2,Orderliness,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Orderliness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Orderliness; Johnson workbook Input,C2:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C3,Dutifulness,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Dutifulness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Dutifulness; Johnson workbook Input,C3:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C4,Achievement-Striving,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Achievement-Striving item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Achievement-Striving; Johnson workbook Input,C4:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C5,Self-Discipline,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Self-Discipline item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Self-Discipline; Johnson workbook Input,C5:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",C6,Cautiousness,Conscientiousness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Cautiousness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Cautiousness; Johnson workbook Input,C6:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E1,Friendliness,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Friendliness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Friendliness; Johnson workbook Input,E1:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E2,Gregariousness,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Gregariousness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Gregariousness; Johnson workbook Input,E2:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E3,Assertiveness,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Assertiveness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Assertiveness; Johnson workbook Input,E3:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E4,Activity Level,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Activity Level item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Activity Level; Johnson workbook Input,E4:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E5,Excitement-Seeking,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Excitement-Seeking item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Excitement-Seeking; Johnson workbook Input,E5:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",E6,Cheerfulness,Extraversion,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Cheerfulness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Cheerfulness; Johnson workbook Input,E6:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N1,Anxiety,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Anxiety item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Anxiety; Johnson workbook Input,N1:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N2,Anger,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Anger item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Anger; Johnson workbook Input,N2:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N3,Depression,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Depression item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Depression; Johnson workbook Input,N3:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N4,Self-Consciousness,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Self-Consciousness item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Self-Consciousness; Johnson workbook Input,N4:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,False,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N5,Immoderation,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Immoderation item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Immoderation; Johnson workbook Input,N5:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,False,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",N6,Vulnerability,Neuroticism,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Vulnerability item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Vulnerability; Johnson workbook Input,N6:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",O1,Imagination,Openness,0,none,"The canonical definition describes Thinks in terms of concepts, patterns, and theoretical frameworks No explicit or close link to the Imagination item family was identified.",91ad7519fe89b55921f58680a9a734e158320ca4:research/outputs/externally_anchored_big_five/external_taxonomy_expanded_trait_mapping.csv; official IPIP newNEOFacetsKey.htm#Imagination; Johnson workbook Input,O1:0:abstract,not_supported,False,False,O5,direct,,GPT-6 Astra,High,True,True,False,False
