anchor,absolute_delta_per_edited_trait,edited_trait_count,clamp_count,predicted_3d_displacement,nearest_persona,nearest_neighbor_distance,mean_5nn_distance,distance_percentile_vs_canonical_loo,profile_pca_reconstruction_error,reconstruction_error_percentile_vs_canonical,outside_range_trait_count,ood_label,changes
actor,10.0,3,1,2.551887404361306,actor,0.19870473215791384,5.235014670717435,53.83211678832117,2.4301493700201315,51.64233576642335,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 10.0, ""modified_percentile"": 82.99270072992701, ""modified_raw_cosine"": 0.12245317889884005, ""requested_percentile"": 82.99270072992701, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 10.0, ""modified_percentile"": 91.38686131386861, ""modified_raw_cosine"": 0.24043945935119754, ""requested_percentile"": 91.38686131386861, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -10.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -0.5109489051094904, ""trait"": ""reserved""}]"
actor,20.0,3,2,4.688421354043678,actor,0.3498955926913136,5.235326168259561,53.83211678832117,3.0172085860121394,70.25547445255475,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 20.0, ""modified_percentile"": 92.99270072992701, ""modified_raw_cosine"": 0.16007376823468336, ""requested_percentile"": 92.99270072992701, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 20.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2840997706751485, ""requested_percentile"": 101.38686131386861, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -20.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -10.51094890510949, ""trait"": ""reserved""}]"
actor,30.0,3,3,3.224397632551201,actor,0.36017766185134487,5.242924773482273,53.83211678832117,3.2625819739440893,73.90510948905109,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2043493460411005, ""requested_percentile"": 102.99270072992701, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2840997706751485, ""requested_percentile"": 111.38686131386861, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -30.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -20.51094890510949, ""trait"": ""reserved""}]"
actor,50.0,3,3,3.224397632551201,actor,0.36017766185134487,5.242924773482273,53.83211678832117,3.2625819739440893,73.90510948905109,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2043493460411005, ""requested_percentile"": 122.99270072992701, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2840997706751485, ""requested_percentile"": 131.38686131386862, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -50.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -40.51094890510949, ""trait"": ""reserved""}]"
actor,75.0,3,3,3.224397632551201,actor,0.36017766185134487,5.242924773482273,53.83211678832117,3.2625819739440893,73.90510948905109,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2043493460411005, ""requested_percentile"": 147.992700729927, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2840997706751485, ""requested_percentile"": 156.38686131386862, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -75.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -65.51094890510949, ""trait"": ""reserved""}]"
actor,100.0,3,3,3.224397632551201,actor,0.36017766185134487,5.242924773482273,53.83211678832117,3.2625819739440893,73.90510948905109,0,in-distribution,"[{""baseline_percentile"": 72.99270072992701, ""baseline_raw_cosine"": 0.0923076904223715, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2043493460411005, ""requested_percentile"": 172.992700729927, ""trait"": ""theatrical""}, {""baseline_percentile"": 81.38686131386861, ""baseline_raw_cosine"": 0.2175111350917513, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.2840997706751485, ""requested_percentile"": 181.38686131386862, ""trait"": ""adaptable""}, {""baseline_percentile"": 9.48905109489051, ""baseline_raw_cosine"": -0.1127198188354146, ""delta_percentile"": -100.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.2099281976866152, ""requested_percentile"": -90.51094890510949, ""trait"": ""reserved""}]"
therapist,0.0,3,0,0.0,therapist,6.8510746500567485e-15,4.47255873310121,41.78832116788321,4.023481642614315,85.76642335766424,0,in-distribution,[]
therapist,5.0,3,1,1.1944808857805027,therapist,0.07282929153817712,4.509082877582107,42.518248175182485,4.050440084689313,85.94890510948905,0,in-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 5.0, ""modified_percentile"": 92.22627737226277, ""modified_raw_cosine"": 0.10861935011199425, ""requested_percentile"": 92.22627737226277, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 5.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 103.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -5.0, ""modified_percentile"": 50.1094890510949, ""modified_raw_cosine"": -0.44668023566799697, ""requested_percentile"": 50.1094890510949, ""trait"": ""reactive""}]"
therapist,10.0,3,1,1.7041962773546406,therapist,0.10986174995993062,4.510054225523674,42.518248175182485,4.14476460973998,88.13868613138686,0,in-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 10.0, ""modified_percentile"": 97.22627737226277, ""modified_raw_cosine"": 0.14005296495146874, ""requested_percentile"": 97.22627737226277, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 10.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 108.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -10.0, ""modified_percentile"": 45.1094890510949, ""modified_raw_cosine"": -0.4612412462877922, ""requested_percentile"": 45.1094890510949, ""trait"": ""reactive""}]"
therapist,20.0,3,2,2.6857294228999717,therapist,0.15391879349980062,4.516494226493675,42.88321167883212,4.334811807908986,91.05839416058394,0,edge-of-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 20.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.1736131925719064, ""requested_percentile"": 107.22627737226277, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 20.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 118.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -20.0, ""modified_percentile"": 35.1094890510949, ""modified_raw_cosine"": -0.48753973922790383, ""requested_percentile"": 35.1094890510949, ""trait"": ""reactive""}]"
therapist,30.0,3,2,3.231542245225976,therapist,0.15383109283829602,4.523967417557764,43.24817518248175,4.3837134443221775,91.05839416058394,0,edge-of-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.1736131925719064, ""requested_percentile"": 117.22627737226277, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 30.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 128.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -30.0, ""modified_percentile"": 25.109489051094897, ""modified_raw_cosine"": -0.5069580918556665, ""requested_percentile"": 25.109489051094897, ""trait"": ""reactive""}]"
therapist,50.0,3,2,4.462830764429007,therapist,0.16903330104586323,4.5428169235124365,43.97810218978102,4.531637657912345,92.15328467153284,0,edge-of-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.1736131925719064, ""requested_percentile"": 137.22627737226276, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 148.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -50.0, ""modified_percentile"": 5.109489051094897, ""modified_raw_cosine"": -0.5469798738832491, ""requested_percentile"": 5.109489051094897, ""trait"": ""reactive""}]"
therapist,75.0,3,3,5.042045492415927,therapist,0.1815639069363349,4.552603009867291,43.97810218978102,4.617699980750023,92.51824817518248,0,edge-of-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.1736131925719064, ""requested_percentile"": 162.22627737226276, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 173.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -75.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.5650027197919144, ""requested_percentile"": -19.890510948905103, ""trait"": ""reactive""}]"
therapist,100.0,3,3,5.042045492415927,therapist,0.1815639069363349,4.552603009867291,43.97810218978102,4.617699980750023,92.51824817518248,0,edge-of-distribution,"[{""baseline_percentile"": 87.22627737226277, ""baseline_raw_cosine"": 0.0943282797352886, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.1736131925719064, ""requested_percentile"": 187.22627737226276, ""trait"": ""empathetic""}, {""baseline_percentile"": 98.54014598540147, ""baseline_raw_cosine"": 0.31443782448329, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.3415686997486726, ""requested_percentile"": 198.54014598540147, ""trait"": ""agreeable""}, {""baseline_percentile"": 55.1094890510949, ""baseline_raw_cosine"": -0.4337325363542539, ""delta_percentile"": -100.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": -0.5650027197919144, ""requested_percentile"": -44.8905109489051, ""trait"": ""reactive""}]"
spy,0.0,3,0,0.0,spy,6.016753275534738e-15,4.369542637212035,39.96350364963504,2.778413911754832,61.67883211678832,0,in-distribution,[]
spy,5.0,3,0,1.5822037117608685,spy,0.03128324504621194,4.374101348807582,39.96350364963504,2.8481658941817707,64.05109489051095,0,in-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 5.0, ""modified_percentile"": 67.4087591240876, ""modified_raw_cosine"": 0.5216901858419688, ""requested_percentile"": 67.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 5.0, ""modified_percentile"": 61.56934306569343, ""modified_raw_cosine"": 0.4017899389251288, ""requested_percentile"": 61.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -5.0, ""modified_percentile"": 35.87591240875913, ""modified_raw_cosine"": 0.28305465017308007, ""requested_percentile"": 35.87591240875913, ""trait"": ""transparent""}]"
spy,10.0,3,0,2.9303184573287564,spy,0.05895269382913441,4.378476935179706,39.96350364963504,2.9237369354396567,67.33576642335767,0,in-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 10.0, ""modified_percentile"": 72.4087591240876, ""modified_raw_cosine"": 0.5294582589063177, ""requested_percentile"": 72.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 10.0, ""modified_percentile"": 66.56934306569343, ""modified_raw_cosine"": 0.4080004555863669, ""requested_percentile"": 66.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -10.0, ""modified_percentile"": 30.875912408759127, ""modified_raw_cosine"": 0.2707104473685305, ""requested_percentile"": 30.875912408759127, ""trait"": ""transparent""}]"
spy,20.0,3,0,5.68538609620045,spy,0.11442921352933724,4.386678811152496,40.32846715328467,3.140497798269914,70.98540145985402,0,in-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 20.0, ""modified_percentile"": 82.4087591240876, ""modified_raw_cosine"": 0.543122566761245, ""requested_percentile"": 82.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 20.0, ""modified_percentile"": 76.56934306569343, ""modified_raw_cosine"": 0.4219640464287331, ""requested_percentile"": 76.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -20.0, ""modified_percentile"": 20.875912408759127, ""modified_raw_cosine"": 0.24202387315666135, ""requested_percentile"": 20.875912408759127, ""trait"": ""transparent""}]"
spy,30.0,3,0,8.627033591248574,spy,0.17436604122772617,4.393469565253726,40.32846715328467,3.48158987450837,77.55474452554745,0,in-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 30.0, ""modified_percentile"": 92.4087591240876, ""modified_raw_cosine"": 0.5602384989662132, ""requested_percentile"": 92.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 30.0, ""modified_percentile"": 86.56934306569343, ""modified_raw_cosine"": 0.4329386290641712, ""requested_percentile"": 86.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -30.0, ""modified_percentile"": 10.875912408759127, ""modified_raw_cosine"": 0.20287970294490393, ""requested_percentile"": 10.875912408759127, ""trait"": ""transparent""}]"
spy,50.0,3,3,13.837689655137563,spy,0.28058627857006657,4.388982851312379,40.32846715328467,4.241343202793479,90.32846715328468,0,edge-of-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.5858288780254061, ""requested_percentile"": 112.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 50.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.4563364441899006, ""requested_percentile"": 106.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -50.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.132527407959981, ""requested_percentile"": -9.124087591240873, ""trait"": ""transparent""}]"
spy,75.0,3,3,13.837689655137563,spy,0.28058627857006657,4.388982851312379,40.32846715328467,4.241343202793479,90.32846715328468,0,edge-of-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.5858288780254061, ""requested_percentile"": 137.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 75.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.4563364441899006, ""requested_percentile"": 131.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -75.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.132527407959981, ""requested_percentile"": -34.12408759124087, ""trait"": ""transparent""}]"
spy,100.0,3,3,13.837689655137563,spy,0.28058627857006657,4.388982851312379,40.32846715328467,4.241343202793479,90.32846715328468,0,edge-of-distribution,"[{""baseline_percentile"": 62.40875912408759, ""baseline_raw_cosine"": 0.5157517957344384, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.5858288780254061, ""requested_percentile"": 162.4087591240876, ""trait"": ""strategic""}, {""baseline_percentile"": 56.56934306569343, ""baseline_raw_cosine"": 0.3919986386946802, ""delta_percentile"": 100.0, ""modified_percentile"": 100.0, ""modified_raw_cosine"": 0.4563364441899006, ""requested_percentile"": 156.56934306569343, ""trait"": ""calculating""}, {""baseline_percentile"": 40.87591240875913, ""baseline_raw_cosine"": 0.2990643871803113, ""delta_percentile"": -100.0, ""modified_percentile"": 0.0, ""modified_raw_cosine"": 0.132527407959981, ""requested_percentile"": -59.12408759124087, ""trait"": ""transparent""}]"
