replicate,component,min_heldout_score_corr,mean_heldout_score_corr
10,3,-0.06371330068673871,-0.0203984004845502
10,4,-0.04500555956072109,0.021380768209598514
10,5,-0.0011594093258292084,0.050671878979379026
10,6,-0.03711872771121185,0.06357682699571011
10,7,-0.04246589402824488,-0.01259595327379479
10,8,0.02214556363288123,0.06567421506795938
10,9,-0.07565616531998598,-0.011557775194357411
10,10,-0.15877291749500402,-0.07825075636601418
10,11,-0.12230977364589617,-0.07880675583851877
10,12,-0.03165230136406016,0.014573625352887044
10,13,-0.07354751888683508,-0.023507463516629773
10,14,0.0179861875066788,0.04192312242327815
10,15,-0.04390593857132756,0.01496554535807599
10,16,-0.00549070098865761,0.01917845357925006
10,17,-0.06049620792894143,-0.0030612286025209954
10,18,-0.2468118162624483,-0.0974620665683026
10,19,-0.14130292814244988,-0.05949458228125692
10,20,-0.035217085615199824,0.01203372920100424
11,1,-0.1465811264339983,-0.015317731124869149
11,2,0.03962178429196937,0.10823328075775103
11,3,-0.04736411500232941,-0.019446433564036438
11,4,-0.00020438457354500375,0.03902053581821779
11,5,0.015628924850345248,0.07481920045287362
11,6,-0.11276133986253145,-0.040374761971814783
11,7,-0.06755008822321927,-0.01382588789134379
11,8,-0.015366984189469905,-0.00012443212017739015
11,9,-0.01819513550769972,0.0042765177635029445
11,10,-0.07720090762406008,-0.03091576216192278
11,11,-0.13249363455566107,-0.05652273688516076
11,12,0.0022458763918775377,0.043539073352710435
11,13,-0.12529499290948296,-0.05490351933909807
11,14,0.02701650814825188,0.046291135959322695
11,15,-0.05630938622998122,0.018028459444636855
11,16,-0.0967297266361898,-0.07612182554940508
11,17,0.013606978853173036,0.05918421896350048
11,18,-0.004379351884929728,0.01970188798469422
11,19,-0.014001680068373766,-0.004285366185914636
11,20,-0.08690911240219817,-0.035967381675983096
12,1,0.027164261736982442,0.054749527369011036
12,2,-0.03351925991176011,-0.016368927683847404
12,3,-0.1302365922046299,-0.06280051720303054
12,4,-0.03943165560186976,0.011754173599358505
12,5,-0.04609047466927805,-0.00713911157776954
12,6,-0.12037118888282834,-0.07416484518875445
12,7,-0.06301767978397115,-0.03156492994285877
12,8,-0.020647169899227255,0.016479927493751184
12,9,-0.053344605041434866,0.002898068114710962
12,10,-0.08309550626866642,-0.06243675216390333
12,11,-0.06676424186092768,-0.025493487613671012
12,12,0.004202158232874902,0.048134171529786746
12,13,0.011230561396962145,0.07606599528600734
12,14,-0.06917528024055898,0.031869479279946406
12,15,-0.05233262994213663,-0.016165435087578953
12,16,-0.059325987091674984,-0.04298883812269141
12,17,0.02100180248301468,0.03118495303234775
12,18,-0.036983840414601184,0.008144992587237946
12,19,-0.0005869905402131345,0.0615837733308383
12,20,-0.055175754448614764,0.027473782113648145
13,1,-0.0023636694214184068,0.09400926565283767
13,2,-0.10935187885894915,-0.03454318645971146
13,3,-0.07569530802045103,-0.05268738658397388
13,4,-0.06124699245717407,0.012940387807378934
13,5,-0.16408783754466943,-0.04607039338030967
13,6,-0.08671992605034592,-0.02889236071387971
13,7,-0.07116844623425787,-0.03257590335470822
13,8,-0.009940409871909925,0.022224959761423274
13,9,-0.010635906705596457,0.021694048752086026
13,10,-0.14103118873328105,-0.07354548382653818
13,11,0.02511658638545348,0.05305024466866156
13,12,-0.08655726687038147,-0.04365950176624722
13,13,-0.0966768922774873,0.0012663704217328782
13,14,-0.013072070021221776,0.012368347721543873
13,15,-0.07835758526919592,-0.014882074826990879
13,16,-0.04989382929866732,-0.022988420197486936
13,17,-0.06793650365786386,-0.010885396655609031
13,18,0.05028383651766661,0.05720126961632873
13,19,-0.05439612481848553,0.007134348141722961
13,20,0.011356839916446489,0.03805946762964399
14,1,0.015183951248630584,0.04267169137507356
14,2,-0.0007578770404372122,0.0311129407266874
14,3,-0.054373105977523116,-0.010993785457225298
14,4,-0.045803767770699964,-0.005905874078664008
14,5,-0.1259390765594224,-0.078591085835283
14,6,-0.10812418008005131,-0.06488288974449767
14,7,-0.06286570366231223,-0.03983561718588843
14,8,-0.07612812480802499,-0.04127978629157819
14,9,-0.023839023635298735,-0.0010356325998768106
14,10,-0.08690113458626583,-0.053492653841345106
14,11,-0.10406442609590112,-0.035966029521156864
14,12,-0.0025282444110069292,0.023438324700989596
14,13,-0.03804371613959023,-0.01216987811266434
14,14,-0.10257198786427404,0.0037277303587253488
14,15,0.004938855398757613,0.030035211762635183
14,16,-0.1269500064559433,-0.06576578133686624
14,17,0.024802439106802403,0.06237789329443469
14,18,-0.08004938440669478,-0.029585017489691726
14,19,0.009054927335102209,0.05536150136243018
14,20,-0.027721895797931866,0.021475379817566073
15,1,-0.10806713678243321,-0.0636461416551071
15,2,-0.049931554951681126,0.004254899241850937
15,3,-0.03446804530270447,0.004259990085885614
15,4,-0.027391132913494196,0.010388390756900408
15,5,-0.01890985000945904,0.029829735777812703
15,6,-0.02126886048804592,-0.005593445260524025
15,7,-0.020615577757810154,0.024575424896907106
15,8,-0.061450347221882695,-0.004590990865668239
15,9,-0.014932725177903254,0.00678141789691927
15,10,-0.1148455333993005,-0.02822288554810204
15,11,-0.01929477164251813,0.013546125812787227
15,12,-0.05038105256336901,-0.029870722409718994
15,13,-0.021853973583392975,0.028044683686051414
15,14,-0.06407217770652048,-0.0034867112614008996
15,15,-0.031446941975196555,0.008211586398808361
15,16,-0.000726200930568322,0.04480646392434873
15,17,0.010800357059960443,0.07653963954883869
15,18,-0.00717099522333433,0.026150269000847503
15,19,0.008156501333985381,0.038749541059191255
15,20,-0.02567854935385525,0.025732998487003278
16,1,-0.018035626771227487,0.05754877120597629
16,2,0.06188971000570931,0.10321889866413304
16,3,0.03239510524200957,0.09561631482549265
16,4,-0.04669507156359261,-0.007095905847307473
16,5,-0.163833844675273,-0.08791912673025387
16,6,-0.15353029120628547,-0.0808855801670877
16,7,-0.11170828302182774,-0.057800514333574006
16,8,-0.03422064381140092,0.013498118261599702
16,9,-0.05079986476692981,-0.01899910403773623
16,10,-0.041236596413101644,-0.006679191511780021
16,11,-0.08995704310395217,-0.01205089570081584
16,12,-0.05773432937286651,-0.02528562720795141
16,13,-0.1006629621451357,-0.04564009392007412
16,14,-0.042672155304409716,-0.0166765054540882
16,15,-0.05706381561389734,0.01744869631138501
16,16,-0.039491212557477694,-0.001530633781082296
16,17,-0.09997268111536813,-0.0214933656054641
16,18,-0.18759693459329901,-0.02952081864882626
16,19,-0.09277938616551266,-0.05500600248029158
16,20,-0.052257543406742865,0.01665243141642458
17,1,-0.09175650865919045,-0.04966025234221622
17,2,0.08842053565044969,0.09956595403691358
17,3,-0.06922151272086277,-0.015594510340957804
17,4,-0.11942833380364293,-0.076958798655077
17,5,-0.07441526882313315,-0.05581534886004638
17,6,-0.10060140580866252,-0.022119998963291115
17,7,-0.08012456620184277,-0.04035191343245632
17,8,-0.07573947100154162,-0.016457900204447276
17,9,-0.0014636685545592813,0.022013311428088014
17,10,-0.03825363940911114,-0.014001201251372853
17,11,-0.02303888943327292,0.023708837857458243
17,12,0.021396362323822058,0.06404103745200664
17,13,-0.01948377891992301,0.04750858356704236
17,14,0.037973107236955767,0.12061392620143672
17,15,0.05344963694816414,0.07046181506287184
17,16,-0.07724351310971432,-0.04305643303186307
17,17,-0.06045860870309432,-0.03991142367564182
17,18,-0.05554174596142396,0.003217614328133745
17,19,-0.10429676238642419,-0.05901805200621507
17,20,0.02403301169227819,0.05555335635660949
18,1,-0.21752121541321282,-0.10474165351471769
18,2,-0.07723788153543104,-0.015399821602327323
18,3,-0.19067061460353338,-0.07129799864320617
18,4,-0.041204474874886494,0.00878330092600048
18,5,0.008072664977544016,0.03942777995008082
18,6,-0.1989003228542145,-0.043874196535153655
18,7,-0.04353522474630785,0.01683529508952066
18,8,-0.034206264115288446,0.015238172723084286
18,9,-0.045386394671418105,0.019718172418935857
18,10,0.021401498487254436,0.02558329047695718
18,11,-0.018771787957892857,0.02635479472120862
18,12,-0.07276391566481616,0.037109727637363164
18,13,-0.10292141830968472,-0.030485633657355644
18,14,-0.102025073429017,-0.05087602537764405
18,15,-0.03518642926579321,0.007967575266937229
18,16,-0.056483991524058794,-0.029521292334702753
18,17,0.024483291514194965,0.06419541478367406
18,18,-0.062381388856818015,-0.013167937232724717
18,19,-0.01943986073923601,0.00653771684492505
18,20,0.020808250492995565,0.05988624959573169
19,1,-0.0751125329265568,-0.050543355061234536
19,2,-0.15871097078328011,-0.0652264840439176
19,3,-0.011245946932499867,0.05002140436095121
19,4,-0.024897028290156407,0.04011351567507545
19,5,-0.005296404746716827,0.04494821505669223
19,6,-0.06674201731096618,0.009957448053632547
19,7,-0.04917747084297444,-0.007588344032293556
19,8,-0.12812578259976778,-0.0011829954894349848
19,9,-0.026894489618816672,-0.0032440696379972406
19,10,-0.01857135266740228,0.02982436222916324
19,11,-0.12362230250398545,-0.02672464495082275
19,12,-0.07077518465020294,-0.041910735715202464
19,13,-0.09186173187090199,-0.006613581564848319
19,14,-0.06195611805437744,0.008861083235979209
19,15,-0.05441986385216641,-0.0003221398807301615
19,16,-0.0826518099555397,0.0006146500097485944
19,17,-0.107543723139833,-0.04082891224265763
19,18,0.047515262659401626,0.0692902517684905
19,19,-0.028014271594653407,0.02757395978597804
19,20,0.014267505716168468,0.022757544011365646
20,1,-0.08064306143274494,-0.04802604714599471
20,2,-0.057442730854166964,0.04387586996986747
20,3,-0.08890886842659465,-0.022838503626792798
20,4,-0.07410926371674724,-0.045486627907832144
20,5,-0.015307489998213599,0.030937046448184093
20,6,-0.0007940696145756911,0.040681147082233055
20,7,-0.041852281181024346,0.023890677598732684
20,8,0.030972989732273862,0.06936579079948924
20,9,0.016987457020742825,0.05259639086490107
20,10,-0.014273876656423122,0.08586908095031008
20,11,-0.16476147150310708,-0.09759595581313422
20,12,-0.02644686662940917,-0.021137070564283652
20,13,0.011327063107747887,0.027021250894451617
20,14,-0.02275731457680648,-0.0014042140383402682
20,15,-0.03614033390709618,-0.012659344419118403
20,16,-0.062483963126841464,-0.024184045688360734
20,17,-0.07007530797295923,0.0017828600079635437
20,18,-0.07011784033995547,-0.014734167696870712
20,19,-0.0516683304451657,0.0109817132040151
20,20,-0.0672196245941961,-0.038086767482259136
21,1,-0.0687923617753165,-0.04399918723091417
21,2,-0.03851951581302813,0.026489554698129043
21,3,0.001384952239151517,0.016352031283858846
21,4,-0.03332901381077481,0.04065243435992536
21,5,-0.07207151463842808,-0.033320981883480975
21,6,-0.034736328057170286,0.012668472124057579
21,7,-0.02952104561909539,0.012952933636591536
21,8,-0.0021580759222049046,0.01853362669598477
21,9,-0.13058752982494481,-0.07995894147771032
21,10,-9.455178217989866e-05,0.048944292641255625
21,11,0.02710557085866626,0.05996860590415839
21,12,-0.09669443145484256,-0.041915643166458544
21,13,-0.09229610503616133,-0.011183136074773418
21,14,-0.03780601247273927,0.003907055180128689
21,15,-0.036708666639341477,0.01270194884795109
21,16,-0.03482284596516502,0.01805062812684548
21,17,-0.07684225325900787,-0.009121800916479754
21,18,-0.09907242081959831,-0.004626707755312293
21,19,-0.024983849659615632,-0.004984500328670781
21,20,-0.10293355556876274,0.0399424704304345
22,1,-0.19107677589136665,-0.08333475894560584
22,2,-0.09935687631741574,-0.003073262033719821
22,3,-0.0653068249822957,0.046363412489183964
22,4,-0.027879258222242048,0.0035268393476635893
22,5,-0.08157347594673005,-0.030814581884481274
22,6,-0.04962418594870146,0.004519496229263305
22,7,-0.050864966591258824,-0.03574541671766916
22,8,-0.12671170254236036,0.004899672538202597
22,9,-0.08897768254467715,-0.009469186657263559
22,10,-0.03737224474975941,0.044299112973249545
22,11,-0.06626196782977799,0.02752419820497959
22,12,-0.06155131189429433,-0.04531382740031407
22,13,-0.04957391939200289,-0.01939135497424384
22,14,0.00993436366432042,0.01629995455901009
22,15,-0.02010079798854902,0.026612035121483493
22,16,-0.029268441916779856,-0.005553668601456009
22,17,-0.048083852570582584,0.03402191662230638
22,18,-0.03709899853380242,0.03628398131415027
22,19,-0.10805608710114938,-0.06424581609565495
22,20,-0.01811265556626105,-0.011774818371260579
23,1,-0.11151179633779584,-0.05901243243115401
23,2,0.00479689278366219,0.04851056307881387
23,3,-0.024120034612795244,0.012848086835201547
23,4,-0.05834221689262782,0.012840032502774679
23,5,-0.04563947332064774,0.0034099464893454306
23,6,-0.025653997609150724,0.022750298991316545
23,7,-0.10736495140091717,-0.06611363946715437
23,8,-0.026146168189587305,0.010957883489146801
23,9,0.006908629968252064,0.05327811004881192
23,10,-0.02379617916316248,0.007016145037759104
23,11,-0.029623075716378133,0.0846632542263041
23,12,-0.053807335520758,-0.012978144790551552
23,13,-0.1175722052049198,-0.06556131114141688
23,14,-0.07276408543407903,-0.03192276347176579
23,15,-0.10894417134601135,-0.008228734713231099
23,16,-0.07985013574587328,0.0135926073033858
23,17,-0.09248617201061698,-0.010006234931435867
23,18,-0.09242380111243739,0.00241328155637636
23,19,-0.07338236716053576,0.024442139952582837
23,20,0.02222899142641795,0.07300119647220805
24,1,0.07225575303929374,0.09755266074562653
24,2,-0.1652977969438565,-0.08466730540202964
24,3,-0.1430197185025055,-0.0427911787756475
24,4,0.024629069814507475,0.07250177367668532
24,5,-0.03193628669018279,0.06021355034976591
24,6,0.003327862532402643,0.06969121456168316
24,7,0.08058085764103853,0.13737641800283204
24,8,-0.03655914300308449,0.059346666543797645
24,9,-0.03482182225272307,0.006379458845904558
24,10,-0.023766822156004043,0.044316583100259294
24,11,-0.16108720214300576,-0.10878862660598183
24,12,-0.107570332255346,-0.0487287104674874
24,13,-0.12948350383466664,-0.03523988252690985
24,14,-0.0571482470692535,-0.009266662574789652
24,15,-0.1539217700604071,-0.059549401541069996
24,16,-0.15386282666223947,-0.06990125789456351
24,17,-0.0709133896455089,-0.007714623515610576
24,18,-0.11224992262955126,-0.017430743565210776
24,19,-0.0905364234235441,-0.039816383034470874
24,20,-0.13902375867731637,0.0009929364123727146
25,1,0.0678959236888017,0.09971075392043116
25,2,-0.02594890751727589,0.014744115076874544
25,3,-0.15048380202014564,-0.0683746121177025
25,4,-0.1598563511128224,-0.06133540813670237
25,5,-0.08446610979385175,-0.04154080579320892
25,6,-0.0185715923382604,0.0034883380205599696
25,7,-0.08910668274460566,-0.02825267054904941
25,8,-0.04056911083735245,-0.01535842973699115
25,9,-0.04342268932823856,-0.021513174071413375
25,10,-0.08818230717790616,-0.04300420422337936
25,11,-0.0062278995888281315,0.0223774407795878
25,12,-0.12132805775232891,-0.053389929608500496
25,13,-0.08885762199865294,-0.006354033945421056
25,14,-0.05944401021609712,-0.014075973436919305
25,15,-0.037685926280079156,-0.015791674089254734
25,16,-0.03640133229825783,0.006372791364643967
25,17,0.01276017547008321,0.050700537290414516
25,18,-0.016030561977020595,-0.013698088418596141
25,19,-0.030182282701819236,-0.0010012266041882396
25,20,-0.02909301129774558,0.01018435828353563
26,1,0.014707543011144596,0.042318707247210485
26,2,-0.1080256522204965,-0.04635372194419033
26,3,-0.06540731967277288,-0.010152787323940024
26,4,-0.09901124152325488,-0.01267807419595174
26,5,0.014157887173500935,0.03618577982655783
26,6,-0.046133552349214235,-0.006192666812139147
26,7,-0.1395914847145563,-0.0504456915973391
26,8,-0.07512877962490423,-0.039610457704150975
26,9,-0.06325947645761093,-0.04674269977949824
26,10,0.028706548278903107,0.048274422065637534
26,11,0.016603267591852783,0.05892989151061006
26,12,0.03362946504140353,0.06533185377164799
26,13,-0.08886889034251541,-0.00760411245032967
26,14,-0.09187311030375635,-0.05610591930998535
26,15,-0.0638001653299055,0.01710965091179895
26,16,-0.06786916775663739,0.008945546809339752
26,17,-0.0828304731843724,-0.014570633553209174
26,18,-0.04558649494905509,0.021655972505733784
26,19,-0.05750581809361517,0.011561374377371135
26,20,0.04987297533146934,0.08352717200651476
27,1,-0.07140234163367876,-0.04609502545635874
27,2,0.003892331083183977,0.03385293578623401
27,3,-0.016744277345017707,0.04871059983172141
27,4,0.006560370392871539,0.024201431391845735
27,5,-0.03711453509252038,-0.014335526782468475
27,6,-0.04822712386311635,-0.022086183479244917
27,7,-0.05309491462656468,-0.024359025392194627
27,8,-0.06104525113008334,-0.01721467365134117
27,9,-0.10130175361657731,-0.029423268677034153
27,10,-0.043176118137035,0.012848636593185754
27,11,-0.0456860568276895,-0.013567906320149278
27,12,-0.014003562803914862,0.04237971677151261
27,13,-0.053709415303948765,-0.042391351500047414
27,14,-0.063136474994836,0.022627462069944884
27,15,-0.06924645224963785,0.01669747201441232
27,16,-0.011696577022423112,0.01377693445983877
27,17,0.0025589322555864364,0.011492533541926574
27,18,0.05505866558473445,0.07864200065306114
27,19,-0.04615110872180904,0.011852945474443896
27,20,-0.1261315266928396,-0.034872749136812604
28,1,-0.017870578630499366,0.02442862612996627
28,2,-0.01455660484641533,0.04906094879587767
28,3,-0.18150066408762028,-0.09542594122202573
28,4,-0.1391556270794109,-0.048609772019083314
28,5,-0.11941565658642637,-0.04418247735044705
28,6,0.008689250807802234,0.05398403916435202
28,7,0.01228626996681729,0.029892230049677837
28,8,0.0031925702142607273,0.052097915900394975
28,9,-0.018604033593893572,0.05463747693344573
28,10,-0.009217247837513454,0.030761230473354998
28,11,0.01170921438538724,0.026863859112607313
28,12,-0.07484189734336534,-0.04103445316718142
28,13,-0.024024562193493252,0.005257886692751808
28,14,-0.08566545795711672,-0.03422875932212361
28,15,0.005805887204700182,0.02863570499508387
28,16,-0.08164300015509594,-0.03311609121728921
28,17,-0.11889509404349388,-0.06300672789935759
28,18,-0.057129182853046245,0.006018894343899211
28,19,-0.0010934185276264264,0.041756613109255276
28,20,-0.009517979067683603,0.019069920105590495
29,1,-0.11767311738095886,-0.021151799785557538
29,2,-0.03231421542375238,-0.017231586542888724
29,3,0.033192867037853006,0.053183244382062456
29,4,-0.054912794213903104,-0.002747644870492373
29,5,-0.05833196773180668,0.014206740737118998
29,6,-0.05920572073425408,0.008752643321214637
29,7,0.0035333747135662627,0.060054505728721445
29,8,-0.03744153786275786,0.04602906704259079
29,9,-0.010520927298198786,0.027512572366856627
29,10,-0.09718198809099746,-0.023746842898696913
29,11,-0.02680338737221553,0.03185774309347406
29,12,-0.027257867132874862,0.01918180282699494
29,13,-0.07481135956056287,0.009575016720308374
29,14,0.009110372587888016,0.06773520368881662
29,15,-0.1641799459766668,-0.07873521737437185
