trait,pearson_qwen_llama,pearson_qwen_gemma,pearson_llama_gemma,pearson_mean,pearson_min,pearson_max,spearman_mean,spearman_min,standardized_rmse_mean,standardized_rmse_max,raw_rmse_mean,standardized_consistency_alpha,all_three_sign_consistent,category,max_leave_one_persona_score_change,most_influential_persona
charismatic,0.13868757820597902,0.8967745572779559,0.4094790709441377,0.4816470688093575,0.13868757820597902,0.8967745572779559,0.6322918169316138,0.42075127665099105,0.9494736950308952,1.310099520360084,0.178713388207279,0.7359779559983028,True,pairwise_only,0.017419530420924548,toddler
chill,0.854007301131693,0.9237177029005431,0.9173603010426603,0.8983617683582988,0.854007301131693,0.9237177029005431,0.9092209303443832,0.8971460719540694,0.4450211908655655,0.5393733703603986,0.06752386683706572,0.9636581055269318,True,all_three_strong,0.02962631959989548,infant
circumspect,0.8267650121242447,0.8900228867618083,0.7975963469201984,0.8381280819354172,0.7975963469201984,0.8900228867618083,0.7567392746891318,0.6585084100285623,0.5635906438390356,0.6350868283878591,0.10452624903860179,0.9395155365731291,True,all_three_strong,0.02095743335411271,caveman
closure_seeking,0.7458916428703926,0.7824762074453104,0.6340493221721074,0.7208057241626035,0.6340493221721074,0.7824762074453104,0.6831524383793505,0.5582124001038631,0.7413107771435543,0.8539554415662877,0.12517316386098948,0.8856516355094474,True,all_three_strong,0.020241768920990943,caveman
collaborative,0.7108729167677353,0.818059588071845,0.8355217568230784,0.7881514205542196,0.7108729167677353,0.8355217568230784,0.7708015733341026,0.6950116846022908,0.6445591634193382,0.7590463912311434,0.09501026402670393,0.9177703117562711,True,all_three_strong,0.04002924910920602,infant
collectivistic,0.8500935786800795,0.9576919951062658,0.8822905731319534,0.8966920489727662,0.8500935786800795,0.9576919951062658,0.8743652327784349,0.8338553417385535,0.44041033009556646,0.5465552251338842,0.06760153630270857,0.9630169187605765,True,all_three_strong,0.015466597429302564,infant
competitive,0.9170681814804545,0.9515401950965214,0.9461010210918184,0.9382364658895982,0.9170681814804545,0.9515401950965214,0.9292845945971937,0.9029168229422118,0.3483345101091846,0.4065224428500432,0.1241662586442243,0.9785280322202792,True,all_three_strong,0.005200163268985869,infant
conceptual,0.929795855390475,0.9572772518099882,0.9343745181281667,0.9404825417762099,0.929795855390475,0.9572772518099882,0.9361001317523057,0.9263627708375407,0.342478044543122,0.3740290277797829,0.1508823391848507,0.9793411386470533,True,all_three_strong,0.00440014200598049,toddler
conciliatory,0.8836822922893101,0.9581925201225424,0.9409606737518698,0.9276118287212407,0.8836822922893101,0.9581925201225424,0.9349803333237164,0.9008389832953464,0.37102729156209024,0.4814451873850347,0.15089881910308506,0.9746471100118301,True,all_three_strong,0.0125026900966968,infant
concise,0.6199646002714032,0.4946136186511048,0.48703991966415144,0.5338727128622198,0.48703991966415144,0.6199646002714032,0.5151159324120288,0.4737445543983151,0.9616033528364024,1.0110338975057254,0.4494172582644727,0.7745722073236015,True,weak_or_mixed,0.05229320232451545,caveman
condescending,0.9254248212184466,0.9333823458979411,0.9536337505083589,0.9374803058749155,0.9254248212184466,0.9536337505083589,0.9450033178500332,0.9348783935835665,0.3512709538821294,0.38549707213740736,0.20193551663559958,0.9782537215050636,True,all_three_strong,0.004239601030283202,narcissist
confident,0.8870843493096932,0.9081398805869915,0.8689065790792736,0.8880436029919861,0.8689065790792736,0.9081398805869915,0.8787111354740679,0.8642035717376879,0.4711027514612678,0.5111100029776834,0.08276458530752986,0.9596711527048979,True,all_three_strong,0.009184959938194459,zealot
confrontational,0.901023159410824,0.9309205740443256,0.9234145824100114,0.9184527719550536,0.901023159410824,0.9309205740443256,0.910915630439591,0.8852064279738034,0.4019297446851093,0.444110177332642,0.11138483023861823,0.9712548666909263,True,all_three_strong,0.014302982273345033,infant
conscientious,0.9138367153751047,0.9588681612232272,0.9524481067741747,0.9417176611241689,0.9138367153751047,0.9588681612232272,0.932680726657242,0.9127705490320533,0.336163064211771,0.41436689923278347,0.059903440375311624,0.9797871870313408,True,all_three_strong,0.006338687397489107,adolescent
constructivist,0.5897072436325533,0.8092257633395836,0.5595745664393942,0.6528358578038437,0.5595745664393942,0.8092257633395836,0.6708431185866921,0.5376625025244511,0.8192045987875295,0.936828571863045,0.06952507153151334,0.8494303677986279,True,all_three_strong,0.008004098624269207,adolescent
contemporary,0.9341691845116401,0.9453228396551798,0.9498658950694016,0.9431193064120739,0.9341691845116401,0.9498658950694016,0.9083740611446102,0.89489743515767,0.33611763391045063,0.362191746744086,0.10216974642227705,0.9802924493715823,True,all_three_strong,0.005040954124542973,toddler
contrarian,0.849120440199906,0.8258291929709235,0.9170833787970086,0.8640110039892793,0.8258291929709235,0.9170833787970086,0.8677070290335921,0.8326580306396237,0.5146474046299384,0.5891306453408784,0.10587842073481828,0.9501510634397385,True,all_three_strong,0.023576973599756412,fool
convergent,0.5986064140663014,0.9096623782913427,0.5749289636881743,0.6943992520152727,0.5749289636881743,0.9096623782913427,0.7287177711741343,0.6266628198840195,0.7463308263730455,0.9203535445170079,0.08637049874667439,0.8720692651686206,True,all_three_strong,0.03765800932062474,toddler
cosmopolitan,0.8587601590785329,0.9021784054869516,0.899024616474216,0.8866543936799002,0.8587601590785329,0.9021784054869516,0.8447617398997913,0.8136003000490465,0.4735344115420581,0.530520954345697,0.08663358398891848,0.9591298282987069,True,all_three_strong,0.008059415194658581,provincial
creative,0.6698107793769578,0.9467640176423814,0.7744382137889321,0.7970043369360904,0.6698107793769578,0.9467640176423814,0.800615485223546,0.6825515709298635,0.6024331623298527,0.8111578546103703,0.058664830351869084,0.9217444162355518,True,all_three_strong,0.01673999012900207,toddler
critical,0.8434892676194938,0.8279338287142683,0.8326606864336266,0.8346945942557963,0.8279338287142683,0.8434892676194938,0.8003496725426271,0.7753146187357549,0.573828923627555,0.5855603745429158,0.08444982359453397,0.9380736962389603,True,all_three_strong,0.015775089066644044,fool
cruel,0.916197402868859,0.9570517355434834,0.931734921269137,0.9349946865604931,0.916197402868859,0.9570517355434834,0.9419447409672735,0.934432936153025,0.3566754267371133,0.4086510991403311,0.06287308278725033,0.9773499811364054,True,all_three_strong,0.017238255966471216,infant
cryptic,0.9515029486912099,0.9824673697939049,0.9495986004473727,0.9611896396441625,0.9495986004473727,0.9824673697939049,0.95657924853101,0.9424592481463316,0.27156839909386804,0.31691677688652675,0.08399510589359617,0.9867196018563035,True,all_three_strong,0.003556084143589877,prey
curious,0.15751049892197488,0.42816565635473486,0.7790154284303489,0.4548971945690196,0.15751049892197488,0.7790154284303489,0.4842612734773953,0.26628083436715616,1.0089270605143041,1.2957051384418348,0.261176421232538,0.7145751351395447,True,pairwise_only,0.014805888944739679,caveman
cynical,0.8612997884085734,0.8991570225583416,0.9573233395945132,0.9059267168538093,0.8612997884085734,0.9573233395945132,0.8688439456449611,0.814533337180116,0.42187607633883656,0.5257296780392744,0.18940199598583374,0.9665440303472189,True,all_three_strong,0.014808736942389267,infant
data_driven,0.794609298185386,0.9665102066733652,0.8066639508303486,0.8559278185630332,0.794609298185386,0.9665102066733652,0.8583191483223219,0.8015706413548368,0.5062623689475316,0.6397559324231203,0.2063573792818527,0.9468732112931905,True,all_three_strong,0.03442837439358848,infant
decisive,0.6629625294430436,0.8620012595120217,0.6426429340099746,0.72253557432168,0.6426429340099746,0.8620012595120217,0.6457155496571555,0.5059444332246618,0.7292647590295086,0.8438691672884626,0.14928819557308534,0.8865209195109637,True,all_three_strong,0.02389034121506145,procrastinator
deconstructionist,0.8033356991893453,0.8095828534567245,0.8259002150639846,0.8129395892366849,0.8033356991893453,0.8259002150639846,0.7948516584441686,0.7587824932921727,0.6103410058260228,0.6260178238654487,0.055284867097017056,0.9287627502831002,True,all_three_strong,0.013701870210223288,caveman
deferential,0.6787468723747947,0.45630375865959577,0.4434563262936177,0.5261689857760027,0.4434563262936177,0.6787468723747947,0.4737324370329765,0.36213496436917575,0.964699720987945,1.0531095655526717,0.07174523969149489,0.7691262254112659,True,weak_or_mixed,0.017393491139451517,interviewer
deontological,0.8801474618691911,0.8646453044525285,0.8820855661698846,0.8756261108305349,0.8646453044525285,0.8820855661698846,0.8576475000721272,0.8381200773203312,0.4975982683055502,0.5193505495415822,0.24643951038795953,0.9547937160430988,True,all_three_strong,0.011318726610505259,stoic
descriptive,0.740907663914039,0.9167311637709292,0.869363755166782,0.8423341942839166,0.740907663914039,0.9167311637709292,0.8652750930440553,0.779744381293096,0.5453686858049702,0.7185404402489222,0.22722081872351932,0.9412717762880979,True,all_three_strong,0.025035119744034384,caveman
detached,0.8740332646651177,0.9145341512213776,0.9249355492325776,0.9045009883730243,0.8740332646651177,0.9249355492325776,0.9093830722329611,0.8836577132800554,0.4334874598493191,0.5010163160599047,0.1322129686636371,0.966002511775516,True,all_three_strong,0.024140359338634454,infant
deterministic,0.8571365678538361,0.8636175532965812,0.9631620443595885,0.8946387218366686,0.8571365678538361,0.9631620443595885,0.8773005202773531,0.8348703153400076,0.4419397102145101,0.5335614842856284,0.17574579732657672,0.962226318359863,True,all_three_strong,0.0069671870425006555,eldritch
diplomatic,0.8962650851798857,0.9571330492995949,0.9355449090997571,0.9296476811930793,0.8962650851798857,0.9571330492995949,0.9333394881855689,0.9055884134906668,0.36843918554245275,0.454659646214707,0.14082138513148537,0.9753952250850327,True,all_three_strong,0.008268455950534825,infant
disorganized,0.9111871127583635,0.9439829140505214,0.9088427680792396,0.9213375982960414,0.9088427680792396,0.9439829140505214,0.9341598145850765,0.9247748189607917,0.3936672061845201,0.4262059386667722,0.27540650818994644,0.9723280374070656,True,all_three_strong,0.008016975366534784,toddler
dispassionate,0.8984060718173953,0.9534833653765193,0.9352485405747263,0.929045992589547,0.8984060718173953,0.9534833653765193,0.9357691161055173,0.9103759268341941,0.37120401485493876,0.4499433202448639,0.14639502275613153,0.9751743443603665,True,all_three_strong,0.012205827217447673,infant
divergent,0.36288287018903115,0.6797974999047817,0.3496267219342872,0.46410236400936666,0.3496267219342872,0.6797974999047817,0.4566925362799689,0.29445024667493724,1.0213298575535357,1.1384272346771154,0.2022883052000148,0.7220743066317039,True,weak_or_mixed,0.014544233772611492,toddler
dogmatic,0.7309646340035467,0.9357554814730941,0.819204604955015,0.8286415734772187,0.7309646340035467,0.9357554814730941,0.8431143552311435,0.7735985689968553,0.5634097895422389,0.7321981365377106,0.21814653930031344,0.9355136742882749,True,all_three_strong,0.027854011126433043,zealot
dominant,0.7723118654176497,0.8056888154891767,0.6833803515196448,0.7537936774754904,0.6833803515196448,0.8056888154891767,0.7412396257080484,0.6441706817460546,0.6967214047026138,0.7943151821588998,0.0883999885770582,0.9018154553864696,True,all_three_strong,0.013742042450833658,proofreader
dramatic,0.8815857155685992,0.9678552891152249,0.922045108254847,0.9238287043128904,0.8815857155685992,0.9678552891152249,0.9223446140234461,0.8789884885029283,0.3776641504393153,0.48576473118881025,0.11000398551711245,0.9732512431248292,True,all_three_strong,0.009722163249913152,caveman
earnest,0.8933224022484663,0.9574585625785633,0.9377926516841016,0.9295245388370438,0.8933224022484663,0.9574585625785633,0.8758591308194609,0.8294255791812123,0.36810164208437507,0.46106329113095856,0.11684684142555214,0.9753500344875893,True,all_three_strong,0.011045530457884145,procrastinator
eclectic,0.8386416871392257,0.9062300412947537,0.8253757795070348,0.8567491693136714,0.8253757795070348,0.9062300412947537,0.8522625813834953,0.8065935777963705,0.5297384632469364,0.5898969796965163,0.16949814840802468,0.9472080639788438,True,all_three_strong,0.004989356912781018,robot
edgy,0.9485726213000183,0.9743730964416988,0.9516544814440562,0.9582000663952578,0.9485726213000183,0.9743730964416988,0.9596462883355933,0.945156227460258,0.2854977041113585,0.3201261315486869,0.11148206028437935,0.9856672844254925,True,all_three_strong,0.0050483638479738024,infant
educational,0.8164226998979902,0.8429389001375468,0.8137744993891666,0.8243786998082344,0.8137744993891666,0.8429389001375468,0.8641274054412741,0.8527186174663166,0.591151082495154,0.6091770136376595,0.23704907765950833,0.9336967212560898,True,all_three_strong,0.023051981084483808,infant
efficient,0.7250986856096193,0.6484308997453054,0.748300548553769,0.707276711302898,0.6484308997453054,0.748300548553769,0.69061865881923,0.599140244078359,0.7617865545209804,0.8370073681430281,0.472750709288483,0.8787671103250247,True,all_three_strong,0.030675776470440175,caveman
effusive,0.9291050414793198,0.9627083694520143,0.9470022509526772,0.9462718872946705,0.9291050414793198,0.9627083694520143,0.9539105430695402,0.9418551109315946,0.3244813795075268,0.37586475937899305,0.1070557197755186,0.9814253069642974,True,all_three_strong,0.009492863629519954,zealot
egalitarian,0.309550412421151,0.37839267455666425,0.7604023454400762,0.48278181080596383,0.309550412421151,0.7604023454400762,0.47851995037650386,0.3356423646172932,0.9923079906367333,1.17297814285334,0.19812328134840737,0.7368601130448915,True,weak_or_mixed,0.01999422882799906,toddler
elitist,0.8007365457044487,0.8062556353791427,0.9530468922205249,0.8533463577680388,0.8007365457044487,0.9530468922205249,0.8552832674571804,0.8005279709183232,0.5191258908682034,0.6301410317005149,0.3144023065520614,0.9458181413094334,True,all_three_strong,0.011301375718709039,zealot
eloquent,0.8149361545322651,0.9678732403856436,0.824520928958317,0.8691101079587419,0.8149361545322651,0.9678732403856436,0.8920154255984151,0.8549464816364213,0.4838782103990687,0.6072740502107273,0.238164199541637,0.9521989169167675,True,all_three_strong,0.02092232187932508,caveman
emotional,0.8316167020892693,0.9374915737664433,0.9000791212446856,0.8897291323667994,0.8316167020892693,0.9374915737664433,0.9010457478626314,0.8541819335852976,0.45947224648601837,0.5792598639802986,0.21343216195364265,0.9603264891463411,True,all_three_strong,0.028545027509711107,infant
empathetic,0.7971355592508884,0.8121418750940573,0.8987810602693611,0.836019498204769,0.7971355592508884,0.8987810602693611,0.8373066751295885,0.7937728282507718,0.5655876634183826,0.6358093297108188,0.15423019376617628,0.9386309473718109,True,all_three_strong,0.033203223140559346,infant
enigmatic,0.9453117350534299,0.9821985360297458,0.9500344382081926,0.9591815697637894,0.9453117350534299,0.9821985360297458,0.9614208091707299,0.9487793196964889,0.2780023093565988,0.33011936789162305,0.06787992736419841,0.9860132449991064,True,all_three_strong,0.0030001051345941443,prey
entertaining,0.9391032637767354,0.9574819649599693,0.9588338878510895,0.9518063721959313,0.9391032637767354,0.9588338878510895,0.956819287768193,0.9478803265918467,0.3086155414932828,0.3483541116338066,0.054647737010821214,0.983402184779237,True,all_three_strong,0.004788880216288649,procrastinator
environmental,0.8128316610338434,0.8875179716062543,0.943078604676294,0.8811427457721305,0.8128316610338434,0.943078604676294,0.8842103036073204,0.8326609157266092,0.4736499054917278,0.610717163381645,0.06603858112832352,0.956971408425484,True,all_three_strong,0.018899034009773552,infant
epicurean,0.8876700153590213,0.9519501717189308,0.8990475308755674,0.9128892393178399,0.8876700153590213,0.9519501717189308,0.91537212813633,0.8902720637027206,0.41035880857087176,0.47312051735167204,0.19773286725680372,0.969172827473646,True,all_three_strong,0.008294760731660689,caveman
erudite,0.89086522747325,0.9042366437544462,0.9529049003206359,0.9160022571827774,0.89086522747325,0.9529049003206359,0.8767036919496456,0.8347797236086668,0.4031766566896495,0.4663430471412023,0.19475388925147005,0.9703398273586296,True,all_three_strong,0.008828785951773832,adolescent
esoteric,0.880394419768872,0.8469570813065516,0.9412620875466716,0.8895378628740317,0.8469570813065516,0.9412620875466716,0.896438071607859,0.8497337064712501,0.46085641824098006,0.5522434227568648,0.2652806626060173,0.9602522032406173,True,all_three_strong,0.005545212283714296,crystalline
essentialist,0.7965941668170342,0.8497684712878867,0.9067065690005701,0.8510230690351636,0.7965941668170342,0.9067065690005701,0.7997907350239943,0.7413917659617437,0.5383252209080897,0.6366571692956188,0.22402085662440127,0.9448651416917594,True,all_three_strong,0.013578637030959406,zealot
ethereal,0.920592609474861,0.9780645984056117,0.9496881225230427,0.9494484434678384,0.920592609474861,0.9780645984056117,0.9418983872363752,0.9092501658925016,0.3078327000719267,0.39779048851820203,0.12393043886199158,0.9825617955712811,True,all_three_strong,0.005074788965258481,caveman
evil,0.9424930797553351,0.9705631898392262,0.9584849952991152,0.9571804216312255,0.9424930797553351,0.9705631898392262,0.9564546127732418,0.9436519431060847,0.2894473113675064,0.3385197310971632,0.1106231298949829,0.9853073861914639,True,all_three_strong,0.007323751581282734,infant
existentialist,0.6224771040360243,0.4332116707701853,0.6408086699105944,0.5654991482389347,0.4332116707701853,0.6408086699105944,0.5692476654837809,0.4181223853899195,0.9253808386124341,1.062757997626824,0.21187831479357452,0.7961045522752356,True,weak_or_mixed,0.013270653098762214,traditionalist
experiential,0.8979851086945276,0.9491161419777736,0.9246005644190782,0.9239006050304598,0.8979851086945276,0.9491161419777736,0.91120183106854,0.8870240327745882,0.3856420446221338,0.4508745458869052,0.059649508014094764,0.9732778416201628,True,all_three_strong,0.004033437127548001,crystalline
exploratory,0.6545673883363948,0.7362770162119007,0.7932393185358543,0.7280279076947166,0.6545673883363948,0.7932393185358543,0.7385941932815941,0.6989423271111624,0.7321631685050178,0.8296704081449906,0.20211227904555862,0.8892646939857269,True,all_three_strong,0.01891849048616484,toddler
extroverted,0.531588355934669,0.8666976487364116,0.7542809308182669,0.7175223118297825,0.531588355934669,0.8666976487364116,0.6952759585701509,0.5310100689535789,0.7270945899515686,0.9661349067247311,0.1526759421470457,0.8839948617673834,True,all_three_strong,0.02922299663367356,procrastinator
factual,0.9397319859316196,0.9607591587143471,0.931805280274179,0.9440988083067152,0.931805280274179,0.9607591587143471,0.9460304088168258,0.9350866968639104,0.3316081673909663,0.3686373256381343,0.060648492138554284,0.9806449560889702,True,all_three_strong,0.0026555226094934214,adolescent
fatalistic,0.9534564317627866,0.9786763129027893,0.9591606296389061,0.963764458101494,0.9534564317627866,0.9786763129027893,0.9631512843445563,0.9562886241020166,0.26531934179305167,0.30454661021974627,0.085215611051285,0.9876224819854202,True,all_three_strong,0.004674440629265808,absurdist
flexible,0.5665902543672754,0.8312024456871526,0.8404166172543283,0.7460697724362522,0.5665902543672754,0.8404166172543283,0.7270246097919854,0.5474839156400565,0.6910764693962307,0.9293370865235716,0.27080833350884587,0.8981075405323105,True,all_three_strong,0.03205854636542593,zealot
flippant,0.9270598899248333,0.9620678018787429,0.9518360005639751,0.9469878974558504,0.9270598899248333,0.9620678018787429,0.9339190059913639,0.9219035803929488,0.3219946657861143,0.3812476185138917,0.10536003752058809,0.9816819122546367,True,all_three_strong,0.006446788922193303,comedian
flirty,0.9580532875704593,0.9647492782443011,0.9624784294352168,0.9617603317499923,0.9580532875704593,0.9647492782443011,0.9652777857919083,0.9610819076195147,0.2758652973800619,0.28911651260278154,0.08167490752125922,0.9869199938528131,True,all_three_strong,0.0016312598502190578,adolescent
forgiving,0.5841121827345703,0.9456304747857601,0.6203215160185601,0.7166880578462967,0.5841121827345703,0.9456304747857601,0.7454424280892069,0.6362799688410605,0.7031128813894819,0.9103576197626064,0.1659796680357338,0.8835724817357032,True,all_three_strong,0.036322265971304946,infant
formal,0.9093660127181119,0.9191469457337479,0.9468834888966976,0.9251321491161858,0.9093660127181119,0.9468834888966976,0.8811549964898108,0.8466962868930499,0.383905688791855,0.42498096227082355,0.12399786839962763,0.9737330145382503,True,all_three_strong,0.008613991796295961,adolescent
formalist,0.9199765523851399,0.9027222505515381,0.9309996806495816,0.9178994945287532,0.9027222505515381,0.9309996806495816,0.9196489810834464,0.9069409422694095,0.40347355314624805,0.4402817556468592,0.11507403688352213,0.9710485454758788,True,all_three_strong,0.004203659481515909,poet
