model_family_id,human_profile_id,comparison_role,trait,canonical_order,human_value,model_consensus_value,pearson_r,spearman_rho
MFamily_A,H06_A,family_specific_strongest,empathetic,17,0.23593724077,-0.566418746656,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,extroverted,18,0.0808131139311,-0.446560614273,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,forgiving,19,0.246962551053,-0.31829457053,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,grandiose,20,-0.0760266262739,-0.759934491827,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,gregarious,21,0.0250102802526,-0.312311198524,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,impulsive,22,-0.446014249647,-0.842685709642,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,innovative,23,-0.0455017226083,-0.742211816468,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,introspective,24,-0.162721858611,-0.242390611509,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,judgmental,25,-0.306943664463,-0.786339072029,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,manipulative,26,-0.449341267006,-0.952132271808,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,melancholic,27,-0.343818930247,-0.814629581173,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,meticulous,28,0.221457232952,0.672524128234,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,neurotic,29,-0.304219032447,-0.761114195605,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,optimistic,30,0.328226279242,0.259762221492,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,paranoid,31,-0.474017740231,-0.806019021792,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,patient,32,0.323655941274,0.767664517523,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,perfectionist,33,0.156750729752,0.577578167363,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,pessimistic,34,-0.408703504253,-0.479382113802,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,playful,35,0.00293055531255,-0.919067961592,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,rebellious,36,-0.531862247401,-0.826870376889,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,reserved,37,-0.174423886732,0.96120247492,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,resilient,38,0.24849334411,0.83064137098,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,secular,39,-0.240714738621,0.83437095152,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,serene,40,0.167756090705,0.163752690151,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,stoic,41,0.18883474567,0.70505173168,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,temperamental,42,-0.455665097919,-0.905294782133,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,theatrical,43,-0.291191558227,-0.846746614881,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,traditional,44,0.246470703891,0.51863332467,0.623661914326,0.592377878381
MFamily_A,H06_A,family_specific_strongest,vindictive,45,-0.437218683156,-0.199838362388,0.623661914326,0.592377878381
MFamily_D,H10_I,primary_and_family_specific_strongest,adventurous,1,0.176207988744,0.91067643784,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,agreeable,2,-0.128604407172,-1.7550912979,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,altruistic,3,-0.105575080917,-1.90084829383,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,anxious,4,0.393123366016,1.1915055351,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,artistic,5,0.107699034114,0.122869635009,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,assertive,6,-0.0731022147474,1.46548698219,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,bitter,7,0.395551862947,1.5624795809,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,callous,8,0.0888032192505,1.48373465583,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,calm,9,-0.322707510947,-1.45817329413,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,conscientious,10,-0.34650012586,-1.09593088286,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,creative,11,-0.0386312806164,0.412713049548,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,curious,12,-0.0825249827183,-0.472210826287,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,cynical,13,0.197476055086,1.71267272986,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,dominant,14,-0.0731022147474,0.933159507509,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,dramatic,15,0.359682997602,0.515550029508,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,emotional,16,0.290030211654,0.424997076972,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,empathetic,17,0.117137163998,-0.00896438179878,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,extroverted,18,0.140109671695,0.735110837602,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,forgiving,19,-0.265978175174,-1.09827332438,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,grandiose,20,0.0423461852916,0.462465874773,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,gregarious,21,0.233066366949,0.299526321401,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,impulsive,22,0.613491299844,1.12504014896,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,innovative,23,-0.150994000439,0.974073756078,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,introspective,24,-0.0354101825604,-0.0731527862164,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,judgmental,25,0.179126517455,1.71523191626,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,manipulative,26,0.301109335043,1.37220414457,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,melancholic,27,0.386868491542,0.75759454093,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,meticulous,28,-0.213469274116,-0.944336821309,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,neurotic,29,0.483945273173,1.1195127173,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,optimistic,30,-0.215359988959,-1.27558806277,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,paranoid,31,0.327029926816,1.54214251517,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,patient,32,-0.448547576436,-1.52505559204,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,perfectionist,33,-0.217751474205,-0.814505104643,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,pessimistic,34,0.482547456884,1.49067606401,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,playful,35,0.0881020388275,0.902132300171,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,rebellious,36,0.2075660878,1.201802129,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,reserved,37,-0.0620922702191,-0.834956093578,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,resilient,38,-0.361390907533,-1.12825825217,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,secular,39,0.0306973360757,0.227780390598,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,serene,40,-0.369456121876,-1.56383638018,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,stoic,41,-0.47027155521,-0.853426197009,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,temperamental,42,0.634869590425,1.19108624057,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,theatrical,43,0.484677764078,0.475520759894,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,traditional,44,0.0465723744516,-1.08402640372,0.754531714468,0.73487269054
MFamily_D,H10_I,primary_and_family_specific_strongest,vindictive,45,0.399731058268,0.952706721566,0.754531714468,0.73487269054
