occupation_level,occupation_code,occupation_title,analytic_n,bootstrap_requested_replicates,bootstrap_valid_replicates,bootstrap_mean_displacement,bootstrap_median_displacement,bootstrap_p95_displacement,centroid_root_trace_covariance,bootstrap_method,openness_bootstrap_mean,openness_bootstrap_ci95_low,openness_bootstrap_ci95_high,conscientiousness_bootstrap_mean,conscientiousness_bootstrap_ci95_low,conscientiousness_bootstrap_ci95_high,extraversion_bootstrap_mean,extraversion_bootstrap_ci95_low,extraversion_bootstrap_ci95_high,agreeableness_bootstrap_mean,agreeableness_bootstrap_ci95_low,agreeableness_bootstrap_ci95_high,emotional_stability_bootstrap_mean,emotional_stability_bootstrap_ci95_low,emotional_stability_bootstrap_ci95_high,cov_openness__openness,cov_openness__conscientiousness,cov_openness__extraversion,cov_openness__agreeableness,cov_openness__emotional_stability,cov_conscientiousness__conscientiousness,cov_conscientiousness__extraversion,cov_conscientiousness__agreeableness,cov_conscientiousness__emotional_stability,cov_extraversion__extraversion,cov_extraversion__agreeableness,cov_extraversion__emotional_stability,cov_agreeableness__agreeableness,cov_agreeableness__emotional_stability,cov_emotional_stability__emotional_stability
narrow,1020,Computer software engineers,29,500,500,0.3391270223,0.3186642625,0.5665639998,0.3629684865,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.2516175614,-0.563511805,0.06221385592,-0.1290709753,-0.3404216199,0.1005130276,-0.4249583893,-0.8257975951,-0.04155444917,-0.1368145693,-0.4670725022,0.2237240321,0.4611415231,0.1223923449,0.7197358129,0.02694376653,0.006260739705,-0.004316389766,0.0001597333121,0.008273782623,0.01379149468,-0.0002568701852,-0.0003252183312,-0.004203320953,0.03990984485,0.009113118327,-0.0007952988486,0.02926146747,0.004435355718,0.02183954866
narrow,1040,Computer support specialists,24,500,500,0.447511557,0.4230743002,0.7638014167,0.4783036399,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.0187154126,-0.4067379206,0.4637135304,-0.01768336476,-0.2952641472,0.3147568735,-0.1980389274,-0.6777222525,0.2868577776,-0.173620905,-0.5741148911,0.2214726015,0.2645528245,-0.1635133619,0.671076855,0.04804724664,-0.01062918092,0.0265019347,0.01253662408,0.01316416816,0.02486998018,-0.004115614794,0.007589415155,0.008897267035,0.0636815781,0.008822791409,0.01524046269,0.04330475494,0.001428913476,0.04887081208
narrow,1100,Network and computer systems administrators,11,500,500,0.6703296816,0.6270379435,1.21609694,0.7375644693,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.4341910138,-1.105331744,0.2698120151,-0.309294926,-0.7099149989,0.1972207678,-0.5692382427,-1.202159017,0.0343077329,-0.2054435691,-0.7947457919,0.5065254809,-0.4307992353,-1.120915393,0.3430440731,0.1226133778,0.03496869025,0.04913012191,0.06608589674,0.02041600975,0.05223825408,-0.005188177806,0.04767434402,-0.002473542167,0.1074556236,0.008008213009,0.03604382706,0.1090792294,0.06840974609,0.1526148615
narrow,1110,Network systems and data communications analysts,22,500,500,0.4501447418,0.4322944475,0.7802855363,0.4882339307,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.02815366923,-0.4844090911,0.4212988139,-0.2645681284,-0.65245963,0.1051300733,-0.1453934208,-0.5963346365,0.3968879617,-0.1497052417,-0.5758603183,0.2471871722,0.442091835,0.07282338951,0.7943571249,0.05322238412,-0.01620358426,0.03401373069,0.0194091844,0.007605053285,0.03646134983,-0.030204916,-0.01937506459,0.005411241514,0.06646864779,0.02740010051,-0.00719416594,0.05010468206,-0.00793373088,0.03211530725
narrow,1360,Civil engineers,12,500,500,0.5930656144,0.5780079038,1.052343771,0.6407426797,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.1045648263,-0.5712697635,0.7389702589,0.1954991053,-0.007163560707,0.5141149282,-0.315126128,-0.9552773199,0.3048214975,-0.1751729016,-0.6919543936,0.3659266328,0.1738974573,-0.4028250262,0.7911707168,0.1117967869,-0.01815346951,-0.0035907709,-0.03490668946,-0.01363101779,0.01658218767,-0.01850129746,-0.001274895133,-0.007117067429,0.108815652,-0.03361289214,0.07550983097,0.07624788593,-0.03537336683,0.09710866911
narrow,1540,Drafters,12,500,500,0.6587506796,0.6135902339,1.163273614,0.7191823827,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.5406753882,0.02833898544,1.018903218,-0.01699737488,-0.5240224016,0.5692740949,-0.1085863473,-0.7190117178,0.5050992597,-0.3214055644,-1.086816429,0.5055518305,0.5597665629,0.0160542364,1.125268129,0.05727762145,0.02619829428,0.02652514913,-0.02898883378,0.04117911477,0.07735328422,0.06471175955,-0.05986001172,-0.01357917345,0.1032852755,-0.06037522676,0.0196826386,0.1984967461,0.01047533373,0.08081037226
narrow,1550,"Engineering technicians, except drafters",19,500,500,0.5267277711,0.5112452622,0.8932488731,0.5647925123,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.08100830583,-0.5482011929,0.4009885892,-0.04479527093,-0.5516646697,0.4108112738,0.08783846653,-0.4016375334,0.5267141238,-0.7415544089,-1.295368406,-0.1788372872,-0.2844133893,-0.7620955795,0.2098312867,0.06019759986,0.009707846962,0.02088656867,0.02297170814,-0.003662785201,0.05768959021,0.0088142646,-0.04332398648,-0.02078567721,0.05289460489,0.004045344921,-0.01052339984,0.07999339533,0.03542198221,0.0682153917
narrow,1810,Market and survey researchers,10,500,500,0.4885911818,0.4373620171,0.9937772936,0.5533623587,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.3641660176,-0.2749557436,1.032451702,0.281140609,-0.1893264599,0.6483351809,-0.1444926444,-0.5653355544,0.3422514921,0.4837419588,0.0164462649,0.977514244,0.5581187247,0.1649440128,1.008510706,0.1117027279,0.05003055004,0.003419735553,0.03460929861,0.03889582498,0.04434954232,0.01173943324,0.03204939853,0.02896651886,0.04528004456,0.03438337322,0.01689530878,0.05535936055,0.04173336544,0.04951822471
narrow,1960,"Other life, physical, and social science technicians",11,500,500,0.5725213478,0.47796285,1.281743385,0.6696813516,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.07446921659,-0.7314241342,0.7475630516,-0.04369667073,-0.5596394249,0.3382224817,0.01934077009,-0.9738839115,0.7980019049,0.02105679776,-0.4559261782,0.4602936894,0.8803567129,0.6825404463,1.049936801,0.1402314828,0.05935599635,0.1251197485,0.06095916984,0.01155512853,0.05166058676,0.07706782918,0.02943711288,0.01181239072,0.1969711248,0.05986398397,0.01734264382,0.0495986385,0.006320122255,0.01001127985
narrow,2000,Counselors,44,500,500,0.4138837857,0.4066616069,0.6621845719,0.439731518,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.2253520071,-0.1535388189,0.6318983447,0.2460287413,-0.1009432923,0.6122429328,-0.186664324,-0.6714066329,0.2741585115,0.1934575048,-0.1811114581,0.5849800687,-0.01302052665,-0.2829244081,0.2686650197,0.04070919577,-0.01040742805,0.01069714,0.005027025006,-0.003875239541,0.03586955114,0.01512335614,0.01295907356,0.01674420355,0.05865417594,-0.003886668575,0.008582336493,0.038156922,0.006562355115,0.01997396308
narrow,2010,Social workers,41,500,500,0.2999472616,0.2861355319,0.5017189077,0.3178642143,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.07276046446,-0.2180883703,0.3819621418,0.1565600881,-0.148415708,0.4496175164,0.2165063077,-0.03324742305,0.4663567627,0.3860719586,0.123304817,0.6165106,-0.224722722,-0.4962337605,0.05342331842,0.02324486371,-0.00770600089,0.003528495209,-0.0003618967628,0.003105094054,0.02338675609,-0.00445905283,-0.005456359271,-0.0006881455855,0.01699200417,0.001289163853,-0.002328442309,0.01571851697,0.00723884495,0.02169551778
narrow,2020,Miscellaneous community and social service specialists,26,500,500,0.4247706687,0.4024044969,0.7136010685,0.4566597272,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.125212797,-0.2043890668,0.4715397459,0.1137380232,-0.2167948639,0.4372323606,0.0179905574,-0.4618932321,0.455183086,0.2125914285,-0.172013199,0.5927681993,0.03409634487,-0.3744405068,0.463139361,0.03400830326,-0.005201792174,-0.004468226281,0.002227706846,0.000383768574,0.03082620438,-0.0008231447215,0.0101157258,0.01798107951,0.05648322963,-0.01581742881,-0.01792108765,0.03906113098,0.03179050569,0.04815923822
narrow,2100,Lawyers,17,500,500,0.5175796794,0.4958954551,0.9137941723,0.558906052,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.03498222358,-0.4230012081,0.3683646833,0.01592399053,-0.3980270922,0.4094783785,0.2482414932,-0.2927636899,0.7958314846,-0.1085646361,-0.5858295647,0.3724043221,0.04975954466,-0.4706894154,0.6069777005,0.04528764193,-0.008957917882,0.0295523348,-0.004493914557,0.02433710648,0.04534737999,0.008875473532,0.01716598249,0.02038054361,0.08128770903,-0.02826419359,0.01809229918,0.06474363772,0.03959867931,0.07570960634
narrow,2140,Paralegals and legal assistants,17,500,500,0.4497054063,0.4357842482,0.748352007,0.4860864417,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.08782898767,-0.5713781701,0.364106747,0.3276325488,-0.02876871035,0.6995765368,0.3225653939,-0.1171549811,0.7047124939,0.09035522,-0.4341739482,0.5848708562,0.2037484801,-0.1135819093,0.5248648186,0.06117260845,0.008084668475,0.01320369838,-0.02446974764,-0.0142899778,0.03218757671,0.01401217811,-0.006851495196,0.001348951811,0.0455897646,-0.01261945047,-0.001731639131,0.07178744738,0.020449526,0.02554263166
narrow,2150,Miscellaneous legal support workers,14,500,500,0.4853632419,0.4482916337,0.8755036252,0.5272430109,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.2324060651,-0.7412405513,0.320253531,-0.07164014199,-0.6002250869,0.5265422036,0.0797650569,-0.4787659212,0.545718896,0.4018153904,0.07066015925,0.7517803121,0.7088148547,0.4384340894,1.01518136,0.07210370787,0.01534862767,0.02581659833,-0.002095493039,0.006916030463,0.08763181972,0.008044154138,0.01622143061,0.01070830221,0.06409839154,0.01515200384,0.003810635705,0.02991484587,0.01927641094,0.02423642759
narrow,2200,Postsecondary teachers,47,500,500,0.3478374151,0.3334696952,0.5792901392,0.3695596752,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.2719833833,-0.01212387623,0.5383126113,0.1184119265,-0.1543814007,0.413839741,-0.2218244207,-0.5565709763,0.138518595,0.0420137274,-0.2914070137,0.3888212414,0.0432589557,-0.2588583444,0.4010866307,0.01861492093,0.003669683087,0.001995800878,0.007038369245,0.006166704472,0.02187509198,-0.007400703603,0.01602063745,0.005045084778,0.03245715525,-0.006000479583,0.01322993521,0.03279580359,0.001458706385,0.03083138176
narrow,2300,Preschool and kindergarten teachers,41,500,500,0.3143919776,0.3035275119,0.5167640504,0.33417493,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.1483923419,-0.47085702,0.1851187339,0.08260659008,-0.1971456438,0.3647404432,0.1913334313,-0.1491594596,0.5460075904,0.4506652348,0.2061703441,0.6707978413,-0.2032946629,-0.4517516874,0.06270856033,0.02699628907,-0.001887487441,0.0129115399,0.004133796408,0.004657349464,0.02058862723,-0.000544891747,-0.0008006349408,-0.001349604032,0.03177405679,0.004362333505,-0.004585748911,0.01401483863,0.0005616538657,0.0182990721
narrow,2310,Elementary and middle school teachers,122,500,500,0.1767390201,0.1709275808,0.2901467171,0.1877319441,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.004067381744,-0.167001293,0.1489088307,0.170448149,0.02606652181,0.3050626631,0.2010627144,0.03045919334,0.3938734863,0.3143981395,0.1339552311,0.4770022402,0.0200577314,-0.1557016778,0.1912164739,0.006189166405,0.000523057517,0.001328570642,0.001987934363,0.002290020806,0.00537404412,-0.001335217914,0.0009607613645,0.002039575911,0.00826813393,0.0007233075185,0.00113935573,0.007460832526,0.002041746779,0.007951105842
narrow,2320,Secondary school teachers,54,500,500,0.2728918537,0.2657146333,0.4426188266,0.2892336234,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),0.0002907807869,-0.3164391818,0.2862053453,0.1362944958,-0.1376179015,0.4309923435,0.386651077,0.1363033943,0.6101446377,0.1448816958,-0.101664976,0.3620609565,0.2418290774,0.03546921876,0.4384678601,0.02366292662,-0.0009151150032,0.002674162149,0.009114548816,0.0002138382606,0.02157724236,0.004657052459,-0.006317327297,-0.002213748365,0.01308363857,-0.0002755971388,0.001821038121,0.01480702632,0.005306591862,0.01052525505
narrow,2330,Special education teachers,16,500,500,0.575647072,0.534520085,1.034953745,0.629955509,stratified PSU-with-replacement; two PSUs drawn per VSTRAT; deviations rescaled sqrt(2),-0.2060925848,-0.6718661736,0.3069249791,0.2069904192,-0.3891703688,0.7701870989,0.1197792235,-0.2991210862,0.6231797061,0.2081860318,-0.3070397281,0.7301485028,-0.2319419721,-1.037814261,0.4431847358,0.06133539864,0.0374695922,0.007185071798,0.02207960167,0.04906843464,0.07893173152,0.01897224678,0.01802332566,0.006236702202,0.05509370371,0.02089148901,-0.05043672001,0.06558257507,0.02769060301,0.1359005344
