component,side,rank,persona,component_score,activation_cluster,baseline_residual,svd_model_residual,residual_improvement
svd_0,low,10,secretary,0.13780605779001462,editorial,17.660044446017526,10.064309449599838,7.595734996417688
svd_0,low,11,observer,0.13811475260864226,procedural_professional,10.960166240612505,9.914813772287811,1.045352468324694
svd_0,low,12,trainer,0.1391378022391478,procedural_professional,11.778764497373013,17.69026606354051,-5.911501566167496
svd_1,high,1,engineer,0.2774155984644033,procedural_professional,11.841102000548412,3.9209974467432573,7.920104553805155
svd_1,high,2,consultant,0.2714662801805793,procedural_professional,,,nan
svd_1,high,3,mathematician,0.26354771076148753,procedural_professional,12.144974105105682,9.088138841438298,3.0568352636673843
svd_1,high,4,statistician,0.2626687838568747,procedural_professional,10.687699696051444,8.297637931871751,2.390061764179693
svd_1,high,5,debugger,0.2510511356583425,procedural_professional,13.36438096738137,5.821071508357297,7.543309459024074
svd_1,high,6,designer,0.24650467014645208,procedural_professional,26.005356894739798,16.02603856000565,9.979318334734149
svd_1,high,7,marketer,0.24302104085916826,procedural_professional,12.137710474610216,14.734820565857833,-2.5971100912476164
svd_1,high,8,strategist,0.24285236625827739,procedural_professional,,,nan
svd_1,high,9,forecaster,0.24245426532251746,procedural_professional,6.7392062388565845,10.987486175138212,-4.2482799362816275
svd_1,high,10,organizer,0.23788971082785942,procedural_professional,14.703357371728803,16.20731201435781,-1.503954642629008
svd_1,high,11,planner,0.23692342155999807,procedural_professional,5.734481473943811,10.78892862441242,-5.05444715046861
svd_1,high,12,accountant,0.2333774908512013,editorial,7.499244330264447,4.071614887367083,3.4276294428973637
svd_1,low,1,spirit,-0.279358970831388,mythic_spiritual,,,nan
svd_1,low,2,immigrant,-0.24893141934605548,grounded_social,20.514151428136753,16.217926020679542,4.296225407457211
svd_1,low,3,void,-0.24113257555938028,mythic_spiritual,16.7260724412972,14.471078810910942,2.2549936303862594
svd_1,low,4,leviathan,-0.23742886235574825,mythic_spiritual,24.153083376338856,12.332313521283625,11.82076985505523
svd_1,low,5,prisoner,-0.2275817679716025,grounded_social,17.408565228188767,14.03818490524044,3.3703803229483267
svd_1,low,6,echo,-0.22360337941795222,mythic_spiritual,29.2718321227107,22.322919020577643,6.948913102133055
svd_1,low,7,revenant,-0.2155464341099058,mythic_spiritual,,,nan
svd_1,low,8,egregore,-0.21475279629504246,mythic_spiritual,41.895490420499435,23.837430158442558,18.058060262056877
svd_1,low,9,exile,-0.21340567619926132,mythic_spiritual,42.86854490328062,41.44230688841958,1.4262380148610418
svd_1,low,10,refugee,-0.21273592452140616,grounded_social,19.314103754543545,21.773887898312573,-2.4597841437690278
svd_1,low,11,ancient,-0.21246948512284355,mythic_spiritual,34.724108155571344,15.560326298823231,19.163781856748113
svd_1,low,12,wind,-0.21177143601590637,mythic_spiritual,26.24959344532695,19.443294839210633,6.806298606116318
svd_2,high,1,eldritch,0.3578010493069134,mythic_spiritual,,,nan
svd_2,high,2,crystalline,0.33283709375768467,mythic_spiritual,,,nan
svd_2,high,3,void,0.3111599729389962,mythic_spiritual,16.7260724412972,14.471078810910942,2.2549936303862594
svd_2,high,4,leviathan,0.2733162960944586,mythic_spiritual,24.153083376338856,12.332313521283625,11.82076985505523
svd_2,high,5,chimera,0.26133787940497727,mythic_spiritual,,,nan
svd_2,high,6,swarm,0.25469367566637646,procedural_professional,39.46451249379288,26.737175131988646,12.727337361804235
svd_2,high,7,wraith,0.24904144522254162,mythic_spiritual,22.683546500087452,10.464699460881056,12.218847039206397
svd_2,high,8,mycorrhizal,0.23695066488746555,mythic_spiritual,16.107240835850046,15.9728474156024,0.13439342024764578
svd_2,high,9,ancient,0.2351099077954665,mythic_spiritual,34.724108155571344,15.560326298823231,19.163781856748113
svd_2,high,10,echo,0.2305939848256385,mythic_spiritual,29.2718321227107,22.322919020577643,6.948913102133055
svd_2,high,11,hive,0.2246777920720834,procedural_professional,36.28797125639878,27.13144395211282,9.156527304285955
svd_2,high,12,egregore,0.22095153327115838,mythic_spiritual,41.895490420499435,23.837430158442558,18.058060262056877
svd_2,low,1,divorcee,-0.301568455424038,grounded_social,27.46360441352303,3.320760518442064,24.142843895080965
svd_2,low,2,parent,-0.2909576934470473,grounded_social,31.074401532713757,20.21540324723353,10.858998285480226
svd_2,low,3,patient,-0.281995336758506,grounded_social,19.959310600306054,11.271674501642998,8.687636098663056
svd_2,low,4,widow,-0.279939731021358,grounded_social,,,nan
svd_2,low,5,teenager,-0.27292884352353547,other,53.062571203592846,48.77183655075227,4.290734652840577
svd_2,low,6,refugee,-0.26423598666273834,grounded_social,19.314103754543545,21.773887898312573,-2.4597841437690278
svd_2,low,7,immigrant,-0.24060662479972209,grounded_social,20.514151428136753,16.217926020679542,4.296225407457211
svd_2,low,8,adolescent,-0.23861938784948036,other,50.26541857457457,44.86750359827361,5.39791497630096
svd_2,low,9,newlywed,-0.23651637991477378,grounded_social,34.200995382043665,21.058473152041323,13.142522230002342
svd_2,low,10,celebrity,-0.21810385722185532,grounded_social,15.072832791539486,16.39463604644357,-1.3218032549040828
svd_2,low,11,graduate,-0.210844803738719,grounded_social,29.92523424751583,22.871433755736575,7.053800491779256
svd_2,low,12,orphan,-0.20470877536260398,grounded_social,,,nan
svd_3,high,1,optimist,0.2641568253598059,grounded_social,37.34416956627962,39.26236693306817,-1.9181973667885543
svd_3,high,2,realist,0.24956356194059923,procedural_professional,20.748002546307216,27.16913584230126,-6.421133295994043
svd_3,high,3,maverick,0.22962819769927034,combative_iconoclast,10.97225234939318,11.384801610717995,-0.4125492613248145
svd_3,high,4,pacifist,0.22257179718650133,procedural_professional,,,nan
svd_3,high,5,rebel,0.2149356568362308,combative_iconoclast,,,nan
svd_3,high,6,provocateur,0.21224176651221188,combative_iconoclast,14.0108086287398,11.908300220344444,2.102508408395357
svd_3,high,7,revolutionary,0.20747001645760305,combative_iconoclast,30.096344078290617,28.832989430573306,1.2633546477173105
svd_3,high,8,martyr,0.20729536986753358,mythic_spiritual,24.28608561329996,29.152907793511474,-4.866822180211514
svd_3,high,9,trickster,0.190952252665761,trickster_chaos,28.494797338249025,21.199478402134314,7.295318936114711
svd_3,high,10,caregiver,0.19089864422709815,grounded_social,,,nan
svd_3,high,11,contrarian,0.1873140689269241,combative_iconoclast,15.821401970800737,10.300939294305342,5.520462676495395
svd_3,high,12,anarchist,0.18685850546939328,procedural_professional,6.358087281202843,7.620450187185468,-1.2623629059826253
svd_3,low,1,expatriate,-0.26384112248739033,procedural_professional,28.816216309110395,17.179517863389812,11.636698445720583
svd_3,low,2,parent,-0.22865920659594544,grounded_social,31.074401532713757,20.21540324723353,10.858998285480226
svd_3,low,3,prisoner,-0.21022709355138983,grounded_social,17.408565228188767,14.03818490524044,3.3703803229483267
svd_3,low,4,patient,-0.20387267569655557,grounded_social,19.959310600306054,11.271674501642998,8.687636098663056
svd_3,low,5,chemist,-0.2027465691670311,procedural_professional,,,nan
svd_3,low,6,teenager,-0.19781287758460744,other,53.062571203592846,48.77183655075227,4.290734652840577
svd_3,low,7,widow,-0.19673038422392605,grounded_social,,,nan
svd_3,low,8,pilot,-0.19107549234491422,procedural_professional,8.177296941450965,10.64035762026208,-2.4630606788111145
svd_3,low,9,immigrant,-0.1909173923239991,grounded_social,20.514151428136753,16.217926020679542,4.296225407457211
svd_3,low,10,architect,-0.18969357009501614,procedural_professional,10.135526247614724,20.491233390901947,-10.355707143287223
svd_3,low,11,divorcee,-0.18964272359732218,grounded_social,27.46360441352303,3.320760518442064,24.142843895080965
svd_3,low,12,refugee,-0.18839850037877914,grounded_social,19.314103754543545,21.773887898312573,-2.4597841437690278
svd_4,high,1,scientist,0.35473918182053504,procedural_professional,13.566885391109391,5.673307241882306,7.893578149227086
svd_4,high,2,scholar,0.310446461822571,procedural_professional,,,nan
svd_4,high,3,detective,0.23942970251617207,procedural_professional,19.085934392782015,14.751194023353504,4.334740369428511
svd_4,high,4,linguist,0.2206036511256201,procedural_professional,,,nan
svd_4,high,5,healer,0.21075199042868686,procedural_professional,9.023099976864748,9.89046534567168,-0.8673653688069329
svd_4,high,6,anthropologist,0.20326996159564922,procedural_professional,17.977890922999922,10.473475591498474,7.504415331501448
svd_4,high,7,researcher,0.1984762826347518,procedural_professional,11.580595565933473,12.376624635756494,-0.796029069823021
svd_4,high,8,vegan,0.19097705686988686,procedural_professional,,,nan
svd_4,high,9,physicist,0.1888169407179403,procedural_professional,10.317518111934543,10.228416037071412,0.08910207486313126
svd_4,high,10,pharmacist,0.1808385275634151,editorial,17.17489872440386,18.265972974417004,-1.0910742500131434
svd_4,high,11,philosopher,0.17982720216124776,procedural_professional,10.205542164488222,26.86282463088133,-16.65728246639311
svd_4,high,12,traditionalist,0.17906146117937663,procedural_professional,31.094784326822435,20.81396136344144,10.280822963380995
svd_4,low,1,negotiator,-0.2527181117973714,procedural_professional,9.791505917978562,21.023534250952267,-11.232028332973705
svd_4,low,2,mediator,-0.23963749943825066,procedural_professional,9.82565164783148,13.883120005403445,-4.057468357571965
svd_4,low,3,writer,-0.219549170553072,procedural_professional,13.737682111457861,14.76464549042722,-1.0269633789693593
svd_4,low,4,entrepreneur,-0.19992208076844023,procedural_professional,21.677350665807353,13.18099371308986,8.496356952717493
svd_4,low,5,podcaster,-0.19623067861331084,grounded_social,16.886791328879536,9.434779814411474,7.452011514468062
svd_4,low,6,emissary,-0.19218363033701744,procedural_professional,16.850663526197483,20.383206988589325,-3.5325434623918426
svd_4,low,7,curator,-0.19187381174273194,procedural_professional,18.462290687444302,14.42511248013253,4.037178207311772
svd_4,low,8,coordinator,-0.18797854874967557,procedural_professional,,,nan
svd_4,low,9,producer,-0.18671936017512264,procedural_professional,14.469882764168537,3.502286365897447,10.96759639827109
svd_4,low,10,marketer,-0.18229037775446424,procedural_professional,12.137710474610216,14.734820565857833,-2.5971100912476164
svd_4,low,11,synthesizer,-0.17407312286292193,procedural_professional,15.0308756209531,13.463888864736031,1.5669867562170694
svd_4,low,12,planner,-0.17164528833901332,procedural_professional,5.734481473943811,10.78892862441242,-5.05444715046861
svd_5,high,1,instructor,0.2848445166034079,procedural_professional,11.045356406535722,16.6074952452917,-5.562138838755979
svd_5,high,2,teacher,0.25843042718882897,procedural_professional,15.30011185834183,13.373423845448768,1.926688012893063
svd_5,high,3,tutor,0.24352933669759835,procedural_professional,,,nan
svd_5,high,4,guru,0.22119815838381227,mythic_spiritual,,,nan
svd_5,high,5,poet,0.21354637202515353,mythic_spiritual,,,nan
svd_5,high,6,widow,0.210476218697542,grounded_social,,,nan
svd_5,high,7,mystic,0.20801759263630867,mythic_spiritual,29.49212292212861,14.895642547863913,14.596480374264695
svd_5,high,8,podcaster,0.20302814894972926,grounded_social,16.886791328879536,9.434779814411474,7.452011514468062
svd_5,high,9,sage,0.19693974113058701,mythic_spiritual,37.424188535493535,27.629867052274733,9.794321483218802
svd_5,high,10,trainer,0.19558761837685323,procedural_professional,11.778764497373013,17.69026606354051,-5.911501566167496
svd_5,high,11,blogger,0.18530785380057663,grounded_social,27.385904634232713,26.970728762412783,0.41517587181992965
svd_5,high,12,coach,0.17866747122810764,procedural_professional,14.087533041297732,20.041311277608376,-5.953778236310644
svd_5,low,1,auditor,-0.27226570017223045,procedural_professional,19.332111962822026,7.425055312377523,11.907056650444503
svd_5,low,2,screener,-0.21935065288549252,editorial,10.52719589450483,7.946810694710271,2.5803851997945593
svd_5,low,3,perfectionist,-0.19753331820202713,procedural_professional,,,nan
svd_5,low,4,procrastinator,-0.19132860800671117,other,68.00018119190129,65.705501410279,2.2946797816222926
svd_5,low,5,judge,-0.1865916264834069,procedural_professional,17.295271975278673,4.503391527674342,12.791880447604331
svd_5,low,6,veterinarian,-0.1852984908778951,procedural_professional,12.939740050768973,14.618624310546958,-1.678884259777984
svd_5,low,7,examiner,-0.18179073680166813,procedural_professional,15.298208981138686,10.284777116296809,5.013431864841877
svd_5,low,8,supervisor,-0.17530293825753915,editorial,14.062744287287149,14.712774277364183,-0.6500299900770337
svd_5,low,9,evaluator,-0.17070615854804014,procedural_professional,18.18010980149931,7.99430400405157,10.185805797447738
svd_5,low,10,coordinator,-0.1688175996355597,procedural_professional,,,nan
svd_5,low,11,pacifist,-0.16365463541953684,procedural_professional,,,nan
svd_5,low,12,reviewer,-0.16049937792181146,procedural_professional,15.399760400925524,2.454279035419475,12.94548136550605
svd_6,high,1,merchant,0.2599336740721949,procedural_professional,34.59255109759273,33.78295349659694,0.8095976009957937
svd_6,high,2,revolutionary,0.2562129291588817,combative_iconoclast,30.096344078290617,28.832989430573306,1.2633546477173105
svd_6,high,3,architect,0.24616798425978725,procedural_professional,10.135526247614724,20.491233390901947,-10.355707143287223
svd_6,high,4,archivist,0.2460351461018528,procedural_professional,10.570800955738216,15.380560289920542,-4.809759334182326
svd_6,high,5,anarchist,0.22554230358349106,procedural_professional,6.358087281202843,7.620450187185468,-1.2623629059826253
svd_6,high,6,purist,0.2075089575079486,procedural_professional,30.462833605759904,19.950411154688553,10.512422451071352
svd_6,high,7,emissary,0.180698957884202,procedural_professional,16.850663526197483,20.383206988589325,-3.5325434623918426
svd_6,high,8,collaborator,0.17996218034498807,procedural_professional,21.926058103949284,23.08437121415981,-1.1583131102105249
svd_6,high,9,activist,0.17921685434558543,procedural_professional,14.241319900248534,13.468407439853337,0.7729124603951973
svd_6,high,10,chemist,0.1790278372235631,procedural_professional,,,nan
svd_6,high,11,networker,0.16856883706842118,procedural_professional,11.735239520244905,12.712033448791964,-0.9767939285470586
svd_6,high,12,peacekeeper,0.16685741743177526,procedural_professional,,,nan
svd_6,low,1,analyst,-0.2779971094711767,procedural_professional,7.907451988918196,14.290034905491071,-6.382582916572875
svd_6,low,2,grader,-0.26940446451803407,editorial,4.482736251132247,13.15324028978186,-8.670504038649613
svd_6,low,3,reviewer,-0.22592512241493526,procedural_professional,15.399760400925524,2.454279035419475,12.94548136550605
svd_6,low,4,researcher,-0.2224624515512309,procedural_professional,11.580595565933473,12.376624635756494,-0.796029069823021
svd_6,low,5,examiner,-0.21896236897925006,procedural_professional,15.298208981138686,10.284777116296809,5.013431864841877
svd_6,low,6,witness,-0.21370380308571238,procedural_professional,15.659022843896311,11.333653520498697,4.325369323397615
svd_6,low,7,observer,-0.21154105125031117,procedural_professional,10.960166240612505,9.914813772287811,1.045352468324694
svd_6,low,8,interviewer,-0.18406882558144774,editorial,30.784736812028868,27.707438761752403,3.0772980502764646
svd_6,low,9,proofreader,-0.18172914517232389,editorial,23.45152541296485,22.360128346523023,1.091397066441825
svd_6,low,10,judge,-0.1768705299520715,procedural_professional,17.295271975278673,4.503391527674342,12.791880447604331
svd_6,low,11,screener,-0.16957996711902623,editorial,10.52719589450483,7.946810694710271,2.5803851997945593
svd_6,low,12,generalist,-0.16608750821468296,procedural_professional,12.56530614180497,12.239485179453101,0.32582096235186775
svd_7,high,1,doctor,0.27744739854764333,procedural_professional,20.923242467988516,19.310577340453335,1.6126651275351804
svd_7,high,2,nutritionist,0.2572383502030333,editorial,,,nan
svd_7,high,3,guru,0.2523623086034998,mythic_spiritual,,,nan
svd_7,high,4,mentor,0.2472543446861582,procedural_professional,,,nan
svd_7,high,5,therapist,0.24557037954542235,procedural_professional,14.63095632310341,17.403278642187917,-2.772322319084507
svd_7,high,6,counselor,0.24535941102609832,procedural_professional,8.791054379816387,11.733502328163405,-2.9424479483470183
svd_7,high,7,caregiver,0.2338520370578969,grounded_social,,,nan
svd_7,high,8,grader,0.23027806151023564,editorial,4.482736251132247,13.15324028978186,-8.670504038649613
svd_7,high,9,reviewer,0.21702483775218576,procedural_professional,15.399760400925524,2.454279035419475,12.94548136550605
svd_7,high,10,sommelier,0.19515024569830028,procedural_professional,17.040475153894505,12.301970182653065,4.73850497124144
svd_7,high,11,assistant,0.17881651499008025,procedural_professional,24.569719530526005,23.35329568152702,1.2164238489989856
svd_7,high,12,healer,0.1703825752696058,procedural_professional,9.023099976864748,9.89046534567168,-0.8673653688069329
svd_7,low,1,statistician,-0.22136581083616927,procedural_professional,10.687699696051444,8.297637931871751,2.390061764179693
svd_7,low,2,forecaster,-0.21985358268141894,procedural_professional,6.7392062388565845,10.987486175138212,-4.2482799362816275
svd_7,low,3,futurist,-0.208527634932328,procedural_professional,3.6134225867596768,8.827929105963085,-5.2145065192034075
svd_7,low,4,visionary,-0.16570684753001153,procedural_professional,22.02395993732892,12.818078633703424,9.205881303625498
svd_7,low,5,mathematician,-0.16168562042134582,procedural_professional,12.144974105105682,9.088138841438298,3.0568352636673843
svd_7,low,6,hybrid,-0.160714270122056,procedural_professional,18.484372837137006,16.146345392872245,2.3380274442647604
svd_7,low,7,immigrant,-0.15718421863129567,grounded_social,20.514151428136753,16.217926020679542,4.296225407457211
svd_7,low,8,refugee,-0.14638575227986744,grounded_social,19.314103754543545,21.773887898312573,-2.4597841437690278
svd_7,low,9,adolescent,-0.13841006427757535,other,50.26541857457457,44.86750359827361,5.39791497630096
svd_7,low,10,anthropologist,-0.1367685928764951,procedural_professional,17.977890922999922,10.473475591498474,7.504415331501448
svd_7,low,11,traditionalist,-0.13446959094687194,procedural_professional,31.094784326822435,20.81396136344144,10.280822963380995
svd_7,low,12,hacker,-0.13045443021964165,combative_iconoclast,,,nan
svd_8,high,1,pirate,0.18689684028095463,trickster_chaos,40.12704909026736,23.04159325593444,17.085455834332922
svd_8,high,2,criminal,0.17618214031149446,grounded_social,32.050139181858945,17.779994348302196,14.27014483355675
svd_8,high,3,jester,0.17177975307663432,trickster_chaos,19.94225194765661,11.420238419618848,8.522013528037764
svd_8,high,4,procrastinator,0.1684459696797218,other,68.00018119190129,65.705501410279,2.2946797816222926
svd_8,high,5,survivor,0.1677550936696186,grounded_social,14.361226083032053,15.08754901594579,-0.7263229329137371
svd_8,high,6,fixer,0.1676312325973572,grounded_social,16.045816042987653,11.515415001015379,4.530401041972274
svd_8,high,7,prey,0.15387369303834442,grounded_social,26.427415546920077,26.709582134975463,-0.28216658805538586
svd_8,high,8,caveman,0.15337594109411318,trickster_chaos,42.75568677343796,38.533097448239815,4.222589325198143
svd_8,high,9,gossip,0.15069129893303854,trickster_chaos,,,nan
svd_8,high,10,veteran,0.14610293300314536,grounded_social,27.847996370024575,23.34408462211013,4.503911747914444
svd_8,high,11,witness,0.1445370635798655,procedural_professional,15.659022843896311,11.333653520498697,4.325369323397615
svd_8,high,12,soldier,0.14109284127833197,grounded_social,,,nan
svd_8,low,1,swarm,-0.2908647442489037,procedural_professional,39.46451249379288,26.737175131988646,12.727337361804235
svd_8,low,2,hive,-0.28762954877185,procedural_professional,36.28797125639878,27.13144395211282,9.156527304285955
svd_8,low,3,instructor,-0.23420405660841762,procedural_professional,11.045356406535722,16.6074952452917,-5.562138838755979
svd_8,low,4,newlywed,-0.23226465637949031,grounded_social,34.200995382043665,21.058473152041323,13.142522230002342
svd_8,low,5,teacher,-0.226142439490419,procedural_professional,15.30011185834183,13.373423845448768,1.926688012893063
svd_8,low,6,student,-0.1946097528987785,editorial,40.7364526157329,29.017341807690116,11.719110808042785
svd_8,low,7,tutor,-0.18319083849948567,procedural_professional,,,nan
svd_8,low,8,cyborg,-0.17525056309847595,procedural_professional,30.517829711775565,26.71867966469822,3.799150047077344
svd_8,low,9,hybrid,-0.17475289509128344,procedural_professional,18.484372837137006,16.146345392872245,2.3380274442647604
svd_8,low,10,graduate,-0.16948957297127665,grounded_social,29.92523424751583,22.871433755736575,7.053800491779256
svd_8,low,11,crystalline,-0.15821131381995843,mythic_spiritual,,,nan
svd_8,low,12,immigrant,-0.15581014115946878,grounded_social,20.514151428136753,16.217926020679542,4.296225407457211
svd_9,high,1,emissary,0.3299109522200651,procedural_professional,16.850663526197483,20.383206988589325,-3.5325434623918426
svd_9,high,2,interpreter,0.28666928247252776,procedural_professional,12.87771976005541,17.73031589594715,-4.852596135891741
svd_9,high,3,cosmopolitan,0.25492602813461906,procedural_professional,,,nan
svd_9,high,4,hybrid,0.23325388269427588,procedural_professional,18.484372837137006,16.146345392872245,2.3380274442647604
svd_9,high,5,dilettante,0.23095582626742334,grounded_social,38.701986112915776,14.632249893685408,24.069736219230368
svd_9,high,6,actor,0.22689665086944996,grounded_social,14.607104907704217,15.308152204574967,-0.7010472968707493
svd_9,high,7,generalist,0.2239910375410328,procedural_professional,12.56530614180497,12.239485179453101,0.32582096235186775
svd_9,high,8,translator,0.22200874633995082,editorial,16.70800415600322,14.776555460615466,1.931448695387754
svd_9,high,9,chameleon,0.20363381079601847,grounded_social,14.385545838200782,9.792688051507305,4.592857786693477
svd_9,high,10,ambassador,0.1749545548505075,procedural_professional,11.70233518060408,16.15770869627131,-4.45537351566723
svd_9,high,11,mediator,0.17270611310066586,procedural_professional,9.82565164783148,13.883120005403445,-4.057468357571965
svd_9,high,12,anthropologist,0.1646059452066986,procedural_professional,17.977890922999922,10.473475591498474,7.504415331501448
svd_9,low,1,trainer,-0.3081347372991929,procedural_professional,11.778764497373013,17.69026606354051,-5.911501566167496
svd_9,low,2,planner,-0.28224317957438044,procedural_professional,5.734481473943811,10.78892862441242,-5.05444715046861
svd_9,low,3,strategist,-0.26755776979719226,procedural_professional,,,nan
svd_9,low,4,instructor,-0.22985905097760645,procedural_professional,11.045356406535722,16.6074952452917,-5.562138838755979
svd_9,low,5,pragmatist,-0.21003738807395922,procedural_professional,15.479335200817266,8.284589485654275,7.194745715162991
svd_9,low,6,coach,-0.20403104604957575,procedural_professional,14.087533041297732,20.041311277608376,-5.953778236310644
svd_9,low,7,organizer,-0.18675585823227023,procedural_professional,14.703357371728803,16.20731201435781,-1.503954642629008
svd_9,low,8,destroyer,-0.18469967587495822,combative_iconoclast,25.88819908063336,24.56889808947637,1.3193009911569895
svd_9,low,9,builder,-0.1584639772071985,procedural_professional,13.361714247459544,8.297689159963635,5.064025087495908
svd_9,low,10,tutor,-0.1412321994865934,procedural_professional,,,nan
svd_9,low,11,criminal,-0.13913574287648006,grounded_social,32.050139181858945,17.779994348302196,14.27014483355675
svd_9,low,12,anarchist,-0.13441801398266223,procedural_professional,6.358087281202843,7.620450187185468,-1.2623629059826253
svd_10,high,1,mediator,0.2837605182786268,procedural_professional,9.82565164783148,13.883120005403445,-4.057468357571965
svd_10,high,2,negotiator,0.2334264296944764,procedural_professional,9.791505917978562,21.023534250952267,-11.232028332973705
svd_10,high,3,survivor,0.19853582390444718,grounded_social,14.361226083032053,15.08754901594579,-0.7263229329137371
svd_10,high,4,peacekeeper,0.18321629751143473,procedural_professional,,,nan
svd_10,high,5,consultant,0.16741325819542632,procedural_professional,,,nan
svd_10,high,6,mentor,0.16711302015159007,procedural_professional,,,nan
svd_10,high,7,generalist,0.16677433453398266,procedural_professional,12.56530614180497,12.239485179453101,0.32582096235186775
svd_10,high,8,emissary,0.16507926935782893,procedural_professional,16.850663526197483,20.383206988589325,-3.5325434623918426
svd_10,high,9,pragmatist,0.15628193510502522,procedural_professional,15.479335200817266,8.284589485654275,7.194745715162991
svd_10,high,10,veteran,0.1544637384722977,grounded_social,27.847996370024575,23.34408462211013,4.503911747914444
svd_10,high,11,expatriate,0.14976445097900462,procedural_professional,28.816216309110395,17.179517863389812,11.636698445720583
svd_10,high,12,orphan,0.149352891124389,grounded_social,,,nan
svd_10,low,1,narrator,-0.24172973638266454,mythic_spiritual,15.308211166885494,16.660848709118508,-1.3526375422330137
svd_10,low,2,blogger,-0.22546464581661904,grounded_social,27.385904634232713,26.970728762412783,0.41517587181992965
svd_10,low,3,reporter,-0.21073836779513955,procedural_professional,,,nan
svd_10,low,4,bard,-0.20398727649214346,mythic_spiritual,40.96451637200491,27.852415192652103,13.112101179352806
svd_10,low,5,writer,-0.1859260196749028,procedural_professional,13.737682111457861,14.76464549042722,-1.0269633789693593
svd_10,low,6,journalist,-0.1775708321970122,procedural_professional,11.925638504688566,15.89396220590665,-3.9683237012180843
svd_10,low,7,fool,-0.17662472723661518,trickster_chaos,37.133759721961205,40.5706914695134,-3.436931747552194
svd_10,low,8,auditor,-0.16210478498655112,procedural_professional,19.332111962822026,7.425055312377523,11.907056650444503
svd_10,low,9,photographer,-0.16103865786441848,grounded_social,18.50450071047126,25.178990747317545,-6.6744900368462865
svd_10,low,10,novelist,-0.1581387049586557,grounded_social,8.736260837261609,6.657799010608456,2.078461826653153
svd_10,low,11,smuggler,-0.15240562481216952,grounded_social,50.95542953474488,41.414571205766975,9.540858328977905
svd_10,low,12,producer,-0.1510163129848196,procedural_professional,14.469882764168537,3.502286365897447,10.96759639827109
svd_11,high,1,purist,0.20545448325179985,procedural_professional,30.462833605759904,19.950411154688553,10.512422451071352
svd_11,high,2,minimalist,0.20051302425237122,procedural_professional,18.339210966006558,13.646296018277988,4.692914947728569
svd_11,high,3,perfectionist,0.1997896956219507,procedural_professional,,,nan
svd_11,high,4,anarchist,0.18332173496310097,procedural_professional,6.358087281202843,7.620450187185468,-1.2623629059826253
svd_11,high,5,influencer,0.17594647839145278,combative_iconoclast,12.082466870645252,14.23224783580399,-2.1497809651587385
svd_11,high,6,grader,0.17063766034637545,editorial,4.482736251132247,13.15324028978186,-8.670504038649613
svd_11,high,7,soldier,0.16320169388681208,grounded_social,,,nan
svd_11,high,8,instructor,0.16314106655872956,procedural_professional,11.045356406535722,16.6074952452917,-5.562138838755979
svd_11,high,9,artisan,0.15997977489044618,grounded_social,24.81030942004393,18.429760560531044,6.380548859512885
svd_11,high,10,examiner,0.15962630171349593,procedural_professional,15.298208981138686,10.284777116296809,5.013431864841877
svd_11,high,11,teacher,0.15332790830781065,procedural_professional,15.30011185834183,13.373423845448768,1.926688012893063
