model,trait,trait_pc1,trait_pc2,trait_pc3,trait_pc4,trait_pc5,trait_pc6,trait_pc7,trait_pc8,trait_pc9,trait_pc10,trait_pc11,trait_pc12,trait_pc13,trait_pc14,trait_pc15,trait_pc16,trait_pc17,trait_pc18,trait_pc19,trait_pc20
qwen,arrogant,-22.575762408710553,35.103704879775236,-1.9890780702901296,-9.94530893272445,-8.29142250892001,-8.869529277863377,6.762108180874463,4.463850301442259,9.09395318450095,4.386804029625479,-3.1216519259406628,-2.177497451516459,-0.4702213419577517,2.012348238923662,7.347672573822662,2.9061660313994704,2.440005513166558,-3.650003392994291,-1.00334314396953,3.7195769715719864
qwen,artistic,-25.051292128452435,-52.07143443066043,-37.577716075418145,-5.375104816798399,2.1543654305209095,3.545518725576641,-0.5586370326337298,1.8415752820016758,4.5088889478864695,1.7535013719752583,4.739007872945512,-3.739612185423392,-4.922975747790989,1.1058980380924228,-6.41456033758088,-0.6280111733550766,-4.852616417979776,-9.095549217861329,-3.9284214282097354,-14.36671299004214
qwen,ascetic,26.57153719962067,1.588135029562546,-6.709628398543551,-30.20760793122755,6.007338919093977,-13.605251711058095,6.2396264926982905,-8.384075930756431,-27.55191172138109,14.379364088157242,-11.461605448990253,15.870666732108347,1.9409588965113593,-6.972183580896025,6.463075325762211,-9.043030743606149,4.917620220332561,7.3313314594229295,-0.629307374370002,3.506917922948575
qwen,assertive,-16.676153168675384,17.570392462594135,3.8374389743233848,-1.8237789848627817,-13.395449264424874,-29.750648784016818,3.8255303128157356,2.6856167943030886,4.716733847593275,6.29797305072607,0.9719767218587189,2.567185285308786,0.9261052676011797,2.922658465114587,1.9079454873855008,6.920096581489256,-1.908622012624493,0.332215747014022,-0.3550911401001544,0.40696707676959015
qwen,avoidant,19.909916606609844,1.0356768421119835,51.90934361748911,-32.743655894099476,-0.26262743775501807,15.979411386954688,-3.583674390512188,5.198647259275395,7.040185258624865,-8.727501703270464,-1.2789951911623083,0.45693682156954535,-5.1773325936531975,-10.726921570454854,-6.156750198382142,0.6318921580190555,1.4066700880528082,-1.3933647332851462,2.187815647908316,-0.11081587635284922
qwen,benevolent,27.98669795352078,-66.26434177187447,14.354654481952071,4.455337550437867,-3.6427093145239215,1.2355991877023231,6.959738620042871,8.926359184873732,-10.746922613657992,7.5124096566492335,5.782327800691603,-2.648332378510901,3.5658980115790064,6.773917287558299,-5.3784258338408,-0.2863179285511302,-2.9309962815927237,-4.458466013532236,-2.149299975425477,1.1432957540623907
qwen,big_picture,26.55970108877111,-6.699663222532468,-16.919491816666238,-9.761685106509,10.402068945003926,-12.287163402651094,-8.727673156837556,21.2055605527571,9.883407711767802,7.407215630348874,9.425871926238289,5.076034274925393,-12.244605900716403,6.618400664184382,-0.19185011828854429,-1.8821464120235987,10.300770558241878,2.158430725009726,-2.6292004807124467,3.468582595132363
qwen,bitter,-70.37151252617906,35.44709596746076,8.84913194574852,-9.08955526718869,6.024081348135278,0.005090486653745599,10.35815224995956,-3.3771701926997206,-1.9050225853897436,11.30065782264658,10.352777036431373,-4.6658824194355235,-0.9493771320537379,3.3821171311995553,0.8823884657634357,-0.9627200367489762,3.9445158595125256,-9.428463211622466,0.44609331074065695,5.099866712141731
qwen,blunt,-18.228375325865233,47.28989461380283,28.17657816898342,11.758759802121027,5.673277289480855,-31.056746934021234,-4.697555638274035,-8.930543689937686,-9.038644688793948,3.130106939781516,-8.778564254255862,8.174125723839438,-1.9587056249556543,8.250812079668536,-0.9787364121124987,-1.1757312612078483,-2.6316674200293675,-1.2798061901943385,0.5471240139648196,-5.181011644422741
qwen,bombastic,-22.55291269604076,40.77424285088002,-74.31619780889224,-8.479449435993084,-41.71156199123797,19.774014082522953,2.724819609260578,-0.08875917264285699,2.4626004054970183,-10.57748983805473,1.1070355539537666,-3.887630470209768,-3.9568294331222456,0.8029849889186887,-8.69225926940568,-10.248776269406271,3.2877976568339626,-3.077037225942277,5.5936425543798025,-1.4967743552326307
qwen,calculating,47.51756047362483,1.295609229576843,-8.217161835296457,16.2255123907526,-15.568077831266427,4.29770431645489,-11.318671774064109,-2.0787975134991314,13.99626615199731,1.0272052041215827,10.92632509409675,-0.07977051803639634,1.10208657951122,-8.02051111853292,3.4201169619983,-4.825003441797515,3.677580750938414,8.139569005196096,2.1570533839820034,3.7210343397516694
qwen,callous,-11.214502217695442,75.50114230622793,15.26995538957907,-21.091751539707715,6.913301272756722,-5.70548620428962,-4.054795008175549,-4.515265563328577,15.049376234087655,-1.6456793663559433,-4.710994248999769,-0.11717519412748434,-9.532158963805076,-2.9457249809184063,3.8595468962766017,-3.9809218110846962,7.3044637669208345,-4.963146956627474,-1.7167817891846013,-1.1138528377914614
qwen,calm,96.15575689904144,-21.827088530313894,21.626312589200488,-4.5614765238176345,2.321678418175607,8.33442889265721,-19.447664364894116,-5.01048815376419,10.740033013086784,4.086093288312248,-6.5484451955360266,2.750766673866762,-1.050372529445528,-2.0119233943646515,-0.4766946762469376,3.33670922111596,-1.8479438117482814,2.288826040190651,3.5571490512803807,-4.996908972822205
qwen,casual,-72.64766432661642,-48.41756845491471,51.0404985152745,18.81747772423623,18.90935824765445,-8.792529518122981,-2.3738461276445997,-5.498604499455154,2.0041616785413607,-2.2531833912576693,-7.192785721984123,21.169543139710875,-3.1443583988769146,-0.11414109514256067,-1.1036928958901981,2.5729662796088024,-1.3389144936266084,-3.273758193322223,8.054887602333874,3.779222246797726
qwen,cautious,34.095482688288925,10.950613956039204,11.853256315668364,8.556044633856668,21.008080398277578,16.77507680240135,16.415868213349615,-7.222073214439767,-5.146150729370508,1.7348756397413112,3.9222069328085425,-0.09553141853871903,0.5350637304311073,0.39301428396682025,-5.599765011477601,-3.77205298293125,-3.652006250418367,4.953298184100149,10.239121367401522,-2.9844764614420853
qwen,challenging,-12.034488922486764,28.88005334652221,-14.502913873824443,19.824465809871104,25.95124324210047,-9.149109070800082,1.2384463691729362,-0.8066453093870134,-1.6359824032505803,1.6891832493755485,-4.017725055036149,3.752576988008836,13.896771871472641,-7.193091027084441,-9.012331277350718,2.1077516739280395,1.688893833836234,4.213663170309099,-7.678892919691255,3.9099850773505844
qwen,chaotic,-13.535041103315553,-3.7497769469254223,-5.784041055451507,13.661431747860604,14.127487269021932,-2.6866856465686295,-6.140387380658439,-3.1397563119407796,-5.594467667842577,-6.321295686400167,-1.6860926196066677,0.22803012616238244,0.2989717644594932,-0.5261439706134233,-1.7446461691442683,0.6555371124522407,2.6241495945468323,2.0868243740547054,-0.7150132464519895,-7.031702525927609
qwen,charismatic,-37.9938742371504,-30.326176779951467,-32.21323378393517,24.604490588141005,-23.107026206821423,-14.629088253962877,-6.926052749037511,7.40441918974714,12.206021463420925,3.518217029461062,3.880608320523636,0.6721842453566759,7.587764589580458,0.001704538402503437,-0.44357468029494346,1.599684025777648,4.513668249507133,-0.7845890126509538,2.5462915104764847,1.5556646739019864
qwen,chill,37.830414221377225,-54.837858916708505,27.36873150339013,-0.889409102821969,14.751584777514134,19.09333169051367,-13.58440455996914,-0.4844429457793853,8.010731612835787,6.63811746620944,-10.46555864437743,9.190309406775087,-4.77744369947474,3.1610212976275784,-2.662531995423177,7.303587167603285,-1.7964064099202395,-7.13889016013203,10.34583678036504,0.3779787426548746
qwen,circumspect,38.52800538490876,-26.76604403571685,-6.299742231620745,6.593869902875204,25.868280547578962,24.817100278719742,-0.48411963816804565,-1.0560980461450256,4.1901440744749845,-0.10135967267879949,7.918952830621155,0.9907944477896768,2.485981037461613,1.170509508103177,-0.3493379437181658,-5.202105288558266,-1.034143838698943,-0.6133771808475665,1.859558717263367,4.813506580094734
qwen,closure_seeking,9.013347129963801,15.666901855862369,24.7157700992036,-13.99012600020824,-24.616163501972974,-18.714279317555253,-2.2010030414629003,1.1891677173834914,0.185377945306706,3.8915290538410368,-2.3160754911126413,-0.10832210845116175,-1.2182557370049416,4.54784098921266,2.8628216762624303,4.807529812966953,0.10324183996953634,0.713202357723393,0.7719683075216511,-0.9321446171814302
qwen,collaborative,17.946014596776717,-23.20242061668296,17.24491558600446,5.854834964232479,0.7813434102524507,6.483730749083549,-4.009263878801761,5.9577828340195635,-12.889149829957315,-2.1662417559602263,15.540369238382286,-3.157889617582346,-14.345324543091989,-5.638125603718821,-2.685984918882804,5.701440980376805,-2.9059955042619587,-4.032950247543271,-4.044785517021639,10.189495217282005
qwen,collectivistic,29.80000431942744,-18.084596726846247,8.430313892508977,-9.054214734592978,-5.192295546323674,3.5093025617017566,4.132251412114812,5.260873166477618,-15.602740054585855,2.4173278555520272,14.92954947526406,-2.783240757987075,-19.37011991513745,-3.1415687674012602,2.5931884674148034,8.279798622571153,-4.884547367823607,-0.35306282431411357,-6.321827927539197,9.912651840115913
qwen,competitive,-31.744673819420846,41.17320980018368,-0.687915057033848,2.5673072711887266,-12.55323119692486,-20.785259664234225,-2.4902215994034926,-3.5464142259346607,18.390898208684675,-10.601780488247913,-1.9769455709070152,6.841436308827762,-0.6390473894431946,-2.00518995180976,1.3646680397480646,-7.409494458915842,-3.1792185495149714,0.4912280926734275,-1.4145523731287732,1.1044105398003694
qwen,conceptual,32.72471104078134,10.41486978165353,-31.988972899598963,-24.269944200599863,25.588015042778977,1.7536532502904494,-6.2163271347378135,30.31441891478053,3.0632297493246057,1.5530559310387924,-0.9425827345419548,7.709367082579563,-5.897685426804469,11.41902958769695,-6.177586466084411,1.0306727257192128,5.586965951829401,5.496802594454527,0.4993666538098346,0.9548550688672227
qwen,conciliatory,63.19999468552241,-45.43944150068974,30.272404654377347,2.8314500378434606,-0.948268135099563,16.442323795256957,-5.981337285874666,1.4509903048799164,-4.70612631640025,0.7055490066046418,1.834485933323355,1.2660322367801313,4.135844381049934,6.438490556786152,3.3819038989518813,-0.2806949219391817,-0.008097120578518245,0.8154583517898057,-3.201074525301081,1.5829102748548831
qwen,concise,-5.039085946725012,-1.0695327491890283,52.26396331348273,-56.15376423838061,-8.31933095213417,-21.767517225697862,-35.8033967660545,0.7693033511226081,-10.81506513792176,-1.7939489641115367,13.71240522508393,1.7104728123889235,2.6509274358547574,-1.7513713181909192,-7.130297091960122,-0.16268342918700543,5.487540113721143,9.587062461297288,-0.38175273298046664,-8.453906956971615
qwen,condescending,-38.24545304433977,28.983605864363827,-4.624651685582901,-9.835599920759885,-3.7127077800168666,15.189466884345146,4.151760817173111,2.7183123771901307,9.26875556796047,6.21204625253941,2.1873516497349175,-1.8330813517457474,6.740302394469385,-4.144812144723516,4.716166436587131,0.8507006892967358,6.537173200064989,-1.7239501168814402,-4.094530048864355,4.120063258245922
qwen,confident,-3.6226167623034295,23.438179650806653,6.124131026964698,-15.676449243270998,-22.548829024562146,-28.846459727525247,-1.8213238203980302,3.92526025096837,6.177726761086314,1.4788693145597924,-3.7334924763890114,-2.547783383983697,-3.0579607521059398,4.412008728901521,7.608959188639816,4.673004387552754,-2.8654697795385013,0.5573786835392186,-1.864805275249274,-0.4045206352925244
qwen,confrontational,-14.898876117207186,38.96902197080608,2.308116857343745,6.065347266079629,4.158226237646842,-27.555916003785455,0.8330754013564957,-1.839655106291868,-3.5785924628723214,5.703452187273321,0.576015193909433,-0.8964935660846163,2.264112335614715,1.0242171694405746,-2.244692769917132,2.0103759965572556,-5.894490414907268,0.3323098306973933,2.665329964168588,-0.7187087879118234
qwen,conscientious,94.650985256715,4.002399585954723,-18.421015099667077,15.97136104652039,-20.21242275674461,-17.878052817624113,-5.913390807314233,-7.8004601205238275,-0.674127019729535,3.0510605060586298,3.613656423117226,-13.388117407203262,5.62122197708594,-1.945639214675516,-6.055699794325813,2.378969073214884,0.40646717801046783,4.331776185577112,1.7492383104217168,-1.3019728003713518
qwen,constructivist,5.907522421252279,-23.07173647385939,-6.686460469938502,6.2425821860092725,22.327161856540698,-2.510424393076057,-5.403561054953917,11.191760093054524,-3.790896117143144,0.9534462316787793,10.431286021060028,-2.4292415995563252,-10.753150743797335,-10.563816403306197,-5.534273983412002,-3.943458663623584,-10.473150754028186,-3.6179484655691954,0.11565015440770315,0.06436082796675414
qwen,contemporary,3.7621463190938846,-5.506182339623085,37.825010757539516,27.80213862815433,6.120129898962622,-4.383625825973869,-13.606806699321838,-2.9151018071930386,-2.2123402329172404,-13.395351517850344,9.118694799839385,-15.222930427948356,0.38889824121594796,-4.893380521453725,9.362768807687667,-3.0043307970618587,-0.9661680820092862,-1.5304100399203995,7.483298504034179,1.0936151389204358
qwen,contrarian,-25.69403805184695,18.632976918815146,-10.642821620957777,13.096453772455932,26.97300918916238,-13.48516220484071,1.254059708068784,-3.3384925355958646,0.7962733816527024,6.456811405347736,-5.854008494156938,-1.3259277048553872,3.954647306773983,-6.630229904711965,-3.886186073401257,3.1624920731679307,1.497785056101429,2.2514772839463224,0.7086900026395724,0.24540649325425715
qwen,convergent,16.750258998766345,10.424487475499593,24.571250519727894,-11.047649125052395,-8.074594140422878,-9.556077813687642,-0.2693611881576303,-1.5721098178183222,2.717605091937272,2.193142200708071,4.050254717656437,3.838557106231248,4.770792204959313,2.394201413375696,-1.1607197135236058,4.021344061208012,4.636227419364391,4.636308820561108,2.551007360138934,3.1085716842311775
qwen,cosmopolitan,22.343657750632417,-8.918324894903888,4.401386968073123,13.495034897848472,7.173780487777289,0.24156179216562956,-13.19769625868594,1.4244002266039526,-9.746730125337054,-2.2287429910053618,0.17086673566581434,-9.656275571645773,1.0058897926189312,4.163062391739463,-1.667330561851042,-4.683010341931592,5.655235064257307,-3.809766717241461,0.6291657238528149,-4.245284971947048
qwen,creative,-26.96974265512565,-15.991327991519938,-29.387996590587505,25.69318311479706,6.4742563173627365,-0.8836621239201784,-13.46927184091448,-2.357273209817651,3.4623126845676513,-6.558360002409555,-11.27248211252395,-4.293355584624221,-3.449919890532051,-4.1241731854095605,7.60056211803604,1.2553260966209712,-1.5543837586046831,1.7073304666063303,-8.348577958168882,-3.4336939806572544
qwen,critical,-3.6504208257349755,20.91535330560894,-14.714757635061323,18.245150905132135,30.069828017180235,-13.935074898344768,-0.742952253531131,3.514342275144176,-8.482173632761407,4.728777603078036,0.2921071705203983,-3.802543361630374,-5.726569288897673,-12.40852447611692,-8.454054974945382,6.17605541618919,-5.230432043393012,2.5448359643269285,6.774706929634395,4.011431856561883
qwen,cruel,-44.86496388398275,55.41890313693426,15.647792897448724,-17.823213811298768,5.369067832781894,0.5807243884009509,4.318684954967897,-1.8213939924682396,12.461369941421847,4.266324247888917,3.096110249656912,-0.9274725906296559,-8.913855365667127,-2.457198481112256,1.9307411945111137,-4.239873732019314,11.07595146548414,-7.304431072234246,-0.8208969870444847,-3.327733095245757
qwen,cryptic,-26.832427071588928,2.9126434663833365,-68.78344017491771,-33.65832476944957,2.8912174127443486,12.0266740065363,-20.11737408896301,-28.20536971933414,-8.3013338027556,-10.60037454630486,5.9237622480132766,6.1005162454993265,-0.6247138922682663,5.9192587303540005,-4.041022918638326,-2.120301458698032,-0.5353428999830816,0.25308308904217314,-3.1134933562339135,7.183859356495264
qwen,curious,7.089233135733138,-27.725364365583,-18.614298498488488,35.37731707414116,-1.5861100566575865,-2.7681394877876415,6.8686747814220945,6.720514059698924,3.205485613822636,-1.6435569472484979,1.38312988326508,0.5089050299587603,6.522180262136376,-1.9403217358315554,0.044416109308393646,4.471250233243324,4.139344393721296,3.1657905707367453,-2.0964905496852997,0.9699786815743858
qwen,cynical,-11.84921539101166,48.25308533095717,5.06460565075611,2.0822988530271074,17.132790749964386,-0.6927392372126016,5.68575016943825,-10.332207999180936,11.619340497736792,1.2282241412574164,1.2399193375940238,0.3313248163305379,-5.128977083003854,-5.777184806395717,-3.998022164636366,-2.845304386592283,0.17933584193199015,3.9216505103709265,8.366836052126711,-0.09844085597237048
qwen,data_driven,47.656466662217156,48.114979386143816,29.052884077406095,24.508193013818573,-18.459391123330597,16.182104664685472,-4.6674365968664295,-2.742268348729884,-13.642217378529788,-9.591809293271332,1.9707648583565374,5.477162549404955,2.5828025287886334,-2.9529010433353733,-3.5974962074447228,14.267443460235846,9.609850867713671,-5.459799774833707,1.2727417030261166,-4.583818584439298
qwen,decisive,7.890616135342687,17.894100156033605,14.92796446350014,-0.8670598117330378,-26.796559098087457,-29.87268913437441,-9.1485452869072,-2.3691070076959826,-3.2382270138358953,11.133213198630685,-0.5755831629091527,-0.363090162399351,-0.6223559890684909,5.1132374606563005,2.6123742056502612,7.835606048374844,0.049220712702132866,1.3245833504765447,1.2116849699543764,-1.113283567280476
qwen,deconstructionist,-6.607322833099585,15.887625240458966,-27.90009673208783,21.209440307175175,29.671967139509416,-8.552029835640493,0.6876437922208046,2.7924892834001454,-4.299466705953277,4.337498889925906,-2.409753196915396,3.3361531515371654,-2.1454112539546437,-10.679860422495816,-8.539792522275606,6.843686257263297,-1.716903018227606,4.579075971287086,2.5968893962197015,2.298627451443887
qwen,deferential,22.26073185101887,-21.28839992457333,19.46413461453815,-19.912815609127826,2.4989474459552325,12.027057549761606,6.997067201423272,4.387908729800704,-1.0123351458536183,-2.648375050202858,5.407483875188104,0.7809646704468078,5.00236633927434,-6.876371960890738,-3.9739950271449365,-1.092499223140829,0.21637111032224585,-3.450977171844921,-1.8055454858994922,1.4905855584789767
qwen,deontological,15.725937586989039,1.9128864249070872,2.066703976372443,-20.00484121385827,-2.909960571071797,-6.59082768033541,12.151496708876389,11.707916023416109,-6.070041689998908,12.643310405689359,-5.172890272623526,7.786284838764275,2.627765766684243,3.217632478772603,-9.798015515058967,2.22833926510796,-6.379800814098414,3.5744529954128312,-1.022560529884481,-3.000500488841317
qwen,descriptive,49.49043116075723,7.514099782219623,27.273678323537517,-14.216858273327553,9.019971677380955,17.06222318640398,0.35200078623605174,-3.373207776965954,-5.3130051943177445,-10.608749234951539,-8.975917517441715,-5.655953619851351,-4.486911188599861,6.947244302852152,-2.3411951834410423,-5.2110313534332136,-4.778781175737486,-5.742972930236099,-0.8046327579515704,0.034767750684434544
qwen,detached,70.0717222885794,69.20485269035886,21.801309769170754,-7.0806859569323874,-2.03707375132434,16.70055781122619,-12.278784879274381,-3.2355743838411786,-1.314537025190098,-7.010629294361704,-8.720584712033915,-0.38487307670860305,-7.689365310337726,6.2087896199576225,-1.3084318099105536,-6.983771470485036,-4.650112409570375,-0.06486846293827832,-0.2644765841904026,0.2676471447916354
qwen,deterministic,13.186668715530715,30.202098710955095,-5.389776708304088,-24.910309717225402,9.761984762594851,3.9009758923902815,3.377994907100041,7.899382673005102,2.773139312924334,-11.80763025938412,-16.566190757105236,1.3493686559539972,-4.722373844012361,-2.2961021643252444,4.965375835933124,13.50113678412465,0.5317302896218563,-2.926190848647218,3.0901310913410347,11.087102830724305
qwen,diplomatic,73.95542084233143,-35.56093110350537,20.728559769400427,-0.7834328878396846,-1.694806850205705,20.773634203787683,-8.171181092712528,-3.30548353217344,-0.32307549656913126,-8.246924011800143,1.1045056791464816,1.1520062699449194,2.215489101966246,5.174596381678854,0.9355373589457883,-2.9906752193176893,0.0954225385079733,4.999727963491697,0.26121771122145665,-4.059622358872858
qwen,disorganized,-54.38731485422481,-5.192993675691568,12.743100458344172,5.07309292124278,20.842676964992005,14.918359872854353,15.44975812723245,2.052852633875829,-7.853273092755749,-7.721999051622062,-5.892585825233597,5.606009508848948,-2.477933899826812,10.010217939812643,10.636868866885937,-1.3762984519043298,-7.817494350678382,0.2689056377785408,-7.396314812435098,-1.619510052431905
qwen,dispassionate,83.52349714495945,60.16114845971482,28.967207612584872,-13.942157101774992,3.464901262010895,15.990802373462945,-15.225702715996746,-5.740668030763837,-1.5998838696408137,-4.036469131956363,-6.534677136500541,-2.2165143792691997,-4.548017180927508,3.692526787459934,-1.5311081972545038,-6.782528887167775,-4.704228394420394,0.7942171622145077,-1.1438550445731992,1.123488744681457
qwen,divergent,12.017122000203322,-12.579790046444968,-13.587302409818843,41.69402840956982,11.685398294903043,13.682920849982882,5.64976409742762,-7.9520209892413956,-1.3132631366978154,-5.209350544879914,-13.577346837938656,-1.7262575659561694,-8.85533872458344,-1.1421436538226775,5.724773740338949,-9.973081118452749,-2.9643504870176867,-3.5399274177799946,-4.1856972580033105,-0.8535635837063529
qwen,dogmatic,-2.383529691474207,23.907020075517934,4.601376472883919,-29.71653736901655,-16.10354959278687,-19.577449046549887,12.93099066369959,8.952144968721022,6.736423182073537,0.7856766383477427,-7.056328447107125,-2.36320604647527,-4.561345092695224,-4.354415655677694,5.020863958539576,2.6673551847369708,-3.0151387478819967,1.912023627289814,1.4797849759515846,1.1693739636628233
qwen,dominant,2.703818106235764,28.5427460248501,4.86707689264902,6.99393891450868,-17.909899027203615,-23.319756519128532,-5.4022984867980925,-2.633690335726031,6.58872171128516,0.8658326840051016,2.685106401317568,3.3612429403183244,1.5108730641129768,0.6011561723269297,5.374522563505128,0.7644932178282682,-3.966009731369967,3.7142023563204605,-2.885551974442687,2.5494479656214306
qwen,dramatic,-57.86177230001224,-11.237777578295017,-59.61123345815837,2.4889317983418446,-27.485044338608787,-10.004283324412961,9.771225301120182,-10.275610938831486,-2.4433264392953875,-8.749667105829502,2.492924428146776,-1.4861339426641313,-3.0353099101149805,4.825603512078456,-10.176405886441156,-4.292524025383408,3.231039199210961,-2.221982509648418,3.33229157822448,0.1149778077871312
qwen,earnest,81.21482629504682,-37.005767696425245,-20.410015164857633,0.13186345099324637,0.16972902610291496,-43.816892328791226,9.036296384222881,-0.39284995333448935,-0.49678046192989805,-6.6630529897613675,-3.840201104625388,-2.42946912393131,2.7542166381081645,4.21727208017983,-0.5913951524679418,5.040631032734414,-7.454348903769959,2.7826284311188982,1.0675302591453775,-2.0957808655564163
qwen,eclectic,3.3326896809573023,-5.684009456354369,-23.83845775829729,20.0736446889938,9.90429900762187,4.744912800512071,-9.834515183143933,2.1301133191397477,-5.625966080428477,-0.7112322484094715,-2.2375471433417373,7.791256884167253,-8.270136805864096,-4.807213510796559,2.074566059520535,1.4200062039798553,-0.7895279140885729,-5.772853373672076,-5.520374971435689,-9.88801021566484
qwen,edgy,-77.48172619298151,29.95707613346939,2.5763253410203406,9.3778304733854,0.5898925260370417,6.120398915194516,-3.662691592831473,-0.7154321195572608,-3.9519650585890234,15.921603474629695,-0.4981843474496918,-4.603883648625933,1.2680331951979327,2.8563225569818704,3.2750693848476446,-1.3955179433621796,-3.771932569140244,-2.00324451507903,-1.7380903029019432,0.6255020768088085
qwen,educational,47.839403934138545,1.3539096672708608,-15.89107974334481,51.72325125957334,-11.219914594087609,1.194246715659668,21.04724451472494,-2.203141691453806,1.1771551229273975,11.541543620499281,-3.4424809406458365,-2.243779504156702,-1.890953067492879,4.513996967118622,1.1252310847205713,1.1357944928271344,6.797709679310822,1.1858395981491756,0.169730711295915,4.525565743003622
